id,label,ts_in,ts_out,attr_1,attr_2
1,product-77475,0,14,26,177
2,product-30860,0,17,63,141
3,product-46313,0,17,111,89
4,product-7453,0,42,17,178
5,product-89212,0,80,219,0
6,product-32967,0,81,53,147
7,product-19728,0,83,116,79
8,product-54656,0,87,122,73
9,product-25526,0,100,67,135
10,product-59923,0,100,161,40
11,product-61117,0,100,117,79
12,product-76772,0,112,135,66
13,product-26230,0,119,11,194
14,product-49464,0,120,32,163
15,product-57834,0,122,75,123
16,product-25119,0,125,135,65
17,product-68352,0,126,0,206
18,product-37298,0,142,150,53
19,product-66145,0,151,13,191
20,product-83196,0,160,138,63
21,product-95771,0,167,97,108
22,product-46496,0,191,132,71
23,product-7506,0,206,118,86
24,product-32796,0,212,170,33
25,product-13806,0,213,159,43
26,product-98263,0,218,120,78
27,product-57342,0,233,139,66
28,product-12504,1,4,197,5
29,product-63830,1,5,22,180
30,product-59640,1,8,209,0
31,product-60843,1,10,168,30
32,product-93160,1,12,91,107
33,product-3427,1,13,40,159
34,product-39222,1,14,98,98
35,product-54582,1,15,143,54
36,product-65215,1,18,20,182
37,product-17958,1,19,63,134
38,product-42004,1,21,189,8
39,product-15738,1,23,129,67
40,product-69836,1,23,79,125
41,product-7540,1,30,69,127
42,product-53606,1,33,69,129
43,product-73811,1,33,45,152
44,product-37610,1,35,169,27
45,product-57532,1,35,106,93
46,product-64967,1,40,89,112
47,product-34652,1,44,142,56
48,product-77721,1,44,206,0
49,product-70113,1,54,108,91
50,product-51957,1,56,138,65
51,product-15754,1,59,0,209
52,product-34267,1,59,40,161
53,product-99025,1,61,63,132
54,product-69912,1,62,42,158
55,product-18738,1,65,14,189
56,product-38419,1,69,223,0
57,product-29626,1,71,92,106
58,product-75096,1,73,89,116
59,product-30028,1,74,93,104
60,product-78121,1,77,59,138
61,product-46444,1,79,25,175
62,product-90748,1,79,121,82
63,product-47678,1,84,63,136
64,product-28176,1,86,23,181
65,product-197,1,87,0,225
66,product-36260,1,87,32,164
67,product-480,1,88,185,19
68,product-28711,1,88,154,41
69,product-54967,1,88,33,172
70,product-56945,1,89,239,0
71,product-87040,1,89,166,31
72,product-86951,1,90,119,86
73,product-87324,2,2,76,128
74,product-83341,2,3,65,137
75,product-45274,2,4,145,58
76,product-97250,2,4,172,24
77,product-95173,2,7,52,144
78,product-85052,2,10,118,79
79,product-55908,2,11,0,215
80,product-47026,2,13,0,204
81,product-67638,2,13,97,98
82,product-43498,2,16,7,190
83,product-17995,2,18,65,131
84,product-71539,2,19,158,42
85,product-91429,2,20,109,86
86,product-3602,2,22,67,134
87,product-90660,2,25,0,210
88,product-24827,2,26,98,107
89,product-51153,2,28,127,76
90,product-74945,2,28,35,170
91,product-18368,2,30,56,146
92,product-85536,2,30,96,104
93,product-34185,2,31,2,197
94,product-78284,2,34,184,15
95,product-23022,2,35,86,116
96,product-27505,2,35,67,133
97,product-46890,2,35,209,0
98,product-90903,2,35,62,134
99,product-38541,2,36,137,58
100,product-99693,2,38,18,179
101,product-74137,2,40,11,193
102,product-10432,2,41,44,153
103,product-69004,2,41,68,137
104,product-82713,2,43,131,67
105,product-57977,2,44,73,132
106,product-93075,2,47,53,144
107,product-53421,2,50,77,118
108,product-20186,2,53,91,106
109,product-47715,2,53,121,79
110,product-56364,2,54,105,100
111,product-18886,2,55,101,100
112,product-274,2,56,142,53
113,product-6448,2,56,30,169
114,product-11328,2,56,155,49
115,product-78249,2,56,80,124
116,product-22550,2,57,142,62
117,product-24563,2,59,163,38
118,product-95296,2,59,96,102
119,product-86740,2,61,236,0
120,product-61621,2,63,17,187
121,product-23467,2,64,84,111
122,product-72292,2,65,106,95
123,product-97910,2,65,32,164
124,product-5617,2,66,143,62
125,product-19719,2,66,45,155
126,product-62882,2,66,58,141
127,product-40506,2,67,0,204
128,product-48202,2,67,3,195
129,product-79457,2,69,34,162
130,product-4421,2,70,133,63
131,product-97412,2,71,196,7
132,product-15004,2,73,166,36
133,product-32134,2,73,88,109
134,product-6334,2,74,181,20
135,product-76751,2,74,160,38
136,product-29437,2,76,64,135
137,product-6110,2,79,111,84
138,product-95962,2,79,46,158
139,product-77556,2,80,65,135
140,product-72861,2,82,148,47
141,product-98108,2,82,51,145
142,product-47623,2,83,0,209
143,product-12635,2,85,34,162
144,product-81443,2,85,51,154
145,product-99963,2,86,5,200
146,product-52342,2,87,117,79
147,product-79600,2,89,115,89
148,product-38451,2,92,45,158
149,product-95071,2,92,94,103
150,product-49584,2,96,225,0
151,product-15911,2,98,51,148
152,product-25729,2,101,178,22
153,product-62735,2,102,115,87
154,product-12026,3,3,94,103
155,product-2339,3,4,144,51
156,product-34416,3,4,167,29
157,product-71974,3,4,79,124
158,product-30281,3,5,127,69
159,product-47916,3,5,133,70
160,product-16502,3,9,139,60
161,product-61770,3,9,181,22
162,product-40796,3,10,121,74
163,product-90043,3,10,63,135
164,product-74201,3,11,59,137
165,product-74872,3,11,1,203
166,product-9642,3,13,9,196
167,product-17644,3,14,25,175
168,product-97003,3,15,117,80
169,product-57998,3,16,0,280
170,product-72723,3,17,119,78
171,product-80636,3,18,192,12
172,product-45706,3,19,0,270
173,product-94410,3,20,134,67
174,product-87110,3,21,177,19
175,product-53011,3,23,56,144
176,product-39071,3,24,90,111
177,product-26609,3,25,95,110
178,product-72378,3,26,102,102
179,product-73774,3,26,57,139
180,product-22626,3,29,90,107
181,product-95114,3,29,0,236
182,product-99924,3,29,45,159
183,product-9940,3,30,29,169
184,product-75875,3,30,25,176
185,product-13588,3,33,144,54
186,product-64810,3,35,43,161
187,product-57194,3,38,196,4
188,product-71239,3,38,199,5
189,product-54711,3,40,174,30
190,product-74799,3,42,0,226
191,product-76349,3,42,0,239
192,product-33746,3,43,92,110
193,product-16565,3,46,91,113
194,product-57483,3,46,54,143
195,product-55240,3,48,100,99
196,product-9438,3,50,63,137
197,product-17524,3,51,202,1
198,product-91414,3,51,161,44
199,product-62559,3,52,60,135
200,product-68011,3,53,93,105
201,product-69662,3,54,147,52
202,product-42388,3,55,128,68
203,product-19009,3,57,70,129
204,product-42901,3,57,144,59
205,product-64955,3,58,89,114
206,product-26770,3,59,179,20
207,product-445,3,61,192,7
208,product-69332,3,62,102,98
209,product-96951,3,62,191,13
210,product-2291,3,63,99,99
211,product-6879,3,66,71,125
212,product-7771,3,68,121,75
213,product-18773,3,68,147,49
214,product-64215,3,68,107,92
215,product-82163,3,68,12,193
216,product-95702,3,69,52,153
217,product-8875,3,71,25,170
218,product-71357,3,73,152,46
219,product-49627,3,75,198,0
220,product-75870,3,75,182,16
221,product-14691,3,76,26,179
222,product-58857,3,77,69,128
223,product-96960,3,77,107,89
224,product-44455,3,78,16,183
225,product-45189,3,80,25,176
226,product-4753,3,83,170,35
