id,label,ts_in,ts_out
1,customer-1,96,103,167,122,24
2,customer-2,160,206,124,209,142
3,customer-3,91,161,207,155,145
4,customer-4,220,276,203,65,163
5,customer-5,181,235,198,215,135
6,customer-6,163,167,107,125,112
7,customer-7,78,144,172,75,276
8,customer-8,103,104,90,201,7
9,customer-9,60,87,72,198,115
10,customer-10,150,182,119,10,133
11,customer-11,174,269,67,225,82
12,customer-12,163,164,81,14,129
13,customer-13,133,192,182,60,144
14,customer-14,74,77,63,178,65
15,customer-15,233,331,106,120,97
16,customer-16,38,41,159,155,68
17,customer-17,47,83,93,208,250
18,customer-18,127,223,94,152,7
19,customer-19,107,148,197,67,222
20,customer-20,39,78,38,54,97
21,customer-21,100,114,35,205,144
22,customer-22,108,181,63,4,42
23,customer-23,114,132,81,143,229
24,customer-24,48,56,66,174,238
25,customer-25,66,75,73,140,183
26,customer-26,117,152,133,100,209
27,customer-27,134,178,30,227,64
28,customer-28,166,237,77,151,105
29,customer-29,93,156,150,145,188
30,customer-30,192,277,68,143,31
31,customer-31,139,146,160,79,48
32,customer-32,179,240,202,53,84
33,customer-33,187,251,193,86,220
34,customer-34,91,117,122,105,196
35,customer-35,202,259,160,93,41
36,customer-36,52,83,189,151,27
37,customer-37,96,166,127,221,132
38,customer-38,112,136,179,216,241
39,customer-39,7,43,181,229,74
40,customer-40,125,168,120,59,155
41,customer-41,186,195,47,63,90
42,customer-42,13,49,174,56,157
43,customer-43,207,245,28,88,65
44,customer-44,222,265,64,122,155
45,customer-45,16,108,272,74,134
46,customer-46,37,63,51,227,215
47,customer-47,173,263,200,183,16
48,customer-48,18,107,121,90,177
49,customer-49,185,264,48,148,16
50,customer-50,112,117,156,61,14
51,customer-51,227,239,54,159,90
52,customer-52,264,319,203,212,171
53,customer-53,238,303,95,179,109
54,customer-54,117,209,194,130,166
55,customer-55,41,65,175,145,128
56,customer-56,107,160,185,148,104
57,customer-57,95,178,172,13,161
58,customer-58,177,257,210,126,31
59,customer-59,90,175,187,89,199
60,customer-60,52,130,117,73,123
61,customer-61,36,75,173,81,32
62,customer-62,146,188,180,110,76
63,customer-63,86,161,129,27,96
64,customer-64,176,256,107,193,120
65,customer-65,165,241,156,159,166
66,customer-66,193,247,101,134,162
67,customer-67,164,224,192,126,133
68,customer-68,239,331,235,103,106
69,customer-69,51,131,216,198,78
70,customer-70,184,220,199,174,55
71,customer-71,179,251,190,233,106
72,customer-72,58,145,201,206,103
73,customer-73,75,172,98,64,199
74,customer-74,58,63,59,153,13
75,customer-75,125,167,99,96,47
76,customer-76,167,192,135,51,146
77,customer-77,140,207,67,154,224
78,customer-78,156,183,233,170,50
79,customer-79,174,221,185,26,14
80,customer-80,166,194,25,164,34
