id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,product-1462,1,50,127,116,188
2,product-149,2,55,95,180,125
3,product-691,3,20,219,72,122
4,product-1295,3,39,152,196,152
5,product-328,4,12,163,215,150
6,product-1385,4,44,234,96,137
7,product-806,4,69,33,120,29
8,product-830,5,69,28,101,198
9,product-671,6,83,57,163,197
10,product-636,6,84,146,75,188
11,product-1954,7,9,23,46,139
12,product-1050,7,28,185,89,53
13,product-559,7,29,237,170,188
14,product-799,7,68,198,57,135
15,product-17,7,93,131,108,251
16,product-1057,8,30,34,63,64
17,product-1315,8,65,38,190,95
18,product-147,8,93,36,156,171
19,product-543,9,11,154,170,204
20,product-593,9,56,154,154,189
21,product-97,9,108,103,152,88
22,product-1793,10,17,64,9,156
23,product-1689,10,26,48,95,60
24,product-1275,10,65,63,91,87
25,product-638,10,80,223,92,171
26,product-1594,10,86,184,118,71
27,product-1142,11,22,151,28,136
28,product-678,11,57,30,40,176
29,product-1007,11,91,107,104,235
30,product-654,12,50,125,129,51
31,product-1607,12,71,176,41,146
32,product-835,12,86,71,187,14
33,product-1264,12,98,26,166,43
34,product-625,13,100,86,161,175
35,product-680,14,14,126,204,203
36,product-1243,14,14,59,22,77
37,product-1691,14,74,160,111,132
38,product-243,14,81,7,182,165
39,product-1674,15,74,159,199,47
40,product-598,15,94,53,156,146
41,product-509,16,48,87,192,86
42,product-1368,16,75,34,178,124
43,product-503,16,76,170,211,55
44,product-723,16,84,48,209,24
45,product-33,16,106,35,59,188
46,product-1797,17,21,35,93,224
47,product-1016,17,23,182,78,218
48,product-1514,17,94,131,167,175
49,product-1344,17,108,0,37,167
50,product-1913,18,22,192,73,44
51,product-824,18,34,79,187,24
52,product-1565,18,52,107,177,180
53,product-1090,18,55,48,116,241
54,product-1496,18,55,94,184,45
55,product-157,18,58,78,194,117
56,product-549,18,74,193,80,187
57,product-472,19,25,209,130,208
58,product-1455,19,65,65,235,140
59,product-550,19,105,81,217,54
60,product-1728,20,22,182,52,48
61,product-95,20,29,118,84,156
62,product-1762,20,31,196,87,44
63,product-1476,20,41,135,111,114
64,product-1091,20,101,160,228,135
65,product-1708,20,107,219,275,202
66,product-1468,21,21,73,227,171
67,product-1917,21,25,148,143,188
68,product-1154,21,28,192,200,222
69,product-108,21,30,68,165,155
70,product-489,21,38,70,114,96
71,product-24,21,39,7,151,214
72,product-106,21,42,94,67,29
73,product-383,21,75,125,112,165
74,product-809,21,76,153,99,166
75,product-1163,21,86,77,116,63
76,product-1822,21,110,35,52,19
77,product-1102,21,114,205,125,88
78,product-573,22,110,209,61,100
79,product-728,22,110,108,105,82
80,product-504,23,37,64,68,82
81,product-57,23,38,24,128,178
82,product-716,23,59,118,40,42
83,product-581,23,93,60,142,57
84,product-1986,24,38,118,13,84
85,product-644,24,57,226,50,65
86,product-1635,24,61,100,109,49
87,product-1032,24,69,143,232,140
88,product-430,24,112,185,44,96
89,product-190,24,118,151,120,198
90,product-34,25,32,60,166,41
91,product-884,25,48,179,154,130
92,product-1058,25,91,112,68,138
93,product-134,25,99,91,154,95
94,product-1029,25,103,208,217,72
95,product-1618,26,27,155,67,262
96,product-1720,26,28,46,160,132
97,product-488,26,34,107,55,67
98,product-1431,26,39,191,203,180
99,product-1481,26,56,163,113,89
100,product-1,26,62,58,26,28
101,product-545,26,69,241,261,108
102,product-1901,26,71,219,240,95
103,product-1420,26,73,200,69,56
104,product-1645,26,78,98,63,187
105,product-470,26,95,78,146,53
106,product-1613,26,97,81,152,35
107,product-862,27,30,218,92,54
108,product-994,27,63,47,150,166
109,product-969,27,66,25,47,223
110,product-1205,27,87,44,46,87
111,product-1157,27,95,121,246,139
112,product-588,27,107,220,154,208
113,product-890,28,42,10,90,72
114,product-378,28,47,158,67,115
115,product-1170,28,50,191,16,44
116,product-1387,28,52,94,136,12
117,product-1695,28,52,109,100,73
118,product-1982,28,52,188,172,140
119,product-537,28,54,187,72,150
120,product-925,28,65,98,158,174
121,product-685,28,71,187,126,150
122,product-1098,28,88,95,48,15
123,product-1008,29,30,103,37,83
124,product-960,29,43,189,144,207
125,product-1699,29,75,191,251,89
126,product-630,29,83,93,70,205
127,product-1542,30,49,31,52,196
128,product-116,30,50,51,165,163
129,product-767,30,62,48,60,153
130,product-934,30,117,218,105,186
131,product-1060,31,36,235,73,252
132,product-1701,31,48,191,47,122
133,product-1795,31,55,111,102,22
134,product-450,31,67,183,136,169
135,product-1061,31,67,34,127,105
136,product-1800,31,85,96,146,194
137,product-1140,32,46,84,186,179
138,product-655,32,68,174,50,80
139,product-1960,32,100,219,40,115
140,product-1752,32,101,108,84,145
141,product-1723,32,128,143,95,104
142,product-1497,33,33,38,23,86
143,product-188,33,63,199,111,84
144,product-1707,33,65,113,210,22
145,product-538,33,106,53,80,185
146,product-1825,33,112,116,125,210
147,product-1233,33,123,154,67,137
148,product-585,34,50,144,185,47
149,product-256,34,60,187,36,195
150,product-1970,34,72,79,112,165
151,product-1213,34,78,157,130,34
152,product-1950,34,82,124,29,208
153,product-1805,34,90,83,122,78
154,product-1763,34,92,157,163,141
155,product-837,34,124,208,98,93
156,product-1370,34,127,145,166,210
157,product-1403,35,41,191,192,38
158,product-1967,35,58,100,74,109
159,product-1888,35,92,67,144,188
160,product-580,35,96,164,89,42
161,product-1745,36,37,148,82,98
162,product-1617,36,40,119,133,62
163,product-1767,36,45,133,200,208
164,product-694,36,56,123,181,19
165,product-1123,36,60,10,207,96
166,product-1494,36,84,112,115,14
167,product-494,36,94,133,152,196
168,product-1293,36,110,17,229,134
169,product-554,36,118,208,103,130
170,product-195,36,130,90,46,99
171,product-1736,37,43,54,200,10
172,product-606,37,61,214,154,148
173,product-778,37,88,154,88,91
174,product-305,37,96,184,119,154
175,product-1451,37,97,125,175,98
176,product-1722,38,40,65,77,166
177,product-62,38,59,170,109,170
178,product-552,38,85,113,187,133
179,product-1775,38,99,15,232,60
180,product-299,38,102,65,126,149
181,product-1441,38,103,205,203,187
182,product-220,38,109,218,9,44
183,product-942,38,112,213,41,201
184,product-692,38,126,177,175,75
185,product-1498,39,41,117,100,238
186,product-1178,39,42,68,82,27
187,product-1758,39,53,225,116,223
188,product-1632,39,69,158,140,85
189,product-1885,39,72,155,39,84
190,product-1489,39,75,163,173,205
191,product-1713,39,96,150,126,138
192,product-1287,39,107,80,68,191
193,product-1915,39,108,227,23,124
194,product-829,40,42,177,37,222
195,product-1209,40,62,178,236,42
196,product-1147,40,65,233,128,170
197,product-782,40,113,153,98,42
198,product-1792,40,121,29,103,58
199,product-1442,40,126,206,81,135
200,product-1845,40,132,215,232,209
201,product-1990,40,134,53,214,233
202,product-1946,41,41,111,165,69
203,product-1521,41,64,201,172,145
204,product-1219,41,83,97,189,209
205,product-501,41,100,140,23,212
206,product-697,41,101,196,110,197
207,product-86,41,111,124,171,200
208,product-776,41,141,229,60,124
209,product-1161,42,46,118,222,9
210,product-335,42,47,87,26,51
211,product-951,42,58,154,136,170
212,product-1811,42,59,34,192,163
213,product-1133,42,67,117,14,208
214,product-1267,42,111,171,71,156
215,product-1237,42,114,212,5,120
216,product-1973,42,127,227,127,81
217,product-735,43,46,244,8,239
218,product-39,43,59,228,106,212
219,product-617,43,63,99,15,132
220,product-1424,43,64,135,259,156
221,product-688,43,66,76,197,219
222,product-443,43,73,159,146,25
223,product-292,43,75,189,258,229
