id,label,ts_in,ts_out,attr_1,attr_2
1,customer-55985,0,10,75,216
2,customer-60022,0,12,122,176
3,customer-69861,0,29,168,179
4,customer-61940,0,36,171,189
5,customer-23959,0,47,166,216
6,customer-92069,0,47,191,212
7,customer-84571,0,69,223,122
8,customer-1396,0,70,141,201
9,customer-12953,0,80,97,130
10,customer-86429,0,95,211,55
11,customer-25954,0,101,36,45
12,customer-1020,0,113,195,115
13,customer-12707,0,116,204,271
14,customer-16271,0,126,136,196
15,customer-71091,0,142,53,198
16,customer-8327,0,147,2,159
17,customer-70927,0,155,113,78
18,customer-58550,0,156,32,178
19,customer-46184,0,158,131,123
20,customer-16733,0,174,192,155
21,customer-85025,0,205,108,70
22,customer-52,1,2,200,191
23,customer-48362,1,3,148,209
24,customer-75520,1,3,65,207
25,customer-53266,1,4,191,33
26,customer-89892,1,4,238,93
27,customer-86752,1,6,221,40
28,customer-86341,1,9,183,70
29,customer-26431,1,11,118,82
30,customer-69952,1,11,63,172
31,customer-92953,1,12,155,65
32,customer-19360,1,16,66,91
33,customer-19745,1,16,78,103
34,customer-63170,1,28,127,183
35,customer-34516,1,30,116,232
36,customer-97836,1,32,98,108
37,customer-99079,1,33,159,49
38,customer-74697,1,36,93,147
39,customer-51257,1,39,91,188
40,customer-15904,1,42,123,88
41,customer-23946,1,43,111,134
42,customer-59098,1,43,90,36
43,customer-27011,1,46,94,152
44,customer-30268,1,46,162,33
45,customer-56197,1,50,117,86
46,customer-20029,1,53,108,157
47,customer-56254,1,53,170,209
48,customer-82713,1,57,175,50
49,customer-64262,1,60,23,107
50,customer-78615,1,63,119,130
51,customer-87181,1,63,24,97
52,customer-44075,1,68,115,191
53,customer-34831,1,71,65,163
54,customer-7695,1,75,223,232
55,customer-45249,1,77,195,111
56,customer-55718,1,78,211,83
57,customer-11093,1,80,91,127
58,customer-9212,1,83,64,164
59,customer-70662,1,85,56,63
60,customer-46217,1,86,98,91
61,customer-91584,1,89,31,20
62,customer-96431,1,89,202,132
63,customer-55428,1,90,30,153
64,customer-45209,1,93,139,52
65,customer-59911,1,94,77,112
66,customer-26605,1,101,70,181
67,customer-93717,2,3,23,181
68,customer-24927,2,8,84,101
69,customer-51392,2,8,207,203
70,customer-14904,2,9,52,90
71,customer-41315,2,9,213,120
72,customer-75218,2,11,136,112
73,customer-87860,2,13,153,49
74,customer-16425,2,17,243,198
75,customer-14211,2,22,123,21
76,customer-86414,2,22,194,130
77,customer-91704,2,23,36,52
78,customer-25946,2,25,131,51
79,customer-45923,2,25,144,145
80,customer-63956,2,27,109,205
81,customer-83602,2,29,135,33
82,customer-94069,2,30,29,149
83,customer-95435,2,30,253,109
84,customer-80824,2,32,148,60
85,customer-91908,2,32,202,199
86,customer-1532,2,34,74,5
87,customer-39109,2,38,199,167
