id,label,ts_in,ts_out
1,customer-1,128,182,71,180,71
2,customer-2,203,276,66,88,184
3,customer-3,182,251,154,58,154
4,customer-4,40,82,74,66,24
5,customer-5,59,70,204,136,159
6,customer-6,229,278,167,73,112
7,customer-7,141,152,30,100,27
8,customer-8,166,212,239,124,69
9,customer-9,105,139,97,184,119
10,customer-10,79,130,204,208,177
11,customer-11,181,185,33,43,213
12,customer-12,86,142,164,223,173
13,customer-13,26,112,220,193,131
14,customer-14,220,271,214,120,28
15,customer-15,82,104,191,229,135
16,customer-16,186,262,108,183,109
17,customer-17,190,200,67,139,84
18,customer-18,130,196,111,49,197
19,customer-19,183,231,152,148,173
20,customer-20,132,152,131,72,53
21,customer-21,79,139,218,74,97
22,customer-22,119,197,37,113,132
23,customer-23,198,284,201,167,218
24,customer-24,181,225,137,68,189
25,customer-25,174,205,122,33,146
26,customer-26,103,111,41,209,193
27,customer-27,137,187,185,26,118
28,customer-28,31,67,194,103,100
29,customer-29,197,234,193,134,23
30,customer-30,229,243,196,147,135
31,customer-31,87,117,206,117,90
32,customer-32,207,207,79,246,93
33,customer-33,223,245,108,76,0
34,customer-34,93,142,223,150,126
35,customer-35,192,194,82,116,160
36,customer-36,157,197,148,48,189
37,customer-37,233,306,65,179,81
38,customer-38,128,164,140,198,30
39,customer-39,130,217,81,100,171
40,customer-40,52,121,182,129,136
41,customer-41,125,200,162,97,115
42,customer-42,144,216,197,178,113
43,customer-43,145,155,95,121,38
44,customer-44,128,139,168,124,141
45,customer-45,28,35,82,247,221
46,customer-46,49,73,112,51,146
47,customer-47,62,78,102,118,45
48,customer-48,48,102,244,56,194
49,customer-49,128,150,123,163,66
50,customer-50,138,218,57,120,131
51,customer-51,140,225,62,248,136
52,customer-52,210,261,172,153,156
53,customer-53,223,297,110,212,70
54,customer-54,145,159,176,154,45
55,customer-55,41,109,41,170,169
56,customer-56,145,209,241,96,132
57,customer-57,29,87,92,161,194
58,customer-58,156,199,50,82,118
59,customer-59,213,293,37,143,200
60,customer-60,59,110,97,95,51
61,customer-61,136,225,45,63,144
62,customer-62,170,184,69,184,102
63,customer-63,38,82,144,89,183
64,customer-64,176,230,62,218,98
65,customer-65,89,136,42,182,120
66,customer-66,107,111,107,117,93
67,customer-67,115,185,157,170,99
68,customer-68,55,93,64,146,73
69,customer-69,193,243,4,201,98
70,customer-70,111,138,201,65,191
71,customer-71,157,178,96,57,145
72,customer-72,112,116,63,163,145
73,customer-73,120,153,187,27,70
74,customer-74,55,62,90,197,152
75,customer-75,55,66,42,28,76
76,customer-76,11,25,158,145,92
77,customer-77,130,161,61,105,56
78,customer-78,67,110,168,43,217
