id,label,ts_in,ts_out
1,product-1,39,106,155,77
2,product-2,30,103,196,51
3,product-3,133,216,199,151
4,product-4,56,116,160,203
5,product-5,146,211,174,71
6,product-6,111,155,225,150
7,product-7,167,238,117,240
8,product-8,145,171,84,51
9,product-9,161,221,122,69
10,product-10,16,40,232,54
11,product-11,198,251,164,95
12,product-12,223,247,182,200
13,product-13,213,262,168,62
14,product-14,236,285,31,173
15,product-15,146,207,105,5
16,product-16,167,213,95,98
17,product-17,177,230,185,78
18,product-18,78,91,104,94
19,product-19,137,175,96,69
20,product-20,135,228,178,126
21,product-21,55,140,34,80
22,product-22,91,183,38,215
23,product-23,189,230,225,196
24,product-24,168,171,132,76
25,product-25,179,205,135,144
26,product-26,207,274,143,31
27,product-27,163,249,151,146
28,product-28,93,111,79,24
29,product-29,76,135,227,2
30,product-30,180,219,186,139
31,product-31,153,178,205,259
32,product-32,62,106,161,109
33,product-33,118,202,220,145
34,product-34,81,131,26,21
35,product-35,93,137,95,38
36,product-36,114,153,51,46
37,product-37,132,168,178,221
38,product-38,83,161,91,192
39,product-39,167,179,97,177
40,product-40,98,175,81,189
41,product-41,243,279,154,76
42,product-42,198,282,74,243
43,product-43,21,43,278,101
44,product-44,134,159,101,24
45,product-45,4,76,50,106
46,product-46,55,150,120,209
47,product-47,57,86,99,129
48,product-48,228,247,228,41
49,product-49,28,32,10,163
50,product-50,234,314,169,88
51,product-51,203,280,137,138
52,product-52,196,285,169,245
53,product-53,192,236,131,142
54,product-54,166,203,95,152
55,product-55,109,194,90,190
56,product-56,75,136,142,104
57,product-57,38,125,173,195
58,product-58,132,203,204,163
59,product-59,20,91,123,188
60,product-60,141,198,45,176
61,product-61,171,219,195,240
62,product-62,146,156,42,40
63,product-63,239,291,190,188
64,product-64,99,187,181,84
65,product-65,46,63,65,81
66,product-66,124,207,132,67
67,product-67,16,48,64,221
68,product-68,24,24,134,179
69,product-69,5,74,113,35
70,product-70,210,285,184,110
71,product-71,162,187,246,220
72,product-72,138,235,182,203
73,product-73,188,252,229,180
74,product-74,38,101,113,71
75,product-75,200,225,160,40
76,product-76,60,86,178,243
77,product-77,189,230,111,192
78,product-78,139,178,77,168
79,product-79,71,139,9,84
80,product-80,128,149,138,73
81,product-81,166,203,91,174
82,product-82,194,236,81,154
83,product-83,120,180,63,99
84,product-84,20,95,138,50
85,product-85,15,90,159,165
86,product-86,127,189,200,174
87,product-87,123,199,223,198
88,product-88,167,260,61,54
89,product-89,152,165,205,216
90,product-90,200,207,117,68
91,product-91,37,136,183,159
92,product-92,107,119,119,206
93,product-93,77,85,125,178
94,product-94,69,120,86,188
95,product-95,240,294,155,94
96,product-96,98,98,118,100
97,product-97,154,200,103,43
98,product-98,194,202,168,66
99,product-99,114,158,146,156
100,product-100,14,83,75,170
101,product-101,103,111,209,167
102,product-102,229,313,124,200
103,product-103,241,253,38,154
104,product-104,169,197,129,48
105,product-105,136,151,172,158
106,product-106,167,170,191,261
107,product-107,87,138,26,89
108,product-108,84,98,178,25
109,product-109,196,232,86,98
110,product-110,119,152,78,135
111,product-111,199,237,77,110
112,product-112,92,140,138,64
113,product-113,90,110,83,188
114,product-114,193,222,163,23
115,product-115,95,149,184,212
116,product-116,137,215,53,90
117,product-117,72,159,126,127
118,product-118,182,231,76,81
119,product-119,161,167,149,185
120,product-120,91,110,19,220
121,product-121,31,129,46,61
122,product-122,138,211,193,67
123,product-123,202,225,139,126
124,product-124,138,208,55,113
125,product-125,185,243,77,93
126,product-126,184,248,110,149
127,product-127,58,67,115,41
128,product-128,53,137,104,7
129,product-129,165,169,18,209
130,product-130,18,96,201,19
131,product-131,165,229,144,59
132,product-132,205,265,36,177
133,product-133,110,189,142,170
134,product-134,107,117,114,236
135,product-135,103,188,17,199
136,product-136,217,243,172,62
137,product-137,145,179,77,86
138,product-138,36,65,43,139
139,product-139,1,58,67,137
140,product-140,246,285,109,60
141,product-141,67,100,173,49
142,product-142,168,212,157,191
143,product-143,201,270,62,50
144,product-144,75,170,205,166
145,product-145,178,262,189,160
146,product-146,93,123,30,199
147,product-147,166,185,104,195
148,product-148,215,227,48,185
149,product-149,181,255,56,114
150,product-150,163,208,31,159
151,product-151,156,180,180,118
152,product-152,146,205,198,86
153,product-153,117,133,137,246
154,product-154,44,127,39,158
155,product-155,132,207,177,195
156,product-156,199,263,83,45
157,product-157,131,209,123,91
158,product-158,125,180,110,174
159,product-159,134,223,83,158
160,product-160,98,181,126,152
161,product-161,37,79,178,97
162,product-162,51,61,81,258
163,product-163,188,287,155,136
164,product-164,150,214,222,215
165,product-165,69,104,69,68
166,product-166,107,160,199,158
167,product-167,264,274,161,202
168,product-168,133,199,150,182
169,product-169,77,85,204,214
170,product-170,242,243,56,67
171,product-171,57,116,14,177
