id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,product-6741,0,50,47,145,198
2,product-3301,0,81,97,4,30
3,product-197,0,113,97,146,166
4,product-6630,0,175,198,111,89
5,product-2394,1,10,89,30,199
6,product-4828,1,37,232,116,97
7,product-5,1,93,185,190,118
8,product-3825,2,72,61,115,175
9,product-166,2,88,196,208,105
10,product-1699,3,41,141,174,90
11,product-2132,3,53,76,120,170
12,product-2782,4,19,44,53,153
13,product-853,4,29,125,27,88
14,product-6819,4,42,183,264,78
15,product-3736,4,46,205,222,112
16,product-2679,4,53,13,183,54
17,product-4182,4,82,204,175,75
18,product-181,4,97,175,136,180
19,product-3541,5,13,187,2,75
20,product-5475,5,25,172,67,29
21,product-4091,5,29,136,163,121
22,product-2926,5,36,176,127,248
23,product-834,5,46,59,225,176
24,product-3528,5,64,189,95,62
25,product-6648,5,70,143,174,201
26,product-168,5,71,57,177,247
27,product-5779,5,99,12,9,135
28,product-5651,6,8,42,38,54
29,product-3132,6,29,60,65,168
30,product-514,6,33,29,117,122
31,product-4899,6,38,64,46,183
32,product-4897,6,46,130,32,92
33,product-2904,6,53,106,128,190
34,product-4044,6,57,212,99,197
35,product-4216,6,60,92,156,181
36,product-5423,6,71,182,165,60
37,product-3542,6,77,151,107,74
38,product-2360,6,93,146,126,138
39,product-4308,6,96,143,87,70
40,product-1710,6,98,122,221,41
41,product-6863,7,8,46,33,119
42,product-2471,7,12,110,22,157
43,product-5663,7,13,152,252,80
44,product-6871,7,28,130,117,199
45,product-968,7,38,88,154,206
46,product-6635,7,55,208,59,128
47,product-1935,7,89,25,56,138
48,product-6814,7,91,268,40,190
49,product-2868,7,95,233,47,208
50,product-2368,7,103,28,34,205
51,product-3683,7,103,89,195,234
52,product-3951,8,8,157,240,112
53,product-1667,8,32,235,185,177
54,product-5042,8,35,58,144,44
55,product-4233,8,38,245,177,164
56,product-6448,8,43,137,174,133
57,product-2262,8,44,213,35,190
58,product-1907,8,54,87,75,30
59,product-5987,8,59,194,106,237
60,product-2383,8,84,149,194,203
61,product-2520,8,90,53,172,192
62,product-5866,9,27,127,81,241
63,product-6313,9,30,46,198,142
64,product-5727,9,46,132,184,46
65,product-2943,9,52,140,178,220
66,product-6925,10,12,62,153,79
67,product-1338,10,42,83,127,115
68,product-1270,10,47,98,44,27
69,product-2115,10,48,214,80,253
70,product-6971,10,68,90,268,156
71,product-2786,10,79,141,75,227
72,product-2980,10,85,5,118,125
73,product-3123,11,21,130,163,49
74,product-4280,11,25,81,174,188
75,product-2087,11,27,72,59,46
76,product-6346,11,34,40,189,99
77,product-6710,11,59,215,116,176
78,product-5682,11,63,221,100,188
79,product-6873,11,65,67,172,119
80,product-4600,11,72,114,93,50
81,product-1810,11,81,10,141,120
82,product-2938,11,85,161,182,93
83,product-3249,11,88,134,44,83
84,product-3159,11,94,52,207,39
85,product-6077,11,99,183,218,67
86,product-4977,12,17,121,200,205
87,product-560,12,43,178,151,41
88,product-2726,12,47,25,121,123
89,product-1723,12,56,136,109,120
90,product-4468,12,64,201,127,170
91,product-2758,12,65,48,182,181
92,product-5630,12,67,120,32,161
93,product-2023,12,80,71,134,186
94,product-3333,12,103,71,227,101
95,product-5587,12,105,153,194,134
96,product-3006,13,18,108,47,51
97,product-1450,13,35,171,59,124
98,product-3976,13,50,110,69,200
99,product-3357,13,66,60,81,154
100,product-3026,13,70,171,119,36
101,product-1867,13,71,121,118,236
102,product-1994,13,77,135,83,7
103,product-4576,13,101,182,209,179
104,product-2768,14,29,175,167,28
105,product-2932,14,31,14,87,238
106,product-3423,14,43,197,135,58
107,product-617,14,46,52,197,138
108,product-4134,14,62,122,165,69
109,product-1622,14,91,105,196,39
110,product-2003,14,102,124,161,98
111,product-1234,14,104,73,194,34
112,product-5784,14,107,72,109,108
113,product-5013,15,17,20,164,124
114,product-6802,15,26,39,203,76
115,product-5856,15,28,114,87,77
116,product-6126,15,36,195,134,41
117,product-1986,15,69,49,110,67
118,product-5315,15,70,151,98,84
119,product-4254,15,75,88,43,165
120,product-1545,15,79,37,192,173
121,product-2644,15,81,106,86,191
122,product-3143,15,91,141,254,56
123,product-5619,15,94,46,162,86
124,product-3136,15,110,94,149,88
125,product-632,16,16,159,26,199
126,product-3605,16,19,136,14,156
127,product-4047,16,27,24,133,145
128,product-5071,16,40,34,151,146
129,product-249,16,69,70,100,105
130,product-1537,16,72,222,195,184
131,product-1536,16,74,132,115,149
132,product-274,16,76,14,132,84
133,product-1467,16,80,176,182,191
134,product-6978,16,81,140,91,90
135,product-3435,16,89,208,76,89
136,product-2289,16,93,188,116,183
137,product-2715,16,93,199,218,64
138,product-5055,16,96,105,51,85
139,product-5941,16,100,17,148,191
140,product-4869,17,17,161,34,6
141,product-2302,17,22,180,78,114
142,product-4665,17,27,91,231,38
143,product-4181,17,31,227,213,115
144,product-3559,17,39,60,154,152
145,product-4458,17,46,113,174,145
146,product-3818,17,69,241,144,186
147,product-6929,17,86,110,188,63
148,product-6306,17,92,57,78,73
149,product-6132,17,96,78,162,81
150,product-4660,18,20,133,188,188
151,product-6705,18,26,116,145,115
152,product-6020,18,27,124,101,83
153,product-3369,18,35,135,95,186
154,product-784,18,42,26,185,84
155,product-2220,18,43,133,94,48
156,product-564,18,49,80,116,203
157,product-6301,18,49,118,82,158
158,product-97,18,64,70,153,181
159,product-6669,18,75,209,33,33
160,product-455,18,79,31,110,82
161,product-6338,18,79,171,8,84
162,product-1373,18,99,75,93,104
163,product-6012,18,99,160,155,133
164,product-2042,18,107,35,87,191
165,product-661,19,19,95,172,45
166,product-1821,19,47,201,120,119
167,product-4568,19,53,231,35,89
168,product-1224,19,56,58,26,172
169,product-2846,19,57,86,179,221
170,product-4636,19,59,150,170,217
171,product-82,19,60,134,58,220
172,product-3328,19,61,3,153,124
173,product-4115,19,78,125,36,197
174,product-1513,19,90,98,244,141
175,product-78,19,93,85,130,55
176,product-1763,19,93,180,112,107
177,product-1135,19,99,213,16,112
178,product-5670,19,104,33,148,163
179,product-6512,19,107,52,197,105
180,product-4496,19,114,8,197,232
181,product-1842,20,22,188,144,30
182,product-4755,20,26,203,180,183
183,product-3264,20,27,24,66,89
184,product-5581,20,40,121,170,211
185,product-1434,20,42,14,60,85
186,product-1266,20,49,59,216,160
187,product-831,20,53,58,113,63
188,product-1944,20,53,62,66,203
189,product-4518,20,64,48,158,195
190,product-163,20,66,137,49,74
191,product-4879,20,67,223,137,65
192,product-4074,20,69,157,174,62
193,product-4140,20,85,166,112,6
194,product-6506,20,86,145,147,136
195,product-2584,20,87,155,192,55
196,product-6367,20,102,122,205,30
197,product-2434,20,103,200,37,117
198,product-2235,20,104,112,92,140
199,product-2239,20,107,190,23,238
200,product-2250,20,108,177,54,237
201,product-4076,21,28,172,211,223
202,product-3727,21,29,116,100,109
203,product-1738,21,37,100,39,171
204,product-5048,21,37,69,78,71
205,product-2093,21,44,148,138,71
206,product-2327,21,55,142,103,117
207,product-2876,21,56,53,39,190
208,product-657,21,58,14,93,221
209,product-2571,21,73,139,20,35
210,product-5036,21,85,67,149,31
211,product-3477,21,88,61,122,41
212,product-5913,21,92,71,83,89
213,product-584,21,96,172,85,118
214,product-6495,21,109,163,46,228
215,product-5659,22,32,205,43,197
216,product-156,22,39,52,64,242
217,product-3235,22,51,36,120,147
218,product-2900,22,53,46,45,136
219,product-4200,22,59,173,160,182
220,product-1200,22,65,249,63,56
221,product-785,22,70,208,57,96
222,product-991,22,77,100,133,105
223,product-4393,22,77,124,59,21
224,product-1916,22,97,188,38,56
225,product-3999,22,106,92,182,155
226,product-5528,22,107,193,226,127
227,product-6656,22,114,73,105,230
228,product-380,23,24,191,89,174
229,product-3940,23,27,207,94,50
230,product-1337,23,32,57,169,178
231,product-647,23,37,35,162,66
232,product-1409,23,37,195,87,89
233,product-5729,23,42,78,139,96
234,product-8,23,50,92,120,88
235,product-4252,23,57,101,126,154
236,product-412,23,58,192,147,153
237,product-6629,23,60,42,53,105
238,product-3135,23,64,40,160,67
239,product-1931,23,68,193,196,91
240,product-634,23,71,106,108,40
241,product-4505,23,72,9,141,71
242,product-6218,23,72,162,236,99
243,product-3644,23,73,115,141,85
244,product-2612,23,79,120,129,75
245,product-5109,23,79,181,81,122
246,product-2113,23,81,146,149,135
247,product-2510,23,84,176,145,145
248,product-5713,23,85,137,200,151
249,product-1205,23,95,101,138,70
250,product-4425,23,99,35,40,182
251,product-4523,23,105,32,203,97
252,product-621,23,123,57,7,67
253,product-5132,24,29,125,228,246
254,product-2013,24,30,153,112,31
255,product-1875,24,36,143,218,89
256,product-3753,24,37,72,120,185
257,product-4723,24,37,218,130,151
258,product-5512,24,45,166,15,134
259,product-2015,24,52,68,225,66
260,product-6173,24,64,137,47,209
261,product-1876,24,71,251,87,179
262,product-3144,24,74,150,202,194
263,product-6259,24,74,183,220,116
264,product-4489,24,76,99,116,159
265,product-31,24,95,27,42,175
266,product-3416,24,95,24,139,130
267,product-1436,24,96,139,16,138
268,product-4381,24,96,193,128,38
269,product-1859,24,100,214,48,17
270,product-2118,24,102,90,130,27
271,product-1046,24,103,202,244,83
272,product-5376,24,115,99,148,113
273,product-309,25,25,85,100,146
274,product-1055,25,27,219,172,170
275,product-934,25,28,112,52,110
276,product-4040,25,30,197,48,99
277,product-2485,25,33,208,201,149
278,product-1179,25,34,235,235,205
279,product-536,25,37,165,102,103
280,product-6893,25,40,243,34,47
281,product-3299,25,45,275,158,150
282,product-1615,25,47,8,87,90
283,product-3895,25,53,54,124,146
284,product-5345,25,56,192,88,13
285,product-770,25,59,179,137,163
286,product-3360,25,60,115,151,31
287,product-6642,25,65,112,39,179
288,product-2734,25,70,80,30,202
289,product-6465,25,76,100,110,215
290,product-6043,25,77,126,137,203
291,product-6749,25,78,97,149,87
292,product-2147,25,84,5,40,93
293,product-4412,25,84,29,176,133
294,product-974,25,96,183,203,197
295,product-4735,25,106,219,70,198
296,product-5061,25,109,208,76,148
297,product-2314,25,113,84,149,176
298,product-540,25,114,105,178,81
299,product-4256,25,114,117,83,110
300,product-1068,25,116,80,89,53
