id,label,ts_in,ts_out
1,product-1,140,205,104,166
2,product-2,20,21,116,52
3,product-3,152,222,11,77
4,product-4,236,246,81,180
5,product-5,173,189,191,92
6,product-6,224,291,79,80
7,product-7,77,163,142,81
8,product-8,109,109,45,212
9,product-9,121,158,72,187
10,product-10,167,228,160,162
11,product-11,157,181,255,84
12,product-12,104,192,148,249
13,product-13,135,137,207,176
14,product-14,193,281,42,54
15,product-15,103,180,165,73
16,product-16,71,96,122,173
17,product-17,74,92,59,163
18,product-18,135,226,143,70
19,product-19,170,219,39,35
20,product-20,115,191,111,134
21,product-21,76,148,172,154
22,product-22,182,208,122,108
23,product-23,61,137,183,196
24,product-24,184,247,183,47
25,product-25,70,107,176,148
26,product-26,71,144,18,87
27,product-27,45,58,113,45
28,product-28,145,191,135,195
29,product-29,133,134,138,111
30,product-30,131,142,119,156
31,product-31,60,88,218,162
32,product-32,178,254,160,181
33,product-33,122,208,68,209
34,product-34,167,206,177,242
35,product-35,214,230,121,184
36,product-36,160,229,82,207
37,product-37,76,158,68,105
38,product-38,195,249,63,182
39,product-39,145,239,217,186
40,product-40,42,105,261,173
41,product-41,185,252,48,72
42,product-42,128,161,105,141
43,product-43,156,175,192,164
44,product-44,21,101,174,152
45,product-45,120,170,35,56
46,product-46,201,278,80,68
47,product-47,193,220,53,169
48,product-48,184,252,127,108
49,product-49,233,246,57,62
50,product-50,178,211,121,91
51,product-51,35,58,171,72
52,product-52,162,167,177,63
53,product-53,208,233,146,169
54,product-54,67,131,88,237
55,product-55,186,251,92,35
56,product-56,83,137,198,66
57,product-57,73,142,155,20
58,product-58,113,200,40,204
59,product-59,55,101,91,143
60,product-60,124,151,223,126
61,product-61,179,253,171,146
62,product-62,149,172,44,131
63,product-63,123,175,195,125
64,product-64,38,69,209,198
65,product-65,113,150,178,79
66,product-66,156,159,145,271
67,product-67,232,328,183,162
68,product-68,168,215,234,132
69,product-69,178,222,79,143
70,product-70,25,104,202,14
71,product-71,60,142,157,136
72,product-72,202,206,52,200
73,product-73,164,262,222,205
74,product-74,147,178,175,190
75,product-75,88,167,171,226
76,product-76,204,206,113,93
77,product-77,132,187,45,154
78,product-78,163,198,33,129
79,product-79,115,195,116,63
80,product-80,42,58,126,207
81,product-81,154,240,152,129
82,product-82,66,146,123,187
83,product-83,76,163,60,7
84,product-84,199,263,75,63
85,product-85,257,349,31,204
86,product-86,54,92,78,46
87,product-87,186,217,91,110
88,product-88,62,78,149,182
89,product-89,28,112,72,54
90,product-90,92,122,173,68
91,product-91,193,266,61,201
92,product-92,138,140,108,203
93,product-93,212,264,184,113
94,product-94,254,341,122,167
95,product-95,77,78,92,143
96,product-96,270,349,109,110
97,product-97,69,125,102,149
98,product-98,176,197,41,62
99,product-99,145,186,102,40
100,product-100,178,221,180,29
101,product-101,185,221,193,166
102,product-102,210,276,99,90
103,product-103,30,53,137,51
104,product-104,31,72,79,181
105,product-105,50,79,73,52
106,product-106,104,198,40,36
107,product-107,58,123,37,219
108,product-108,119,170,186,147
109,product-109,205,278,93,178
110,product-110,130,148,83,180
111,product-111,63,91,164,172
112,product-112,110,174,96,173
113,product-113,188,211,56,67
114,product-114,148,184,201,76
115,product-115,243,329,73,113
116,product-116,78,83,143,47
117,product-117,212,272,246,182
118,product-118,132,223,200,35
119,product-119,157,203,68,164
