id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-3845,0,186,93,97,173
2,customer-1700,1,82,168,223,217
3,customer-3709,2,22,225,221,188
4,customer-4613,3,9,111,150,183
5,customer-1582,3,30,65,21,126
6,customer-3440,3,64,84,84,206
7,customer-2072,3,69,213,89,146
8,customer-4653,4,29,89,249,79
9,customer-1269,4,30,182,207,164
10,customer-4031,4,57,14,62,119
11,customer-47,4,60,193,26,117
12,customer-2306,4,72,85,13,197
13,customer-1896,4,76,131,177,79
14,customer-3672,5,15,170,186,170
15,customer-549,5,39,137,61,111
16,customer-4572,5,47,173,118,165
17,customer-2190,5,54,13,208,56
18,customer-2430,5,92,161,178,23
19,customer-18,6,45,262,243,163
20,customer-4322,6,60,110,99,100
21,customer-2318,6,64,108,211,83
22,customer-4833,6,72,122,89,212
23,customer-3824,6,80,145,41,261
24,customer-1842,6,87,199,89,240
25,customer-187,6,90,107,204,154
26,customer-2655,6,92,85,138,161
27,customer-4033,6,92,96,102,111
28,customer-2462,7,30,144,139,58
29,customer-2761,7,43,156,81,183
30,customer-2109,7,49,172,252,115
31,customer-159,7,56,197,124,151
32,customer-2023,7,99,215,129,159
33,customer-1973,8,16,183,77,81
34,customer-848,8,38,74,204,88
35,customer-4072,8,56,130,200,128
36,customer-4447,8,56,156,155,186
37,customer-3977,8,62,33,47,180
38,customer-4240,8,72,76,128,58
39,customer-1523,8,85,124,96,169
40,customer-2869,8,85,70,58,193
41,customer-3763,8,94,216,187,118
42,customer-3839,9,14,65,173,187
43,customer-2213,9,20,40,157,215
44,customer-4280,9,34,134,187,144
45,customer-1052,9,55,154,145,4
46,customer-1666,9,62,219,170,44
47,customer-808,9,70,119,103,130
48,customer-388,9,105,143,50,93
49,customer-74,10,21,93,137,5
50,customer-2839,10,39,10,236,216
51,customer-3989,10,62,220,196,199
52,customer-4200,10,64,210,161,161
53,customer-4293,10,93,77,75,57
54,customer-1783,11,49,242,40,173
55,customer-1522,11,71,97,60,19
56,customer-4101,11,75,153,222,184
57,customer-239,11,87,266,219,288
58,customer-1518,11,87,179,96,145
59,customer-1336,11,98,78,15,179
60,customer-4573,11,98,199,171,120
61,customer-1324,11,101,100,28,193
62,customer-246,12,14,187,111,244
63,customer-1431,12,16,229,128,172
64,customer-2764,12,22,126,176,158
65,customer-4041,12,26,88,137,62
66,customer-2647,12,42,45,221,202
67,customer-1739,12,48,230,83,63
68,customer-4436,12,59,67,69,198
69,customer-1652,12,86,115,16,44
70,customer-3371,12,89,79,156,180
71,customer-692,12,90,94,83,27
72,customer-1480,12,91,148,152,173
73,customer-3727,12,93,125,115,46
74,customer-4752,12,95,17,170,162
75,customer-957,12,104,80,168,95
76,customer-175,12,112,112,216,162
77,customer-3316,13,40,74,198,215
78,customer-4644,13,49,107,85,16
79,customer-1851,13,59,164,42,63
80,customer-3896,13,73,130,115,189
81,customer-4256,13,76,222,98,124
82,customer-2206,13,87,45,118,195
83,customer-3914,13,91,105,61,147
84,customer-2620,13,95,204,184,156
85,customer-3417,13,95,82,201,102
86,customer-3788,14,29,113,52,201
87,customer-557,14,46,172,60,162
88,customer-781,14,46,193,101,267
89,customer-579,14,47,163,54,139
90,customer-4771,14,58,120,36,47
91,customer-2900,14,65,201,126,104
92,customer-784,14,67,121,185,209
93,customer-4058,14,77,235,163,90
94,customer-2553,14,89,203,29,33
95,customer-4092,14,107,125,40,165
96,customer-1343,15,20,93,60,30
97,customer-909,15,24,222,25,110
98,customer-2600,15,27,94,33,53
99,customer-1681,15,55,138,70,142
100,customer-3064,15,83,107,109,44
101,customer-1089,15,89,150,97,93
102,customer-2134,15,91,60,110,49
103,customer-3405,15,109,51,87,80
104,customer-3898,16,17,97,161,85
105,customer-3289,16,31,94,215,161
106,customer-1117,16,52,94,181,195
107,customer-2786,16,52,202,237,94
108,customer-3330,16,57,197,174,123
109,customer-534,16,77,135,163,202
110,customer-4090,16,94,105,39,85
111,customer-4462,16,100,200,85,111
112,customer-4846,16,107,145,110,115
113,customer-2498,17,23,184,61,119
114,customer-4472,17,26,86,59,29
115,customer-415,17,36,49,183,156
116,customer-1472,17,50,84,107,224
117,customer-1833,17,64,205,39,107
118,customer-3741,17,69,91,156,154
119,customer-4623,17,71,81,202,105
120,customer-4637,17,79,113,154,32
121,customer-2614,17,107,117,158,57
122,customer-3554,17,108,47,255,41
123,customer-3233,17,109,48,34,50
124,customer-662,17,112,88,153,187
125,customer-2101,18,51,264,159,59
126,customer-3662,18,55,187,183,94
127,customer-4493,18,55,249,129,196
128,customer-4395,18,71,121,121,159
129,customer-1979,18,77,162,34,206
130,customer-3489,18,99,161,96,144
131,customer-902,19,35,87,104,176
132,customer-616,19,36,192,241,27
133,customer-3278,19,42,39,20,55
134,customer-4500,19,46,135,171,187
135,customer-2074,19,51,189,74,46
136,customer-2225,19,51,193,183,71
137,customer-2757,19,55,214,187,155
138,customer-4396,19,67,68,81,177
139,customer-3411,19,70,74,167,196
140,customer-2725,19,79,259,240,202
141,customer-3945,19,80,132,59,187
142,customer-4252,19,82,88,180,121
143,customer-1599,19,83,148,164,43
144,customer-1007,19,91,146,40,155
145,customer-3529,19,93,90,115,122
146,customer-2253,19,106,95,35,13
147,customer-4787,20,23,97,95,197
148,customer-280,20,50,172,33,160
149,customer-2854,20,51,144,40,20
150,customer-4579,20,60,85,61,144
151,customer-39,20,67,70,4,101
152,customer-1786,20,70,148,206,211
153,customer-2387,20,75,201,132,139
154,customer-1230,20,77,154,31,109
155,customer-2924,20,79,105,93,65
156,customer-2065,20,88,190,61,94
157,customer-2585,20,90,65,173,232
158,customer-1635,20,105,98,189,92
159,customer-4798,20,110,18,123,168
160,customer-2019,21,29,150,80,97
161,customer-2704,21,31,126,114,181
162,customer-3082,21,32,46,221,30
163,customer-2384,21,39,87,37,212
164,customer-633,21,40,9,156,167
165,customer-1248,21,51,238,52,150
166,customer-3799,21,52,91,106,16
167,customer-38,21,75,208,210,111
168,customer-527,21,91,5,95,224
169,customer-436,21,100,106,112,177
170,customer-3792,21,101,56,122,54
171,customer-2015,22,24,234,178,123
172,customer-3101,22,28,161,109,149
173,customer-317,22,29,134,178,186
174,customer-1281,22,30,64,105,217
175,customer-1855,22,66,107,109,89
176,customer-3282,22,66,30,176,40
177,customer-1933,22,72,148,234,38
178,customer-1682,22,73,193,90,95
179,customer-3368,22,73,33,50,191
180,customer-3862,22,75,201,231,68
181,customer-678,22,77,221,21,123
182,customer-4441,22,77,256,27,0
183,customer-4622,22,81,77,72,7
184,customer-4845,22,88,109,71,158
185,customer-989,22,104,166,179,5
186,customer-3177,22,105,219,100,166
187,customer-1690,22,115,142,101,80
188,customer-3883,22,116,179,131,32
189,customer-2850,23,24,56,148,120
190,customer-399,23,27,187,61,222
191,customer-1887,23,39,173,178,71
192,customer-4412,23,40,52,71,184
193,customer-2028,23,52,99,240,191
194,customer-956,23,61,63,186,172
195,customer-3014,23,61,7,156,154
196,customer-1219,23,62,33,64,88
197,customer-1427,23,66,101,78,167
198,customer-98,23,77,106,185,107
199,customer-3039,23,78,181,170,211
200,customer-4456,23,79,228,134,17
201,customer-4885,23,79,209,92,67
202,customer-2237,23,87,213,266,276
203,customer-2794,23,102,184,171,85
204,customer-1757,23,115,93,118,125
205,customer-1916,24,35,43,91,76
206,customer-4776,24,39,195,37,101
207,customer-1960,24,47,28,83,90
208,customer-2496,24,75,195,165,143
209,customer-2013,24,76,95,39,48
210,customer-4513,24,90,48,195,161
211,customer-3586,24,94,204,34,64
212,customer-4509,24,98,163,37,135
213,customer-1638,24,102,60,163,90
214,customer-1245,24,103,57,110,202
215,customer-4708,24,104,56,121,84
216,customer-4209,24,108,70,51,226
217,customer-1368,24,110,155,28,203
218,customer-243,24,111,54,62,163
219,customer-419,25,25,170,156,11
220,customer-1830,25,31,54,27,155
221,customer-4235,25,48,163,104,151
222,customer-805,25,58,166,63,120
223,customer-4699,25,60,66,129,121
224,customer-34,25,62,152,148,135
225,customer-4977,25,62,59,34,109
226,customer-207,25,63,16,105,86
227,customer-3053,25,64,216,59,32
228,customer-551,25,69,186,252,182
229,customer-4409,25,69,97,115,174
230,customer-2440,25,85,111,103,67
231,customer-158,25,86,130,32,171
232,customer-3551,25,93,196,239,152
233,customer-972,25,101,100,30,85
234,customer-2411,25,104,192,86,65
235,customer-50,25,106,48,46,198
236,customer-4817,25,111,178,175,193
237,customer-939,25,120,37,192,149
238,customer-3493,26,26,170,117,127
239,customer-1580,26,32,214,129,106
240,customer-1387,26,35,6,145,204
241,customer-123,26,38,169,106,63
242,customer-908,26,43,197,171,127
243,customer-4427,26,43,226,158,46
244,customer-1425,26,53,82,150,45
245,customer-4337,26,53,188,44,86
246,customer-755,26,82,32,110,61
247,customer-2552,26,87,16,231,128
248,customer-2551,26,91,171,61,205
249,customer-1064,26,95,98,169,59
250,customer-3574,26,96,82,68,90
251,customer-713,26,102,213,33,183
252,customer-1823,26,105,8,26,145
253,customer-2613,26,108,88,80,236
254,customer-3017,26,114,239,98,183
255,customer-79,26,115,42,77,109
256,customer-217,27,28,63,190,82
257,customer-2657,27,31,72,6,43
258,customer-3352,27,31,176,237,76
259,customer-3984,27,31,168,156,51
260,customer-1634,27,33,56,47,168
261,customer-3564,27,55,16,59,176
262,customer-753,27,56,55,136,183
263,customer-4232,27,57,185,189,128
264,customer-1203,27,59,211,182,215
265,customer-4640,27,64,152,124,45
266,customer-3544,27,68,17,82,106
267,customer-552,27,78,164,110,116
268,customer-646,27,81,106,197,73
269,customer-2654,27,85,20,28,96
270,customer-1413,27,86,192,147,83
271,customer-2300,27,88,224,208,40
272,customer-3013,27,103,138,119,193
273,customer-3402,27,104,196,63,220
274,customer-1400,27,107,123,38,39
275,customer-3778,27,109,170,80,17
276,customer-449,27,112,6,256,34
277,customer-1876,27,112,86,207,66
278,customer-3336,28,29,168,56,67
279,customer-4365,28,32,174,81,67
280,customer-2091,28,39,178,94,179
281,customer-490,28,43,132,225,135
282,customer-946,28,44,88,130,172
283,customer-4858,28,44,91,162,213
284,customer-3051,28,48,147,125,113
285,customer-3259,28,49,103,117,141
286,customer-2373,28,52,158,42,176
287,customer-4420,28,52,220,79,173
288,customer-1745,28,69,150,153,200
289,customer-3742,28,69,50,147,150
290,customer-3117,28,78,81,51,148
291,customer-4241,28,80,43,97,89
292,customer-1216,28,87,85,142,47
293,customer-3570,28,90,208,101,254
294,customer-4442,28,90,148,95,90
295,customer-802,28,101,39,68,150
296,customer-4522,28,102,176,189,161
297,customer-284,28,112,37,212,163
298,customer-1511,28,116,147,237,34
299,customer-4059,28,117,148,195,100
300,customer-1295,28,120,196,44,50
301,customer-990,28,122,81,141,61
302,customer-875,28,123,54,47,216
303,customer-418,28,125,162,206,252
304,customer-3397,29,37,192,68,21
305,customer-963,29,49,51,84,193
306,customer-2471,29,51,4,216,205
307,customer-727,29,56,222,89,136
308,customer-4382,29,70,102,208,98
309,customer-1922,29,75,72,186,218
310,customer-3000,29,77,125,102,140
311,customer-689,29,84,35,197,245
312,customer-322,29,98,51,252,209
313,customer-2488,29,117,24,190,96
314,customer-1723,29,124,118,247,235
315,customer-724,30,34,54,174,53
316,customer-2882,30,37,156,101,151
317,customer-1059,30,42,225,92,13
318,customer-4636,30,43,80,261,189
319,customer-3436,30,50,82,179,34
320,customer-4191,30,58,208,42,179
321,customer-2234,30,63,89,32,209
322,customer-2575,30,63,104,94,77
323,customer-4440,30,67,198,59,99
324,customer-262,30,73,165,61,28
325,customer-1593,30,83,119,165,174
326,customer-4326,30,97,92,180,179
327,customer-1009,30,100,226,63,176
328,customer-2099,30,116,224,140,36
329,customer-4539,30,122,128,95,225
330,customer-466,31,38,183,113,228
331,customer-1905,31,45,154,82,148
332,customer-3815,31,50,140,221,189
333,customer-4108,31,59,82,62,220
334,customer-1375,31,60,112,165,129
335,customer-2683,31,65,122,135,216
336,customer-1992,31,78,173,136,99
337,customer-447,31,85,225,118,110
338,customer-1767,31,89,49,177,118
339,customer-3835,31,90,233,222,98
340,customer-3012,31,94,112,106,139
341,customer-1602,31,107,48,11,114
342,customer-2221,31,111,179,148,184
343,customer-1528,31,117,28,123,57
344,customer-276,31,120,71,149,95
345,customer-179,32,43,92,204,32
346,customer-4854,32,48,99,83,41
347,customer-4628,32,49,168,193,149
348,customer-3403,32,51,108,127,78
349,customer-4357,32,52,117,170,193
350,customer-2113,32,54,217,194,114
351,customer-2443,32,57,185,187,137
352,customer-1552,32,58,130,176,69
353,customer-3936,32,62,83,49,127
354,customer-994,32,68,115,91,34
355,customer-1148,32,74,82,152,33
356,customer-325,32,87,166,177,226
357,customer-1664,32,102,203,95,38
358,customer-3956,32,103,144,87,195
359,customer-122,32,106,107,139,37
360,customer-3793,32,114,183,123,149
361,customer-766,32,124,151,193,215
362,customer-2960,33,41,177,202,104
363,customer-2906,33,44,139,169,21
364,customer-3002,33,55,176,35,85
365,customer-3658,33,60,146,54,152
366,customer-3244,33,64,61,5,174
367,customer-3116,33,70,196,66,70
368,customer-4910,33,76,154,279,141
369,customer-4397,33,77,144,47,78
370,customer-2728,33,80,43,160,205
371,customer-3911,33,83,182,70,160
372,customer-410,33,88,100,116,183
373,customer-3345,33,92,93,180,199
374,customer-1028,33,93,152,192,208
375,customer-3346,33,93,87,71,23
376,customer-3970,33,94,46,115,118
377,customer-859,33,100,114,46,166
378,customer-2914,33,104,279,103,204
379,customer-728,33,106,64,128,153
380,customer-2282,33,106,106,127,199
381,customer-1106,33,108,151,96,86
382,customer-3961,33,109,89,161,104
383,customer-1094,33,110,100,164,172
384,customer-4262,33,118,126,77,76
385,customer-2814,33,122,106,158,36
386,customer-1606,34,34,177,34,48
387,customer-3287,34,38,123,192,218
388,customer-2170,34,50,126,107,187
389,customer-3234,34,50,128,177,140
390,customer-2875,34,54,125,4,47
391,customer-3981,34,56,83,202,194
392,customer-1836,34,59,54,72,50
393,customer-4690,34,62,83,180,108
394,customer-1650,34,65,93,57,66
395,customer-1885,34,69,105,236,86
396,customer-1204,34,71,177,142,31
397,customer-4769,34,72,121,49,25
398,customer-2673,34,78,222,15,72
399,customer-2162,34,84,189,206,81
400,customer-4096,34,85,74,188,195
401,customer-1758,34,90,113,93,211
402,customer-4374,34,98,231,229,197
403,customer-2697,34,99,110,224,194
404,customer-2693,34,102,124,34,166
405,customer-4405,34,102,138,92,199
406,customer-452,34,103,99,202,208
407,customer-1277,34,107,151,82,188
408,customer-3606,34,109,176,232,82
409,customer-1004,34,111,91,152,116
410,customer-1988,34,121,245,76,51
411,customer-1079,34,125,30,34,186
412,customer-245,35,45,210,139,163
413,customer-3830,35,45,170,151,70
414,customer-1321,35,62,129,53,56
415,customer-4922,35,62,207,255,5
416,customer-2923,35,66,178,117,134
417,customer-2506,35,75,72,171,118
418,customer-1868,35,78,90,190,110
419,customer-3467,35,78,38,159,113
420,customer-4062,35,78,40,155,105
421,customer-2287,35,81,65,157,238
422,customer-1962,35,86,113,88,58
423,customer-779,35,88,61,80,51
424,customer-321,35,89,37,218,42
425,customer-2421,35,94,145,51,80
426,customer-3559,35,94,223,78,55
427,customer-1907,35,98,244,53,177
428,customer-3583,35,98,134,80,157
429,customer-1801,35,100,83,233,149
430,customer-4020,35,111,149,138,76
431,customer-1195,35,113,125,200,65
432,customer-2119,35,113,70,209,205
433,customer-80,35,119,118,87,150
434,customer-1347,35,124,194,175,71
435,customer-2001,35,126,200,198,215
436,customer-3750,35,130,138,44,200
437,customer-992,36,38,236,161,178
438,customer-3929,36,39,41,208,62
439,customer-2791,36,49,186,32,106
440,customer-1345,36,53,81,153,19
441,customer-2261,36,54,109,20,72
442,customer-504,36,60,64,128,185
443,customer-1027,36,69,173,83,140
444,customer-2609,36,72,148,109,65
445,customer-3692,36,72,34,23,248
446,customer-3277,36,76,215,216,146
447,customer-3607,36,76,127,80,78
448,customer-440,36,78,54,169,126
449,customer-816,36,84,177,122,84
450,customer-5,36,88,46,138,106
451,customer-338,36,89,64,81,45
452,customer-1712,36,89,75,143,67
453,customer-1735,36,102,107,211,184
454,customer-2414,36,105,128,214,258
455,customer-1229,36,107,183,151,146
456,customer-401,36,109,162,190,156
457,customer-2792,36,110,89,237,74
458,customer-4634,36,113,213,140,123
459,customer-2456,36,124,93,219,112
460,customer-3584,36,124,195,149,81
461,customer-4127,36,124,82,82,166
462,customer-3197,36,126,5,74,151
463,customer-2358,37,38,126,14,138
464,customer-1408,37,50,90,116,191
465,customer-1142,37,51,181,206,123
466,customer-4731,37,66,62,137,85
467,customer-2382,37,68,125,126,177
468,customer-2846,37,70,120,18,139
469,customer-4184,37,71,54,158,52
470,customer-4026,37,73,7,93,223
471,customer-2905,37,83,38,67,61
472,customer-4996,37,83,95,214,59
473,customer-4587,37,94,104,157,118
474,customer-1448,37,95,63,98,132
475,customer-514,37,106,153,47,53
476,customer-1825,37,109,234,136,128
477,customer-925,37,111,124,122,154
478,customer-3801,37,121,143,85,258
479,customer-1592,37,125,276,226,58
480,customer-4524,37,125,93,182,165
481,customer-3102,37,129,116,56,63
482,customer-810,38,50,191,88,162
483,customer-2439,38,59,142,188,246
484,customer-3698,38,59,121,91,131
485,customer-1959,38,72,57,77,119
486,customer-1411,38,77,185,161,69
487,customer-844,38,82,102,80,117
488,customer-3679,38,85,46,33,38
489,customer-3058,38,87,84,141,143
490,customer-3302,38,89,172,35,246
491,customer-2378,38,91,149,209,107
492,customer-4263,38,98,109,115,107
493,customer-2729,38,101,179,171,195
494,customer-4740,38,105,101,118,136
495,customer-443,38,110,135,60,88
496,customer-2135,38,114,2,129,188
497,customer-3886,38,118,80,29,80
498,customer-4562,38,122,44,181,76
499,customer-2325,38,128,102,24,77
500,customer-3384,39,41,114,149,79
501,customer-3221,39,45,80,110,12
502,customer-4160,39,49,131,179,167
503,customer-3089,39,55,58,67,169
504,customer-1001,39,56,145,179,178
505,customer-1491,39,60,81,58,123
506,customer-3139,39,73,178,195,79
507,customer-4073,39,78,83,273,185
508,customer-4446,39,78,46,97,134
509,customer-2843,39,90,140,73,162
510,customer-2881,39,93,136,113,197
511,customer-3816,39,102,103,71,64
512,customer-3735,39,106,162,205,14
513,customer-100,39,107,76,145,104
514,customer-2986,39,107,70,45,28
515,customer-3327,39,116,92,126,40
516,customer-2898,39,123,184,68,202
517,customer-916,39,124,94,152,150
518,customer-4703,40,46,61,122,65
519,customer-485,40,49,242,40,117
520,customer-2562,40,68,118,177,83
521,customer-2090,40,75,56,78,54
522,customer-1134,40,83,168,197,178
