id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-18667,0,68,161,165,39
2,customer-17913,0,108,57,50,145
3,customer-19954,0,119,113,89,111
4,customer-14985,0,122,194,6,7
5,customer-16214,0,137,68,137,66
6,customer-14565,0,163,147,56,140
7,customer-18438,0,184,61,142,53
8,customer-16466,0,229,76,126,129
9,customer-5939,1,37,159,151,46
10,customer-7527,1,41,171,24,29
11,customer-18507,1,45,0,0,265
12,customer-6498,1,56,107,100,98
13,customer-7021,1,69,111,92,87
14,customer-1561,1,71,161,156,42
15,customer-12122,1,79,62,139,58
16,customer-13790,2,9,120,81,123
17,customer-6357,2,34,4,195,194
18,customer-5954,2,42,133,66,69
19,customer-5792,2,60,41,156,49
20,customer-3774,2,63,147,58,53
21,customer-5079,2,64,106,105,93
22,customer-2870,2,75,190,9,13
23,customer-15596,2,79,79,123,124
24,customer-7749,2,81,153,157,45
25,customer-18516,2,92,168,31,36
26,customer-110,2,93,107,92,89
27,customer-1129,2,97,77,122,121
28,customer-5715,3,6,1,202,0
29,customer-10662,3,11,123,73,132
30,customer-2679,3,13,95,107,95
31,customer-5712,3,31,37,32,163
32,customer-1926,3,32,195,8,5
33,customer-5267,3,32,115,114,86
34,customer-13181,3,42,127,70,74
35,customer-7174,3,45,27,24,177
36,customer-11164,3,60,168,31,33
37,customer-12091,3,72,0,224,0
38,customer-4444,3,76,139,65,138
39,customer-2281,3,81,0,253,0
40,customer-1772,3,89,132,66,63
41,customer-16805,4,10,112,106,92
42,customer-9184,4,14,0,206,0
43,customer-1331,4,19,69,127,130
44,customer-15115,4,22,12,186,16
45,customer-2949,4,25,0,214,0
46,customer-3569,4,28,178,17,25
47,customer-2342,4,34,121,76,75
48,customer-12127,4,34,24,173,27
49,customer-1478,4,39,54,57,141
50,customer-13837,4,45,36,164,165
51,customer-17825,4,49,13,191,184
52,customer-5608,4,56,70,131,127
53,customer-13001,4,68,145,146,56
54,customer-19027,4,83,6,191,10
55,customer-13493,4,94,18,18,184
56,customer-5017,5,6,7,191,13
57,customer-543,5,8,94,103,107
58,customer-10303,5,15,249,0,0
59,customer-18226,5,17,111,88,92
60,customer-15346,5,20,2,2,195
61,customer-16772,5,21,171,34,30
62,customer-816,5,30,53,144,147
63,customer-9690,5,41,0,0,261
64,customer-4319,5,61,11,185,16
65,customer-11053,5,69,0,1,204
66,customer-18724,5,74,100,97,95
67,customer-10564,5,78,141,64,140
68,customer-18761,5,79,39,33,162
69,customer-6765,5,86,98,102,99
70,customer-1511,5,88,43,160,38
71,customer-13183,5,91,91,109,112
72,customer-9393,5,94,79,82,118
73,customer-17004,5,94,40,156,47
74,customer-9607,5,97,35,34,167
75,customer-12779,5,102,146,56,57
76,customer-18926,5,102,25,175,179
77,customer-11706,6,8,208,0,0
78,customer-5071,6,12,146,142,54
79,customer-15428,6,20,0,264,0
80,customer-1800,6,28,29,24,176
81,customer-10812,6,30,61,144,54
82,customer-11978,6,31,165,31,33
83,customer-6818,6,35,125,71,74
84,customer-3828,6,36,132,72,66
85,customer-15086,6,36,222,0,0
86,customer-14356,6,38,79,118,83
87,customer-9209,6,39,102,93,112
88,customer-413,6,45,0,252,0
89,customer-19495,6,58,150,157,48
90,customer-6797,6,64,122,82,120
91,customer-18725,6,66,52,148,148
92,customer-4026,6,68,44,158,157
93,customer-8743,6,72,22,177,26
94,customer-12415,6,72,25,172,24
95,customer-3525,6,75,200,0,2
96,customer-17889,6,78,98,97,98
97,customer-10892,6,83,56,57,143
98,customer-16034,6,87,69,136,69
99,customer-14049,6,92,144,53,147
100,customer-17581,7,7,49,147,152
101,customer-4762,7,10,86,118,80
102,customer-17019,7,10,102,99,100
103,customer-2036,7,11,18,178,25
104,customer-1581,7,17,184,181,17
105,customer-16077,7,23,192,3,195
106,customer-8326,7,26,211,0,0
107,customer-16283,7,31,0,0,218
108,customer-8537,7,33,77,122,77
109,customer-17385,7,34,71,131,69
110,customer-833,7,39,52,47,149
111,customer-14848,7,39,155,49,151
112,customer-16893,7,41,168,34,34
113,customer-13428,7,46,138,60,60
114,customer-9136,7,47,34,168,167
115,customer-8736,7,48,184,186,18
116,customer-1389,7,50,61,141,59
117,customer-18072,7,51,156,44,155
118,customer-8066,7,55,146,55,150
119,customer-9406,7,57,75,71,129
120,customer-8953,7,71,8,194,9
121,customer-18007,7,76,186,10,185
122,customer-801,7,77,6,4,199
123,customer-11570,7,80,117,121,81
124,customer-12475,7,81,17,180,187
125,customer-11266,7,82,0,214,0
126,customer-12031,7,82,85,84,115
127,customer-7938,7,85,140,65,65
128,customer-6420,7,87,0,0,267
129,customer-11695,7,87,52,55,145
