id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-10609,0,162,0,207,0
2,customer-11617,1,13,54,50,148
3,customer-4895,1,53,39,156,47
4,customer-11215,1,57,210,0,0
5,customer-13981,1,77,20,183,22
6,customer-13982,1,82,131,67,70
7,customer-7589,1,86,74,124,123
8,customer-1034,1,90,136,69,65
9,customer-11386,1,95,96,109,109
10,customer-6655,2,3,45,37,158
11,customer-13983,2,3,79,79,123
12,customer-9317,2,20,184,184,19
13,customer-8710,2,21,5,0,197
14,customer-3515,2,40,21,176,178
15,customer-9192,2,48,195,9,10
16,customer-1053,2,53,71,130,127
17,customer-14679,2,60,17,187,14
18,customer-11097,2,63,134,68,135
19,customer-3061,2,81,204,1,0
20,customer-10479,2,89,86,86,118
21,customer-3473,2,92,145,59,145
22,customer-1107,3,18,175,21,175
23,customer-13371,3,22,157,41,43
24,customer-6925,3,28,41,164,37
25,customer-8320,3,43,118,82,118
26,customer-8918,3,46,199,0,0
27,customer-12831,3,60,43,152,53
28,customer-3733,3,63,0,0,200
29,customer-1072,3,65,7,3,192
30,customer-13481,3,68,235,0,0
31,customer-3139,3,77,3,200,0
32,customer-6561,3,91,101,102,93
33,customer-8152,4,14,104,98,94
34,customer-11340,4,23,91,96,106
35,customer-960,4,25,54,58,141
36,customer-4301,4,26,11,194,4
37,customer-8503,4,27,182,13,14
38,customer-9344,4,30,135,140,65
39,customer-4661,4,35,57,60,143
40,customer-3122,4,47,157,48,45
41,customer-8177,4,51,163,38,161
42,customer-12446,4,51,170,26,32
43,customer-5632,4,56,69,134,69
44,customer-12351,4,80,154,150,45
45,customer-13393,4,81,79,72,125
46,customer-9468,4,82,60,144,137
47,customer-341,4,87,215,0,0
48,customer-13726,4,94,133,65,136
49,customer-1265,4,97,72,129,133
50,customer-2466,4,98,132,66,63
51,customer-6278,5,9,146,149,51
52,customer-9724,5,12,141,57,139
53,customer-1838,5,14,32,31,171
54,customer-3648,5,18,74,127,121
55,customer-9373,5,21,128,74,130
56,customer-12927,5,31,38,163,39
57,customer-13449,5,39,47,156,149
58,customer-7178,5,42,30,168,27
59,customer-2770,5,60,117,86,115
60,customer-11351,5,69,61,63,141
61,customer-5192,5,73,179,21,181
62,customer-4791,5,75,4,4,195
63,customer-9027,5,77,191,12,14
64,customer-7628,5,81,162,152,43
65,customer-13270,5,82,193,7,5
66,customer-14063,5,90,0,229,0
67,customer-13507,5,95,126,75,77
68,customer-5014,5,97,180,24,17
69,customer-10965,5,100,1,199,4
70,customer-13550,6,10,66,135,138
71,customer-13715,6,10,54,144,52
72,customer-6043,6,11,134,133,71
73,customer-12396,6,23,185,13,13
74,customer-3999,6,25,10,191,5
75,customer-4442,6,27,175,20,27
76,customer-658,6,31,53,58,147
77,customer-5385,6,37,204,1,0
78,customer-14791,6,47,37,167,168
79,customer-5450,6,50,161,37,41
80,customer-13967,6,57,256,0,0
81,customer-2969,6,59,57,138,67
82,customer-5036,6,64,156,46,39
83,customer-7525,6,65,119,119,85
84,customer-8990,6,66,92,96,105
85,customer-889,6,72,0,0,208
86,customer-12201,6,83,155,50,49
87,customer-3588,6,84,73,129,69
88,customer-14735,6,89,73,131,122
89,customer-1434,6,91,93,112,86
90,customer-9422,6,95,59,52,143
91,customer-13980,6,95,78,120,119
92,customer-14536,6,96,185,182,19
93,customer-2302,6,97,153,149,49
94,customer-3727,6,99,113,89,112
95,customer-9197,6,103,0,0,246
96,customer-1330,7,7,168,37,161
97,customer-9796,7,9,6,189,7
98,customer-13136,7,12,67,74,131
99,customer-7848,7,14,109,94,87
100,customer-11077,7,16,0,0,204
101,customer-7095,7,26,60,137,59
102,customer-9957,7,41,172,28,24
103,customer-14559,7,50,61,66,135
104,customer-1190,7,52,12,13,191
105,customer-12764,7,52,155,49,45
106,customer-2403,7,53,119,116,80
107,customer-11323,7,55,105,97,106
108,customer-5220,7,57,146,149,50
109,customer-1370,7,63,68,68,136
110,customer-7910,7,63,175,176,27
111,customer-11920,7,70,169,29,34
112,customer-11756,7,76,108,110,94
113,customer-8305,7,77,0,0,250
114,customer-14322,7,83,116,123,80
115,customer-10818,8,12,113,113,84
116,customer-5683,8,16,108,94,87
117,customer-8188,8,23,154,51,153
118,customer-780,8,25,62,140,55
119,customer-8379,8,28,136,132,66
120,customer-8048,8,31,167,38,167
121,customer-13124,8,39,54,52,147
122,customer-13663,8,49,138,67,133
123,customer-8134,8,55,160,35,165
124,customer-7691,8,65,0,209,0
125,customer-4979,8,67,79,116,79
126,customer-9834,8,76,135,70,133
127,customer-9939,8,86,138,65,134
128,customer-7211,8,87,141,58,55
129,customer-1675,8,88,0,216,0
130,customer-7834,8,93,45,43,160
131,customer-4852,8,98,125,78,122
132,customer-3826,9,14,201,0,0
133,customer-13036,9,20,64,65,133
134,customer-14299,9,21,187,10,12
135,customer-8778,9,24,87,111,112
136,customer-7981,9,26,0,0,236
137,customer-1478,9,27,113,87,109
138,customer-1154,9,29,109,89,106
139,customer-12502,9,34,133,72,124
140,customer-3115,9,43,41,155,49
141,customer-6932,9,53,135,68,129
142,customer-14964,9,60,174,24,29
143,customer-8158,9,62,95,88,107
144,customer-190,9,64,163,170,34
145,customer-8210,9,65,102,98,98
146,customer-321,9,67,123,119,79
147,customer-9079,9,67,198,0,1
148,customer-9410,9,68,26,170,34
149,customer-5537,9,71,0,0,239
150,customer-1191,9,77,121,78,119
151,customer-12159,9,77,138,58,58
152,customer-11526,9,88,189,7,6
153,customer-12397,9,88,186,17,15
154,customer-2254,9,91,22,182,20
155,customer-5409,9,94,144,143,52
156,customer-3456,9,104,39,41,164
157,customer-11974,10,15,153,47,52
158,customer-9479,10,25,0,223,0
159,customer-9602,10,25,65,58,139
160,customer-4626,10,40,26,172,173
161,customer-14390,10,41,86,116,87
162,customer-1186,10,42,0,0,223
163,customer-5643,10,43,30,172,173
164,customer-5775,10,43,101,96,100
165,customer-2416,10,45,126,121,79
166,customer-1099,10,47,63,135,61
167,customer-3783,10,52,163,35,168
168,customer-14328,10,52,0,224,0
169,customer-5129,10,55,32,37,163
170,customer-11370,10,70,76,81,119
171,customer-14758,10,75,57,142,53
172,customer-3848,10,76,153,48,154
173,customer-2407,10,78,0,227,0
174,customer-1347,10,80,115,80,82
175,customer-4948,10,80,170,35,167
176,customer-11052,10,94,0,208,0
177,customer-8769,10,95,130,70,72
178,customer-11760,11,11,139,61,140
179,customer-6484,11,12,109,89,108
180,customer-8153,11,14,170,33,30
181,customer-11649,11,17,123,123,78
182,customer-12648,11,18,114,120,81
183,customer-1085,11,22,9,2,193
184,customer-9746,11,24,153,52,153
185,customer-11675,11,27,111,113,87
186,customer-7385,11,28,27,169,178
187,customer-1390,11,29,162,167,34
188,customer-5010,11,31,14,19,181
189,customer-13630,11,33,68,128,67
190,customer-12176,11,37,5,199,0
191,customer-5951,11,38,111,115,86
192,customer-103,11,41,47,41,158
193,customer-12027,11,49,148,154,49
194,customer-3034,11,51,115,120,80
195,customer-14301,11,52,95,86,110
196,customer-26,11,60,12,183,22
197,customer-7109,11,61,54,49,148
198,customer-11530,11,61,91,113,104
199,customer-14909,11,74,15,18,181
200,customer-13308,11,78,32,168,170
201,customer-14421,11,78,99,98,105
202,customer-4725,11,80,0,247,0
203,customer-2843,11,87,71,129,125
204,customer-14899,11,107,80,121,116
205,customer-9529,12,18,183,20,180
206,customer-13222,12,26,128,69,127
207,customer-11298,12,41,111,90,87
208,customer-704,12,47,122,128,76
209,customer-13703,12,63,138,59,144
210,customer-5731,12,68,67,72,128
211,customer-14642,12,71,76,75,124
212,customer-2541,12,73,12,192,8
213,customer-4076,12,78,88,113,115
214,customer-6580,12,80,177,27,170
215,customer-13574,12,80,15,11,184
216,customer-11196,12,83,109,89,88
217,customer-12870,12,84,116,89,87
218,customer-10618,12,86,6,11,192
219,customer-5794,12,92,19,186,10
220,customer-4002,12,94,114,87,81
221,customer-4313,12,94,79,85,120
222,customer-12703,12,102,146,58,137
223,customer-1973,13,19,137,139,59
224,customer-8552,13,20,140,61,136
225,customer-11391,13,21,40,44,159
226,customer-2826,13,32,123,114,81
227,customer-7489,13,33,63,139,61
228,customer-9209,13,34,141,64,131
229,customer-12756,13,37,202,2,0
230,customer-5758,13,46,163,160,35
231,customer-12327,13,47,138,57,62
232,customer-7163,13,48,157,41,45
233,customer-8609,13,51,135,70,68
234,customer-10678,13,51,180,17,15
235,customer-2137,13,62,0,205,0
236,customer-1158,13,63,119,84,80
237,customer-12844,13,63,108,107,95
238,customer-5406,13,70,76,122,129
239,customer-1988,13,75,91,95,110
240,customer-8587,13,79,158,41,155
241,customer-9838,13,84,165,39,32
242,customer-3634,13,92,29,176,26
243,customer-1530,13,93,197,2,3
244,customer-8627,13,93,35,28,168
245,customer-6585,13,95,23,20,176
246,customer-7633,13,95,95,105,99
247,customer-8451,13,96,91,106,105
248,customer-6358,13,102,37,166,29
249,customer-6697,13,102,0,197,1
250,customer-2537,13,103,186,14,188
251,customer-9485,13,105,107,98,101
252,customer-8376,13,112,41,41,157
253,customer-13323,14,17,118,119,84
254,customer-14965,14,18,0,208,0
255,customer-2717,14,27,116,83,117
256,customer-9987,14,28,165,161,34
257,customer-11000,14,30,184,182,21
258,customer-2527,14,32,168,32,166
259,customer-1341,14,44,171,24,181
260,customer-6109,14,48,139,137,62
261,customer-13553,14,49,0,0,209
262,customer-13146,14,50,47,154,154
263,customer-8979,14,54,132,133,64
264,customer-11009,14,54,117,82,118
265,customer-6719,14,58,0,232,0
266,customer-8468,14,58,68,133,132
267,customer-1245,14,59,118,78,79
268,customer-4600,14,59,49,155,156
269,customer-520,14,66,170,30,28
270,customer-9670,14,69,245,0,0
271,customer-13070,14,69,253,0,0
272,customer-4853,14,80,48,153,48
273,customer-4340,14,81,106,110,93
274,customer-12062,14,83,55,141,62
275,customer-343,14,84,0,204,0
276,customer-11057,14,86,123,79,74
277,customer-7780,14,87,0,0,233
278,customer-13315,14,87,16,181,20
279,customer-7176,14,91,202,2,0
280,customer-2007,14,99,63,141,132
281,customer-10832,14,99,15,190,9
282,customer-6779,14,103,141,62,134
283,customer-12097,14,103,114,91,112
284,customer-10387,15,21,71,125,73
285,customer-12236,15,22,84,112,84
286,customer-3696,15,23,149,154,46
287,customer-3766,15,23,59,58,139
288,customer-8554,15,27,122,117,79
289,customer-4024,15,30,36,31,167
290,customer-7857,15,30,254,0,0
291,customer-3392,15,32,4,200,0
292,customer-10956,15,32,128,77,70
293,customer-9840,15,37,139,58,139
294,customer-3461,15,40,139,138,61
295,customer-657,15,41,113,113,92
296,customer-2773,15,44,115,83,86
297,customer-2049,15,45,120,75,79
298,customer-5885,15,50,134,70,133
299,customer-6682,15,51,0,0,199
300,customer-42,15,54,0,204,0
301,customer-13356,15,54,181,184,18
302,customer-9951,15,55,79,77,123
303,customer-1623,15,60,15,186,12
304,customer-10280,15,63,26,179,26
305,customer-14978,15,67,19,186,9
306,customer-8714,15,74,38,162,159
307,customer-2260,15,76,119,119,79
308,customer-7850,15,78,54,151,45
309,customer-11918,15,80,25,19,180
310,customer-13804,15,83,139,141,56
311,customer-4467,15,85,151,50,51
312,customer-6288,15,87,215,0,0
313,customer-4624,15,88,0,0,234
314,customer-13172,15,91,101,104,94
315,customer-2547,15,100,90,114,107
316,customer-10317,15,103,100,100,105
317,customer-11033,15,104,122,81,81
318,customer-999,16,16,110,89,94
319,customer-9819,16,16,45,153,152
320,customer-9888,16,17,148,146,52
321,customer-6836,16,18,8,194,2
322,customer-2376,16,19,179,183,19
323,customer-5131,16,19,0,209,0
