id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-14307,0,53,116,39,21
2,customer-8842,0,111,189,119,126
3,customer-10311,0,129,192,45,181
4,customer-9659,0,157,51,154,127
5,customer-152,1,9,69,147,213
6,customer-5886,1,24,99,131,203
7,customer-11066,1,70,46,207,111
8,customer-10604,1,72,231,194,232
9,customer-8506,1,73,157,170,164
10,customer-10578,1,73,190,39,161
11,customer-573,1,84,209,142,127
12,customer-19355,1,99,126,198,80
13,customer-11417,2,4,179,109,251
14,customer-14327,2,8,120,35,172
15,customer-8469,2,14,189,199,127
16,customer-8154,2,17,68,242,164
17,customer-19390,2,19,60,128,76
18,customer-3199,2,28,142,32,22
19,customer-6971,2,28,50,183,88
20,customer-11667,2,38,180,184,27
21,customer-19798,2,45,78,81,192
22,customer-19667,2,47,157,204,178
23,customer-7721,2,48,187,32,207
24,customer-16019,2,51,143,207,62
25,customer-4338,2,61,88,263,115
26,customer-18121,2,79,239,75,206
27,customer-12725,2,84,243,130,237
28,customer-2335,2,88,213,139,83
29,customer-7978,2,92,31,190,2
30,customer-12521,3,5,158,188,113
31,customer-15253,3,12,211,92,131
32,customer-452,3,23,134,245,180
33,customer-17913,3,30,126,195,166
34,customer-12056,3,49,28,220,79
35,customer-2469,3,51,130,145,221
36,customer-6260,3,51,179,205,17
37,customer-5975,3,55,134,197,109
38,customer-17538,3,55,86,64,163
39,customer-14734,3,60,51,88,104
40,customer-1087,3,79,104,11,150
41,customer-18038,3,87,45,95,194
42,customer-16762,4,7,212,177,162
43,customer-14239,4,8,161,171,157
44,customer-13108,4,10,158,56,150
45,customer-18863,4,10,7,92,149
46,customer-3224,4,12,175,179,180
47,customer-3587,4,15,47,191,18
48,customer-4099,4,20,98,189,151
49,customer-6110,4,27,98,223,125
50,customer-13234,4,57,126,56,241
51,customer-17601,4,72,103,89,168
52,customer-8784,4,76,57,34,83
53,customer-8141,4,81,139,22,138
54,customer-9561,4,91,197,193,185
55,customer-12272,4,92,148,190,109
56,customer-18764,4,95,220,98,28
57,customer-7931,5,8,195,69,36
58,customer-8078,5,8,141,164,185
59,customer-9797,5,10,20,80,14
60,customer-14413,5,10,130,178,204
61,customer-16818,5,11,200,243,81
62,customer-19194,5,11,122,168,147
63,customer-16755,5,16,124,17,163
64,customer-3515,5,29,203,149,202
65,customer-697,5,31,199,12,91
66,customer-1805,5,32,46,100,178
67,customer-2043,5,33,123,171,150
68,customer-4576,5,34,176,56,175
69,customer-14350,5,35,165,220,277
70,customer-8852,5,38,193,189,31
71,customer-13271,5,38,162,91,48
72,customer-17643,5,39,83,165,186
73,customer-7230,5,52,112,180,59
74,customer-13442,5,56,56,127,8
75,customer-19123,5,59,154,187,250
76,customer-16499,5,71,73,210,206
77,customer-9094,5,72,169,59,202
78,customer-8470,5,73,170,184,78
79,customer-15498,5,75,208,181,115
80,customer-2780,5,79,76,78,122
81,customer-7078,5,82,248,84,106
82,customer-11632,5,82,20,43,96
83,customer-10085,5,89,214,46,182
84,customer-15815,5,90,112,105,18
85,customer-4646,6,7,153,80,161
86,customer-15792,6,9,35,98,105
87,customer-19368,6,16,70,11,170
88,customer-2555,6,18,186,204,220
89,customer-11464,6,18,109,48,126
90,customer-13125,6,29,177,213,86
91,customer-10494,6,31,42,205,170
92,customer-19697,6,38,6,117,115
93,customer-3526,6,39,111,150,122
94,customer-11326,6,39,42,93,154
95,customer-17971,6,47,181,157,120
96,customer-2123,6,50,104,219,154
97,customer-10147,6,55,150,75,174
