id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,product-97013,0,16,176,136,38
2,product-250119,0,35,178,134,160
3,product-19197,0,36,181,131,47
4,product-148265,0,40,133,84,156
5,product-225173,0,40,179,141,181
6,product-22296,0,41,141,105,59
7,product-110927,0,47,145,237,39
8,product-222977,0,52,86,268,131
9,product-84730,0,53,132,218,205
10,product-224103,0,53,21,155,116
11,product-198080,0,54,95,102,59
12,product-188170,0,55,153,205,156
13,product-276937,0,55,176,218,57
14,product-241524,0,57,39,185,46
15,product-39447,0,58,20,120,154
16,product-257012,0,58,147,254,45
17,product-41478,0,59,187,65,204
18,product-118735,0,59,96,49,90
19,product-133654,0,59,173,138,0
20,product-239172,0,62,80,144,38
21,product-253044,0,62,13,36,210
22,product-221630,0,65,196,182,126
23,product-193346,0,71,34,130,132
24,product-106726,0,74,192,173,126
25,product-150660,0,74,160,45,90
26,product-216900,0,82,133,162,71
27,product-53929,0,84,175,106,20
28,product-255804,0,85,124,204,29
29,product-122316,0,86,99,180,195
30,product-280385,0,86,133,181,195
31,product-199721,0,89,183,72,135
32,product-19109,0,91,167,240,223
33,product-193302,0,93,91,111,200
34,product-77282,0,95,74,22,42
35,product-147626,0,95,167,197,214
36,product-150875,0,99,133,201,47
37,product-122918,0,101,116,137,172
38,product-148345,0,108,77,218,62
39,product-205564,0,118,196,112,190
40,product-186725,0,119,150,171,139
41,product-290327,0,124,183,98,104
42,product-70968,0,133,146,66,164
43,product-190472,0,139,192,176,17
44,product-267001,0,148,40,177,164
45,product-285483,0,150,237,167,170
46,product-64479,0,151,52,101,38
47,product-292089,0,153,35,57,178
48,product-203824,0,156,192,83,2
49,product-191799,0,162,169,194,80
50,product-152603,0,165,53,168,178
51,product-112447,0,167,163,89,190
52,product-157181,0,167,56,136,25
53,product-223892,0,167,91,182,79
54,product-173349,0,170,66,36,133
55,product-203446,0,171,144,204,226
56,product-162634,0,172,74,165,106
57,product-87730,0,174,60,88,98
58,product-217295,0,175,172,147,4
59,product-256284,0,176,139,198,41
60,product-124148,0,178,48,164,34
61,product-260228,0,180,41,76,110
62,product-133419,0,182,171,181,101
63,product-214839,0,187,216,246,253
64,product-273415,0,187,47,113,23
65,product-277020,0,189,119,134,45
66,product-129881,0,191,60,132,83
67,product-177197,0,191,68,128,68
68,product-34273,0,198,127,94,178
69,product-174686,0,201,106,191,155
70,product-177360,0,209,197,69,232
71,product-165195,0,220,44,41,156
72,product-137197,0,221,165,146,117
73,product-236753,0,225,190,84,186
74,product-28203,1,1,123,50,33
75,product-190652,1,1,219,152,49
76,product-240909,1,1,81,64,118
77,product-51276,1,2,20,55,167
78,product-95357,1,2,93,186,68
79,product-279721,1,2,67,58,31
80,product-22153,1,5,82,107,89
81,product-28151,1,6,54,107,202
82,product-41745,1,6,203,72,74
83,product-224075,1,6,177,34,86
84,product-294258,1,9,32,76,40
85,product-19522,1,10,96,106,119
