id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,product-7309,0,6,10,195,6
2,product-6472,0,31,24,179,172
3,product-8228,0,58,241,0,0
4,product-893,0,74,51,151,49
5,product-7348,0,154,143,58,60
6,product-1261,1,4,170,162,35
7,product-136,1,20,172,33,31
8,product-885,1,21,249,0,0
9,product-3595,1,33,142,63,60
10,product-2473,1,37,18,17,178
11,product-8456,1,44,59,143,141
12,product-3954,1,53,242,0,0
13,product-9634,1,67,46,150,49
14,product-2445,1,72,165,30,166
15,product-8362,2,8,0,0,218
16,product-2544,2,12,145,51,60
17,product-2248,2,34,126,71,132
18,product-299,2,38,51,51,147
19,product-1773,2,53,0,0,204
20,product-3896,2,70,172,173,26
21,product-428,2,73,220,0,0
22,product-8489,3,5,26,23,172
23,product-9068,3,10,123,118,79
24,product-3511,3,17,0,0,218
25,product-6451,3,19,16,188,13
26,product-6954,3,50,54,142,54
27,product-2256,3,71,24,26,171
28,product-4600,3,87,130,68,132
29,product-5700,3,92,108,96,99
30,product-1761,3,98,79,116,84
31,product-9423,4,10,10,4,194
32,product-8516,4,12,64,131,136
33,product-4538,4,41,46,40,156
34,product-9256,4,42,141,56,145
35,product-3559,4,43,178,23,178
36,product-4843,4,52,119,79,120
37,product-7726,4,78,41,158,37
38,product-3322,4,81,0,232,0
39,product-7565,4,96,24,178,177
40,product-5831,5,18,20,178,18
41,product-6009,5,21,211,0,0
42,product-3869,5,43,0,0,216
43,product-4363,5,44,140,60,142
44,product-658,5,50,97,100,103
45,product-6769,5,50,132,73,129
46,product-1648,5,58,0,0,213
47,product-3795,5,67,31,32,165
48,product-5133,5,90,157,44,161
49,product-4560,5,95,0,230,0
50,product-4863,6,18,140,142,57
51,product-8733,6,25,88,78,117
52,product-2713,6,30,3,194,3
53,product-7522,6,36,41,40,160
54,product-1863,6,42,33,171,30
55,product-4649,6,53,130,67,135
56,product-650,6,74,158,164,41
57,product-750,6,82,65,134,137
58,product-7084,6,88,46,153,48
59,product-6649,6,91,132,67,68
60,product-1020,6,96,145,154,50
61,product-9713,6,97,177,18,181
62,product-2364,7,7,86,85,118
63,product-6678,7,7,170,29,171
