id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-155681,0,4,98,174,44
2,customer-199431,0,8,68,60,147
3,customer-89779,0,26,158,78,135
4,customer-35758,0,35,150,117,156
5,customer-275834,0,39,121,29,115
6,customer-130726,0,40,34,209,189
7,customer-70858,0,41,108,187,34
8,customer-189055,0,45,123,42,42
9,customer-31227,0,52,126,10,232
10,customer-54149,0,52,80,140,41
11,customer-12463,0,60,145,63,173
12,customer-6304,0,62,34,65,51
13,customer-40028,0,65,107,169,59
14,customer-207089,0,67,210,187,139
15,customer-48161,0,80,53,138,21
16,customer-154028,0,86,120,56,125
17,customer-151230,0,94,238,87,221
18,customer-241642,0,102,98,110,237
19,customer-291026,0,105,36,52,109
20,customer-292494,0,106,157,136,133
21,customer-13330,0,116,212,194,4
22,customer-73488,0,117,45,215,72
23,customer-96961,0,117,172,58,135
24,customer-141921,0,121,25,205,204
25,customer-198962,0,121,123,174,51
26,customer-102183,0,122,58,103,96
27,customer-258783,0,122,41,33,113
28,customer-285458,0,124,180,86,146
29,customer-119551,0,128,166,16,39
30,customer-231005,0,130,193,44,175
31,customer-3590,0,142,216,84,122
32,customer-115107,0,143,104,62,87
33,customer-120275,0,143,117,78,187
34,customer-216854,0,143,185,136,151
35,customer-37487,0,147,61,151,62
36,customer-92945,0,147,163,71,66
37,customer-89591,0,149,229,57,90
38,customer-152804,0,149,36,158,100
39,customer-172680,0,151,143,167,109
40,customer-213345,0,153,232,214,134
41,customer-180534,0,155,146,196,208
42,customer-56245,0,156,55,17,186
43,customer-98940,0,159,157,69,18
44,customer-75664,0,162,92,101,12
45,customer-168163,0,162,84,106,131
46,customer-238885,0,167,94,140,96
47,customer-252994,0,168,139,36,105
48,customer-234066,0,169,225,97,143
49,customer-225594,0,170,96,123,139
50,customer-209555,0,176,213,207,166
51,customer-17615,0,178,72,10,173
52,customer-1461,0,186,196,59,14
53,customer-25887,0,198,12,81,114
54,customer-190454,0,201,203,84,129
55,customer-7527,0,203,21,110,202
56,customer-157433,0,203,102,66,49
57,customer-178018,0,205,131,111,213
58,customer-26372,0,206,185,115,223
59,customer-193802,0,210,99,154,120
60,customer-279554,0,212,64,77,166
61,customer-222685,0,216,104,192,64
62,customer-285135,0,223,20,187,107
63,customer-94007,0,231,210,146,167
64,customer-112637,0,233,47,138,126
65,customer-108682,1,1,92,92,125
66,customer-126974,1,1,26,130,191
67,customer-278915,1,1,174,59,189
68,customer-233863,1,2,55,126,128
69,customer-72634,1,3,201,171,182
70,customer-136339,1,4,149,203,154
71,customer-241184,1,6,236,131,125
72,customer-288136,1,6,59,217,130
73,customer-31004,1,7,88,163,51
74,customer-130484,1,7,68,172,35
75,customer-67138,1,9,128,110,199
76,customer-96450,1,9,116,94,125
