id,label,ts_in,ts_out,attr_1,attr_2
1,customer-46818,0,30,104,93
2,customer-17150,0,53,0,218
3,customer-53951,0,62,25,179
4,customer-72817,0,63,4,195
5,customer-86116,0,63,245,0
6,customer-42863,0,66,5,195
7,customer-95729,0,80,172,31
8,customer-57787,0,100,56,147
9,customer-9213,0,152,193,4
10,customer-42918,0,178,139,66
11,customer-17845,0,184,110,92
12,customer-38506,0,203,0,221
13,customer-37488,0,225,204,0
14,customer-15133,0,252,0,240
15,customer-13102,1,1,75,128
16,customer-41267,1,6,182,18
17,customer-15215,1,10,58,147
18,customer-30166,1,15,26,174
19,customer-67586,1,15,16,181
20,customer-64910,1,17,136,67
21,customer-17480,1,18,127,70
22,customer-51687,1,18,33,165
23,customer-91152,1,18,151,49
24,customer-6065,1,19,180,17
25,customer-21008,1,20,60,137
26,customer-45955,1,20,173,32
27,customer-92944,1,20,43,160
28,customer-18764,1,21,50,150
29,customer-37745,1,23,0,221
30,customer-65305,1,25,77,127
31,customer-39332,1,26,15,184
32,customer-20410,1,27,62,133
33,customer-59677,1,27,198,0
34,customer-9266,1,28,27,171
35,customer-10888,1,28,218,0
36,customer-40446,1,29,211,0
37,customer-92596,1,32,0,237
38,customer-17652,1,40,32,164
39,customer-32902,1,41,161,39
40,customer-54947,1,41,134,64
41,customer-47780,1,43,167,30
42,customer-76093,1,47,72,127
43,customer-70471,1,49,68,131
44,customer-99006,1,50,3,192
45,customer-99786,1,54,214,0
46,customer-48352,1,55,101,101
47,customer-50731,1,60,74,128
48,customer-79363,1,60,233,0
49,customer-59941,1,61,43,154
50,customer-46586,1,65,13,186
51,customer-88147,1,66,181,14
52,customer-19055,1,67,10,187
53,customer-29785,1,69,178,24
54,customer-67980,1,71,32,168
55,customer-2281,1,75,201,0
56,customer-73603,1,75,50,150
57,customer-73841,1,78,120,82
58,customer-81134,1,80,138,63
59,customer-5312,1,81,114,87
60,customer-84987,1,81,49,152
61,customer-62632,1,83,81,115
62,customer-12861,1,86,48,157
63,customer-12061,1,87,52,143
64,customer-91400,1,87,190,9
65,customer-39512,1,89,55,144
66,customer-85716,2,3,160,37
67,customer-74828,2,9,179,20
68,customer-76493,2,9,119,85
69,customer-42905,2,10,155,43
70,customer-64675,2,10,96,99
71,customer-54229,2,12,99,105
72,customer-40043,2,16,219,0
73,customer-44249,2,17,0,240
74,customer-55001,2,17,175,24
75,customer-94314,2,17,183,12
76,customer-60159,2,23,200,3
77,customer-18699,2,26,141,64
78,customer-80251,2,27,113,82
79,customer-1172,2,29,0,244
80,customer-62056,2,29,207,0
81,customer-19784,2,31,7,188
82,customer-28221,2,33,88,112
83,customer-7717,2,34,67,135
84,customer-2785,2,35,80,118
85,customer-34645,2,36,160,40
86,customer-73840,2,36,132,71
87,customer-90326,2,37,130,72
88,customer-86927,2,38,77,128
89,customer-71797,2,42,17,180
90,customer-15527,2,45,126,70
91,customer-46732,2,48,73,129
92,customer-51690,2,48,146,57
93,customer-64684,2,48,24,176
94,customer-86970,2,50,71,130
95,customer-60914,2,51,107,93
96,customer-64290,2,51,11,188
97,customer-75903,2,53,6,199
98,customer-25497,2,54,47,158
99,customer-27485,2,55,87,111
100,customer-31181,2,55,18,185
101,customer-50509,2,55,98,101
102,customer-2954,2,57,107,94
103,customer-69569,2,58,11,187
104,customer-73207,2,60,194,10
105,customer-97791,2,62,33,171
106,customer-39026,2,64,87,112
107,customer-10915,2,66,50,145
108,customer-20947,2,67,28,171
109,customer-60733,2,67,130,70
110,customer-78445,2,73,164,31
111,customer-47829,2,78,55,149
112,customer-39432,2,80,206,0
113,customer-78610,2,81,0,218
114,customer-44981,2,85,0,219
115,customer-11549,2,88,199,5
116,customer-10038,2,89,44,161
117,customer-83779,2,90,2,203
118,customer-72912,2,91,115,80
119,customer-82581,2,92,148,52
120,customer-18916,2,93,77,121
121,customer-85232,2,93,75,130
122,customer-97207,2,97,83,119
123,customer-25416,3,6,126,78
124,customer-22622,3,7,7,193
125,customer-9627,3,9,12,188
126,customer-52457,3,9,11,189
127,customer-1918,3,11,57,141
128,customer-23817,3,11,119,78
129,customer-78414,3,12,145,55
130,customer-36320,3,15,134,63
131,customer-67002,3,17,0,231
132,customer-44510,3,18,169,35
133,customer-68816,3,18,215,0
134,customer-76390,3,18,107,95
135,customer-5788,3,19,192,7
136,customer-34646,3,19,58,142
137,customer-67454,3,20,203,0
138,customer-37393,3,24,8,189
139,customer-84093,3,27,91,114
140,customer-37736,3,28,38,159
141,customer-93638,3,28,66,130
142,customer-27672,3,29,75,121
143,customer-69653,3,29,18,178
144,customer-83992,3,30,21,181
145,customer-31519,3,32,195,9
146,customer-97753,3,32,21,179
147,customer-46952,3,35,142,57
148,customer-85569,3,35,61,135
149,customer-68753,3,37,159,37
150,customer-15400,3,38,0,216
151,customer-68852,3,38,104,99
152,customer-51474,3,40,69,136
153,customer-58302,3,41,168,28
154,customer-66631,3,47,65,133
155,customer-75794,3,47,58,138
156,customer-55263,3,48,59,136
157,customer-71288,3,49,128,70
158,customer-98068,3,52,204,0
159,customer-17402,3,53,188,16
160,customer-57277,3,53,80,124
161,customer-51068,3,54,28,176
162,customer-39266,3,56,184,18
163,customer-66644,3,57,107,92
164,customer-52116,3,58,98,100
165,customer-95477,3,59,118,80
166,customer-70023,3,61,94,110
167,customer-12333,3,63,99,96
168,customer-17810,3,63,36,169
169,customer-51242,3,69,220,0
170,customer-11883,3,70,166,31
171,customer-75065,3,72,76,119
172,customer-64914,3,73,92,104
173,customer-94346,3,73,193,12
174,customer-51578,3,75,65,135
175,customer-57725,3,75,121,81
176,customer-95041,3,77,119,81
177,customer-20849,3,78,180,24
178,customer-17017,3,83,82,116
179,customer-29906,3,85,188,16
180,customer-48551,3,86,182,20
181,customer-70547,3,86,150,49
182,customer-1410,3,88,176,21
