id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,product-972,0,99,83,87,113
2,product-830,2,10,142,55,146
3,product-778,3,11,51,152,46
4,product-52,3,90,50,46,155
5,product-309,4,58,147,57,145
6,product-257,4,78,144,58,141
7,product-43,5,77,90,108,107
8,product-992,6,21,61,140,64
9,product-618,6,32,111,113,86
10,product-37,6,97,183,174,22
11,product-940,7,21,47,158,158
12,product-369,7,61,66,133,136
13,product-926,8,100,130,70,68
14,product-353,9,58,155,40,159
15,product-728,9,75,67,130,71
16,product-890,9,83,56,142,56
17,product-207,11,14,0,0,212
18,product-399,12,17,138,62,138
19,product-103,12,24,6,4,195
20,product-658,12,50,45,151,47
21,product-774,13,34,63,59,139
22,product-149,13,47,194,1,10
23,product-574,15,19,153,50,47
24,product-127,15,27,150,48,55
25,product-29,15,83,89,88,109
26,product-509,16,33,198,0,0
27,product-217,16,95,41,164,39
28,product-730,17,19,0,205,0
29,product-616,17,80,58,139,146
30,product-669,17,111,136,67,138
31,product-982,18,51,82,114,114
32,product-372,18,52,126,117,78
33,product-427,18,84,220,0,0
34,product-16,20,42,108,87,89
35,product-768,20,55,245,0,0
36,product-737,20,65,163,39,42
37,product-988,20,86,85,84,116
38,product-414,20,102,201,3,3
39,product-229,21,24,1,197,1
40,product-315,21,34,187,8,18
41,product-151,22,45,187,13,12
42,product-449,22,50,4,7,195
43,product-550,22,64,190,14,186
44,product-203,23,29,112,115,84
45,product-328,23,100,68,132,65
46,product-494,24,56,91,113,105
47,product-426,24,68,0,0,246
48,product-38,25,86,15,183,187
49,product-17,25,100,32,30,171
50,product-631,25,115,118,83,84
51,product-855,25,116,125,75,129
52,product-755,26,29,145,58,58
53,product-689,26,38,34,31,166
54,product-224,26,60,129,75,69
55,product-468,26,91,184,20,12
56,product-902,26,92,13,183,17
57,product-84,26,100,98,94,103
58,product-451,26,124,20,30,175
59,product-630,27,94,213,0,0
60,product-14,27,101,87,114,87
61,product-182,27,106,247,0,0
62,product-835,27,109,55,140,62
63,product-267,28,42,159,42,163
64,product-649,29,35,79,122,79
65,product-653,29,87,209,0,0
66,product-753,29,98,126,79,116
67,product-397,29,101,38,32,163
68,product-625,29,122,106,97,91
69,product-452,30,40,60,142,142
70,product-881,30,72,105,97,107
71,product-310,30,111,27,168,28
72,product-237,31,57,60,58,145
73,product-473,32,69,28,173,176
74,product-952,32,69,228,0,0
75,product-91,32,104,51,148,51
76,product-971,32,107,18,187,14
77,product-13,33,43,52,146,50
78,product-777,33,60,125,123,73
79,product-21,33,64,3,195,5
80,product-432,33,74,45,46,153
81,product-833,33,90,198,0,3
82,product-691,33,96,29,22,176
83,product-185,33,99,154,47,49
84,product-126,34,46,186,13,11
85,product-276,34,65,104,104,97
86,product-437,34,119,0,0,203
87,product-943,35,80,31,22,173
88,product-211,36,39,49,150,146
89,product-772,36,97,91,104,107
90,product-164,36,103,41,31,164
91,product-704,36,106,169,32,171
92,product-548,36,124,136,131,67
93,product-87,37,84,94,89,111
94,product-947,37,85,94,109,110
95,product-115,37,106,149,48,150
96,product-565,37,117,148,57,140
97,product-765,37,118,13,189,8
98,product-571,37,120,113,83,85
99,product-146,38,43,28,167,34
100,product-122,38,49,98,99,99
101,product-53,38,69,41,35,161
102,product-539,38,70,51,147,55
103,product-897,38,80,144,51,57
104,product-234,39,61,130,69,70
