id,label,ts_in,ts_out,attr_1,attr_2
1,customer-1527,1,55,78,124
2,customer-609,2,67,97,106
3,customer-884,3,44,46,152
4,customer-1711,3,78,99,100
5,customer-1605,4,50,209,0
6,customer-68,4,59,126,70
7,customer-1358,5,36,0,209
8,customer-758,5,48,189,7
9,customer-499,6,25,126,78
10,customer-746,7,55,106,89
11,customer-1470,8,9,166,31
12,customer-690,8,54,0,241
13,customer-1357,8,81,198,1
14,customer-1868,10,17,188,17
15,customer-176,10,32,125,78
16,customer-1326,10,38,10,188
17,customer-1453,10,87,87,115
18,customer-635,11,52,19,180
19,customer-1548,12,21,138,67
20,customer-2,12,47,152,47
21,customer-180,12,63,191,5
22,customer-93,12,68,32,164
23,customer-129,12,97,99,100
24,customer-426,13,15,124,74
25,customer-855,13,42,0,207
26,customer-1151,13,42,208,0
27,customer-101,13,46,160,38
28,customer-1367,13,61,160,45
29,customer-834,14,41,69,136
30,customer-928,14,42,97,98
31,customer-1581,14,97,63,134
32,customer-199,14,103,105,92
33,customer-1592,14,104,112,84
34,customer-1803,14,105,169,35
35,customer-1650,15,42,85,116
36,customer-939,15,45,18,183
37,customer-682,15,52,171,29
38,customer-592,15,79,27,176
39,customer-425,15,80,67,137
40,customer-313,15,101,25,179
41,customer-1003,15,104,18,185
42,customer-1982,15,107,7,195
43,customer-439,16,24,29,176
44,customer-1667,16,34,69,129
45,customer-945,16,40,0,204
46,customer-309,16,82,73,132
47,customer-1822,17,24,19,186
48,customer-706,17,101,7,198
49,customer-1543,17,103,114,88
50,customer-856,17,106,96,105
51,customer-1785,17,112,49,152
52,customer-799,18,29,171,34
53,customer-522,18,32,193,3
54,customer-1913,18,37,216,0
55,customer-1675,18,43,101,104
56,customer-1914,18,91,64,139
57,customer-1516,19,28,126,71
58,customer-290,19,58,54,141
59,customer-559,19,101,218,0
60,customer-449,19,103,124,73
61,customer-1912,20,22,142,60
62,customer-1103,20,45,25,178
63,customer-1994,20,74,254,0
64,customer-1655,20,81,10,186
65,customer-1259,20,99,110,86
66,customer-1998,20,108,0,223
67,customer-1990,21,23,25,173
68,customer-638,21,25,0,231
69,customer-870,21,39,177,28
70,customer-545,21,73,0,233
71,customer-112,21,76,81,124
72,customer-1893,21,98,153,51
73,customer-336,21,99,23,175
74,customer-1397,21,104,186,10
75,customer-1359,22,34,75,122
76,customer-662,22,38,98,105
77,customer-1732,22,52,147,51
78,customer-293,22,55,59,144
79,customer-1269,22,65,64,138
80,customer-937,23,26,124,72
81,customer-1350,23,34,105,94
82,customer-736,23,35,65,131
83,customer-1780,23,42,113,85
84,customer-1561,23,54,72,130
85,customer-141,23,64,136,59
86,customer-299,23,65,146,54
87,customer-562,23,71,70,130
88,customer-633,23,87,33,167
89,customer-1128,23,103,51,147
90,customer-1540,24,43,0,212
91,customer-1180,24,46,23,180
92,customer-1637,24,46,20,183
93,customer-951,24,70,89,106
94,customer-1662,24,79,133,70
95,customer-857,24,98,39,165
96,customer-1479,24,104,0,228
97,customer-440,24,105,120,79
98,customer-1794,24,105,2,197
99,customer-420,24,118,2,203
100,customer-1158,25,39,156,46
101,customer-1764,25,45,108,94
102,customer-1836,25,46,78,124
103,customer-1686,25,48,150,55
104,customer-1246,25,49,135,63
105,customer-1922,25,50,162,37
106,customer-1612,25,61,53,152
107,customer-1717,25,71,152,51
108,customer-1022,25,76,137,63
109,customer-783,25,78,62,136
110,customer-84,25,90,240,0
111,customer-792,25,105,0,243
112,customer-1147,25,121,38,167
113,customer-121,26,30,40,155
114,customer-742,26,32,9,188
115,customer-1762,26,35,113,92
116,customer-1355,26,110,169,35
117,customer-1808,28,32,153,46
118,customer-415,28,71,143,56
119,customer-1,29,30,192,7
120,customer-1015,29,91,45,160
121,customer-1149,29,108,114,84
122,customer-1115,30,40,80,116
123,customer-1144,30,44,145,51
124,customer-1086,30,52,33,169
125,customer-381,30,63,83,116
126,customer-687,30,80,118,81
127,customer-775,30,110,100,103
128,customer-578,30,118,57,146
129,customer-1871,30,118,95,100
130,customer-896,31,40,210,0
131,customer-1929,31,56,131,65
132,customer-1483,31,79,142,53
133,customer-1997,31,82,72,131
134,customer-424,31,89,156,44
135,customer-549,31,92,0,236
136,customer-1961,31,110,49,150
137,customer-1402,31,113,202,0
138,customer-1579,31,113,149,52
139,customer-329,31,116,236,0
140,customer-1459,32,35,87,113
141,customer-849,32,53,0,212
142,customer-429,32,58,174,29
143,customer-737,32,58,148,48
144,customer-1812,32,69,184,12
145,customer-1933,32,85,148,57
146,customer-195,32,94,106,97
147,customer-35,32,96,106,98
148,customer-222,32,122,41,162
149,customer-1841,32,124,139,59
150,customer-389,33,52,160,44
151,customer-138,33,55,32,171
152,customer-374,33,59,0,237
153,customer-1506,33,62,87,115
154,customer-1623,34,38,106,97
155,customer-833,34,45,105,90
156,customer-270,34,52,94,108
157,customer-516,34,100,65,130
158,customer-1189,34,107,40,159
159,customer-1707,34,107,9,191
160,customer-1569,34,115,222,0
161,customer-273,34,116,143,58
162,customer-642,34,119,138,59
163,customer-1468,34,121,137,58
164,customer-339,34,126,172,29
165,customer-990,35,43,129,70
166,customer-1182,35,59,22,181
167,customer-595,35,83,0,211
168,customer-82,35,121,201,0
169,customer-1759,35,128,183,18
170,customer-583,36,42,145,50
171,customer-839,36,59,139,61
172,customer-663,36,116,154,46
173,customer-224,37,46,137,64
174,customer-388,37,91,128,76
175,customer-710,37,107,66,136
176,customer-1181,37,110,42,156
177,customer-597,37,125,45,153
178,customer-1362,37,129,168,37
179,customer-1657,38,40,57,140
180,customer-1553,38,43,4,200
181,customer-228,38,47,89,112
182,customer-1283,38,51,35,162
183,customer-582,38,57,27,172
184,customer-1039,38,63,198,4
185,customer-1045,38,67,157,43
186,customer-461,38,109,63,139
187,customer-1455,38,121,87,112
188,customer-1161,38,132,163,42
189,customer-1884,39,65,160,45
190,customer-805,39,69,0,224
191,customer-744,39,70,85,119
192,customer-701,39,83,79,116
193,customer-412,39,87,148,53
194,customer-1977,39,112,41,161
195,customer-1570,39,127,22,174
196,customer-117,40,50,53,151
197,customer-1948,40,63,41,164
198,customer-801,40,82,129,67
199,customer-484,40,100,0,225
200,customer-235,40,106,135,69
201,customer-48,40,129,127,70
202,customer-1905,41,50,27,175
203,customer-774,41,70,103,100
204,customer-240,41,79,53,145
205,customer-296,41,92,47,148
206,customer-1818,42,109,68,137
207,customer-553,42,115,90,109
208,customer-1292,42,131,135,65
209,customer-1813,42,134,47,148
210,customer-1917,42,137,190,12
211,customer-885,43,48,122,83
212,customer-882,43,59,112,86
213,customer-1505,43,86,131,67
214,customer-67,43,89,122,81
215,customer-1966,43,94,13,187
216,customer-1903,43,105,69,135
217,customer-1353,43,112,90,113
218,customer-978,43,137,147,55
219,customer-820,44,49,109,92
220,customer-1004,44,50,160,45
221,customer-89,44,62,43,155
222,customer-1313,44,63,41,154
223,customer-668,44,64,101,102
224,customer-1220,44,76,97,103
225,customer-403,44,83,184,19
226,customer-1742,44,94,199,6
227,customer-468,44,122,139,63
228,customer-670,44,124,0,215
229,customer-29,44,128,5,190
230,customer-105,44,132,129,69
231,customer-1985,44,135,38,162
232,customer-1728,45,80,225,0
233,customer-756,45,84,151,50
234,customer-694,45,87,81,120
235,customer-1034,45,90,203,0
236,customer-360,45,100,159,37
237,customer-232,45,134,66,139
238,customer-1723,46,49,29,172
239,customer-1860,46,80,34,166
240,customer-1810,46,85,162,40
241,customer-1477,46,88,196,4
242,customer-957,46,97,6,193
243,customer-1981,46,98,117,81
244,customer-108,46,103,92,106
245,customer-1606,46,108,26,176
246,customer-236,46,132,122,82
247,customer-1529,47,49,69,133
248,customer-1840,47,68,87,117
249,customer-1074,47,75,170,28
250,customer-527,47,82,229,0
251,customer-1620,47,89,137,67
252,customer-893,47,98,185,16
253,customer-1494,47,106,38,163
254,customer-1116,47,107,170,35
255,customer-1139,47,107,219,0
256,customer-1297,47,110,161,36
257,customer-133,47,116,172,25
258,customer-1927,47,134,115,86
259,customer-40,48,52,244,0
260,customer-43,48,58,163,35
261,customer-243,48,96,115,84
262,customer-1492,48,109,173,23
263,customer-1645,48,113,66,131
264,customer-622,48,115,0,240
265,customer-423,48,123,125,71
266,customer-21,48,130,220,0
267,customer-546,48,130,61,140
268,customer-998,49,50,33,167
269,customer-497,49,100,0,239
270,customer-184,49,138,168,34
271,customer-1666,50,53,35,164
272,customer-624,50,73,73,129
273,customer-88,50,90,0,237
274,customer-1332,50,100,164,41
275,customer-972,50,106,6,196
276,customer-1607,50,128,113,90
277,customer-74,50,134,128,76
278,customer-1080,50,142,93,105
279,customer-1266,51,56,32,167
280,customer-1915,51,77,190,13
281,customer-900,51,93,120,82
282,customer-312,51,100,137,61
283,customer-135,51,109,180,17
284,customer-1487,51,110,176,19
285,customer-910,51,115,121,80
286,customer-604,51,131,159,41
287,customer-1659,51,137,3,194
288,customer-1290,52,69,201,3
289,customer-1382,52,91,81,121
290,customer-1776,52,93,155,46
291,customer-1463,52,94,265,0
292,customer-444,52,119,125,72
293,customer-1165,52,136,164,33
294,customer-50,53,59,89,116
295,customer-943,53,66,138,64
296,customer-816,53,68,7,188
297,customer-1693,53,69,73,128
298,customer-214,53,77,101,97
299,customer-1178,53,86,69,127
300,customer-747,53,94,91,107
301,customer-1262,53,98,115,84
302,customer-122,53,99,36,164
303,customer-1038,53,119,165,32
304,customer-258,53,147,52,150
305,customer-1744,54,64,131,64
306,customer-1541,54,73,164,38
307,customer-1101,54,76,0,223
308,customer-568,54,93,134,64
309,customer-948,54,119,88,108
310,customer-1520,54,127,51,154
311,customer-1580,54,130,215,0
312,customer-1303,54,131,140,55
313,customer-1691,55,56,46,151
314,customer-1640,55,69,4,196
315,customer-1689,55,117,33,163
316,customer-778,55,124,107,93
317,customer-324,55,126,38,160
318,customer-914,56,65,114,84
319,customer-505,56,74,97,102
320,customer-1043,56,77,83,116
321,customer-1295,56,87,0,232
322,customer-303,56,117,20,176
323,customer-227,56,118,137,66
324,customer-174,56,126,11,187
325,customer-1009,56,127,132,73
326,customer-1618,56,128,144,58
327,customer-421,56,150,148,47
328,customer-1510,56,151,122,77
329,customer-1743,57,78,0,198
330,customer-1417,57,93,81,115
331,customer-1986,57,94,26,173
332,customer-1114,57,96,0,237
333,customer-610,57,136,107,94
334,customer-316,57,137,203,0
335,customer-1166,57,152,1,194
336,customer-404,58,72,124,74
337,customer-1899,58,72,0,267
338,customer-898,58,91,77,125
339,customer-913,58,91,70,132
340,customer-576,58,115,116,82
341,customer-946,58,125,57,142
342,customer-1191,58,138,43,153
343,customer-1217,58,139,176,29
344,customer-1754,58,140,3,199
345,customer-247,58,145,101,98
346,customer-55,59,61,0,212
347,customer-506,59,65,242,0
348,customer-677,59,65,74,130
349,customer-1331,59,75,200,0
350,customer-1800,59,96,0,219
351,customer-34,59,123,112,84
352,customer-81,59,124,102,99
353,customer-471,60,70,74,130
354,customer-154,60,74,39,158
355,customer-1562,60,78,174,29
356,customer-380,60,143,98,107
357,customer-1660,60,149,161,40
358,customer-1746,60,149,102,99
359,customer-832,61,61,79,124
360,customer-307,61,65,41,156
361,customer-377,61,71,110,93
362,customer-817,61,73,26,175
363,customer-781,61,112,53,152
364,customer-1225,61,116,97,105
365,customer-494,61,124,189,9
366,customer-1206,61,129,0,238
367,customer-700,61,136,4,193
368,customer-1600,61,137,139,66
369,customer-1901,61,152,101,94
370,customer-760,62,96,100,95
371,customer-831,62,100,70,134
372,customer-1438,62,101,18,184
373,customer-272,62,119,36,161
374,customer-234,62,142,36,162
375,customer-56,62,143,109,88
376,customer-1244,62,149,0,198
377,customer-476,62,158,96,108
378,customer-847,63,76,195,2
379,customer-1360,63,76,187,11
380,customer-1264,63,81,38,161
381,customer-919,63,89,97,105
382,customer-1826,63,99,115,86
383,customer-338,63,100,111,94
384,customer-660,63,109,128,74
385,customer-57,63,117,108,91
386,customer-987,63,134,86,116
387,customer-432,63,158,89,106
388,customer-1146,64,70,128,71
389,customer-65,64,86,161,41
390,customer-151,64,94,146,53
391,customer-859,64,100,144,54
392,customer-1409,64,102,6,191
393,customer-451,64,109,100,99
394,customer-1152,64,127,109,96
395,customer-725,64,135,13,184
396,customer-69,64,148,44,160
397,customer-1087,64,149,134,66
398,customer-1880,65,65,44,155
399,customer-90,65,115,61,138
400,customer-1545,65,115,56,140
401,customer-124,65,116,42,156
402,customer-1891,65,134,101,100
403,customer-119,65,145,114,89
404,customer-1773,65,160,54,147
405,customer-823,66,73,87,108
406,customer-255,66,80,98,101
407,customer-996,66,80,149,53
408,customer-1619,66,82,219,0
409,customer-436,66,86,98,106
410,customer-1240,66,88,179,19
411,customer-1963,66,89,105,93
412,customer-132,66,96,107,95
413,customer-1828,66,96,62,137
414,customer-2000,66,106,131,66
415,customer-729,66,116,241,0
416,customer-1446,66,116,186,15
417,customer-1590,66,125,61,135
418,customer-1424,66,130,0,203
419,customer-1582,66,142,58,139
420,customer-1472,66,149,142,59
421,customer-1530,66,152,61,139
422,customer-1451,66,154,74,128
423,customer-1726,66,154,4,197
424,customer-512,67,67,0,214
425,customer-526,67,73,187,16
426,customer-1627,67,73,10,190
427,customer-59,67,75,0,235
428,customer-1232,67,90,83,116
429,customer-172,67,96,161,43
430,customer-1285,67,98,95,108
431,customer-1952,67,100,247,0
432,customer-1251,67,107,109,95
433,customer-1349,67,111,150,46
434,customer-1033,67,120,175,21
435,customer-906,67,122,71,126
436,customer-1271,67,124,176,28
437,customer-186,67,125,12,183
438,customer-1705,67,130,9,192
439,customer-1766,67,131,51,146
440,customer-1500,67,136,200,0
441,customer-558,67,143,95,104
442,customer-1396,67,148,154,43
443,customer-1226,68,89,62,139
444,customer-39,68,90,0,195
445,customer-302,68,107,160,38
446,customer-70,68,113,36,164
447,customer-295,69,73,178,24
