id,label,ts_in,ts_out,attr_1,attr_2
1,product-4944,1,27,150,53
2,product-4560,1,34,38,157
3,product-2619,1,61,68,127
4,product-1,1,87,96,106
5,product-2818,3,14,162,34
6,product-3010,3,61,44,156
7,product-1991,3,63,22,180
8,product-4031,3,85,88,117
9,product-4788,4,24,27,174
10,product-2406,4,43,189,10
11,product-1347,4,68,99,97
12,product-1721,4,82,147,52
13,product-1272,5,20,155,49
14,product-1296,5,22,0,210
15,product-379,5,26,43,155
16,product-3120,5,41,99,97
17,product-4673,5,45,57,142
18,product-3239,5,85,81,124
19,product-3533,6,37,180,19
20,product-3833,6,51,20,185
21,product-1336,6,62,104,101
22,product-2948,6,86,175,22
23,product-2796,6,87,100,99
24,product-3310,7,16,43,157
25,product-3752,7,25,87,111
26,product-3302,7,44,194,2
27,product-23,8,10,115,83
28,product-4001,8,33,0,256
29,product-3122,8,75,41,164
30,product-872,8,96,102,103
31,product-1243,8,99,175,25
32,product-3363,9,44,221,0
33,product-3987,9,60,59,141
34,product-1143,9,68,18,178
35,product-1855,9,83,126,77
36,product-1426,9,99,11,186
37,product-4106,9,100,99,104
38,product-1846,9,102,173,28
39,product-2901,9,109,77,125
40,product-1898,10,12,92,103
41,product-748,10,16,95,101
42,product-3267,10,22,48,153
43,product-2635,10,62,98,97
44,product-3943,10,62,77,124
45,product-4778,10,65,55,144
46,product-677,10,76,167,33
47,product-1824,10,86,2,195
48,product-2655,10,100,124,78
49,product-1319,10,108,14,182
50,product-3835,11,17,199,0
51,product-1984,11,19,67,138
52,product-4888,11,19,182,21
53,product-2182,11,21,95,103
54,product-201,11,22,148,53
55,product-1899,11,27,52,143
56,product-4470,11,54,110,89
57,product-4057,11,58,116,87
58,product-1110,11,69,250,0
59,product-4401,12,17,137,58
60,product-2076,12,18,121,83
61,product-2773,12,23,53,147
62,product-866,12,32,110,87
63,product-2113,12,35,59,146
64,product-3714,12,47,123,75
65,product-4822,12,48,143,59
66,product-2915,12,57,88,112
67,product-4063,12,67,37,168
68,product-4442,12,67,89,106
69,product-2622,12,70,126,71
70,product-4257,12,91,99,100
