id,label,ts_in,ts_out
1,customer-1,29,105,10.083351886871721,10.532751251518286,12.963650469250856
2,customer-2,53,96,18.704378394068165,17.635731960403266,18.34749928128144
3,customer-3,200,281,127.81415265201207,128.19015128695528,134.35238290478705
4,customer-4,52,88,14.05998204598593,12.455986522183505,9.996746791823119
5,customer-5,219,241,94.99137455808375,94.68308275145522,98.73535039613839
6,customer-6,246,331,63.15020891151837,61.98869715728747,69.0462508609799
7,customer-7,178,188,171.75769126738334,170.95029603585783,172.35506578142184
8,customer-8,169,261,86.74790491284516,89.01369327289702,84.11602949663393
9,customer-9,136,212,107.20611874809343,106.86310471933857,111.44809429565319
10,customer-10,218,230,0,0,0
11,customer-11,98,167,21.26677733638777,14.780770877071003,20.83590668008958
12,customer-12,82,129,22.59562772184716,17.34414537088385,19.15871667914509
13,customer-13,208,283,125.23715111207878,129.55666690868293,120.3032065401781
14,customer-14,129,193,0,0,0
15,customer-15,128,136,0,0,0
16,customer-16,89,166,23.987337129408864,26.500628471603207,19.5915316057823
17,customer-17,179,187,192.2509259456617,191.03769030169636,196.46451243113594
18,customer-18,39,137,55.03324882901446,57.13327461613402,54.841657910197604
19,customer-19,43,98,32.70963318780603,32.618776271652635,30.98097172621871
20,customer-20,171,251,81.0470466215768,77.61519612517,83.48350961836228
21,customer-21,173,258,84.30957250020536,79.82117976537792,85.43139864575167
22,customer-22,20,97,119.94354347019404,116.04820939968093,124.46487997445954
23,customer-23,65,109,122.13822006557062,128.62514859345052,121.52451651307587
24,customer-24,98,149,21.25145003536419,15.885938736440732,23.21934297768629
25,customer-25,129,155,73.70437055410827,78.26067761668418,80.17572416846507
26,customer-26,101,119,72.71217015617103,70.97558133276311,70.09230089819702
27,customer-27,211,225,117.44917969025224,110.2334623638156,109.44354326676378
28,customer-28,55,129,82.00883036379054,83.4630623508533,86.84435628708059
29,customer-29,141,226,123.10250321447921,119.46172010598804,124.91958300437011
30,customer-30,132,163,45.913739851173865,41.4624545635338,48.11519362912043
31,customer-31,168,182,155.36051360040807,152.7239396680649,150.67296623775104
32,customer-32,167,205,172.93801346192228,175.28678885753047,176.62954055524898
33,customer-33,73,150,27.340845651112073,30.15240425422595,30.559992000395688
34,customer-34,105,173,32.60886523278261,37.62856331694082,31.23215640632678
35,customer-35,115,164,141.17458871556158,143.48018446121006,138.63826130371388
36,customer-36,50,117,20.971806911908267,28.512827088017023,20.792940188720017
37,customer-37,78,167,145.9499113959841,143.87394615639624,139.67639627456438
38,customer-38,152,215,36.33257488492657,31.70954706593705,30.83552745610873
39,customer-39,176,258,11.021234748844527,9.152660844644148,14.129232526309648
40,customer-40,39,49,16.78922435534149,19.4189453165604,13.178543544730157
41,customer-41,104,185,123.59069985572408,123.97170856010055,122.08019494842506
42,customer-42,94,157,54.72456589822128,60.03425204454287,58.12936969104217
43,customer-43,212,245,0,0,0
44,customer-44,155,190,132.26923758283928,135.7494184823285,130.3860580945339
45,customer-45,217,308,4.888966206434622,6.883102695443696,11.60657653679025
46,customer-46,105,194,141.11008875327138,139.61866288316074,141.23648931622694
47,customer-47,66,110,146.8971809752836,154.6428131006387,148.92927010769057
48,customer-48,168,209,103.99160473264206,96.66230289265143,101.28580874045076
49,customer-49,122,150,106.85554458017049,112.97782048720687,114.86312467988533
50,customer-50,139,140,112.10234347194323,114.8106868971603,107.1376556438425
51,customer-51,62,131,156.43390401844775,162.87507921168088,159.66572560444757
52,customer-52,261,262,124.33642515291832,123.35945393441496,125.9758226679012
53,customer-53,72,101,109.59821897719006,109.07221383459353,112.6867436025293
54,customer-54,129,218,157.72135178133027,160.5725900093079,157.4547252726923
55,customer-55,173,182,0,0,0
56,customer-56,120,138,159.47008896352204,154.4818421581545,152.6516145633323
57,customer-57,140,192,22.141285212115385,20.55227905478239,25.95122686787341
58,customer-58,178,206,114.83090102461681,117.96823805555424,112.34250435379361
59,customer-59,40,49,170.77090138424944,176.85506361625565,177.59552138967706
60,customer-60,229,231,0,0,0
61,customer-61,128,189,22.92374701086256,23.223116863968812,19.736775446833242
62,customer-62,125,222,0,0,0
63,customer-63,117,202,117.63898383148513,120.71219771959608,114.40688096728661
64,customer-64,131,204,135.449762986727,135.01982822413947,128.3527492805828
65,customer-65,159,212,49.12709606784459,47.71665398415671,50.79099816917451
66,customer-66,188,188,121.0538012849596,120.05482159610897,119.2322019852433
67,customer-67,52,72,12.98071827359971,12.997691732731678,18.38755630333619
68,customer-68,173,261,0,0,0
69,customer-69,67,103,26.215997226556627,27.491563347755218,25.09392453003703
70,customer-70,131,216,76.23992241620779,77.67966548983547,76.24678425285428
71,customer-71,143,159,169.72837127284146,162.5708810809331,165.72079069772272
72,customer-72,32,70,31.799665639526967,35.6497963494328,29.142347105275718
73,customer-73,93,108,130.71224047787513,133.32553960921416,132.4520586752615
74,customer-74,68,156,138.19365203738332,140.16092357178735,137.52948837355248
75,customer-75,143,220,165.50212898858086,170.3225895589346,163.9337538236151
76,customer-76,221,254,82.71133804206414,79.65427034091333,83.2265156548981
77,customer-77,115,169,142.6473751249239,142.46713311525434,143.0113837661438
78,customer-78,50,58,152.66250495060675,151.10064895087598,152.01612720646625
79,customer-79,42,117,106.27832556970402,101.989448668088,98.86107540324703
80,customer-80,48,140,99.4385720314196,98.92439023862526,94.20824780309114
81,customer-81,41,135,21.34935705263735,27.74334216550647,23.30775978104133
82,customer-82,174,192,118.65539790862519,122.16762948492803,122.6860360451017
83,customer-83,146,149,1.8873454135102063,3.1047726505718756,10.633343154815998
84,customer-84,144,165,25.287527876936018,33.42810433941379,30.20510053928481
85,customer-85,185,241,0,0,0
86,customer-86,70,130,36.15284820676194,37.616510674992206,35.16735787309844
87,customer-87,117,118,45.42154471523239,45.532494117787365,40.246127701911774
88,customer-88,80,110,142.10238810116425,142.7714546809253,142.64469548051386
89,customer-89,149,197,6.06721119301091,6.481252688344861,10.058081955615886
90,customer-90,70,127,0,0,0
91,customer-91,141,193,63.48078585732295,61.458514441509905,56.7166138233314
92,customer-92,8,18,0,0,0
93,customer-93,145,151,2.9519255306260277,0.4563581084086845,0.09411409137178506
94,customer-94,261,305,149.53183733450854,150.14353385538965,151.04501200955494
95,customer-95,277,324,44.98791587153801,49.62559315115768,44.347212422790996
96,customer-96,177,179,106.79165587523785,98.35820081839339,105.96856809774324
97,customer-97,130,134,21.56244169816098,24.456630160056704,23.646425823138564
98,customer-98,192,200,0,0,0
99,customer-99,17,77,168.4015121115864,169.5189343117273,169.58302373633845
100,customer-100,166,228,105.86831101191368,107.2890282244343,107.89945235790084
101,customer-101,50,96,135.15365223207237,136.44400206016164,134.22404967736017
102,customer-102,25,113,15.169283668045207,11.244071264532415,17.575869780073432
103,customer-103,104,115,0,0,0
104,customer-104,164,191,13.562817570891967,16.78836181100818,11.709535197399813
105,customer-105,87,156,39.731105115718464,40.7138890125344,44.37505442214044
106,customer-106,46,105,131.01273540911825,132.65946651661955,129.19374326698727
107,customer-107,92,167,15.43457627815068,14.492057533064752,15.268030243758773
108,customer-108,91,104,0,0,0
109,customer-109,193,278,103.2206051494661,96.97054481476029,95.66982156346565
110,customer-110,211,279,111.87829422916687,104.93638601694387,105.03538947921136
111,customer-111,68,120,178.7320088646296,176.64118331849556,171.9937535299512
112,customer-112,36,51,85.75113308842205,88.20255340368827,82.96911677543775
113,customer-113,158,223,173.91887267780305,175.5285286956221,177.00241617671216
114,customer-114,91,118,4.828614671891284,3.6981804480796514,3.994612625031257
115,customer-115,170,178,114.28863653089951,109.4293783367428,113.36280383191301
116,customer-116,97,187,132.34869151288692,135.19851938622614,131.89160225926813
117,customer-117,100,170,118.29127959202089,119.9768503679748,117.12249710807556
118,customer-118,176,262,128.6673343443936,128.5825086533472,130.83982529410258
119,customer-119,85,162,96.79861082700305,104.95978695881686,101.71720014981656
120,customer-120,220,309,184.2382315860681,188.32507326887148,183.86826674521024
121,customer-121,115,164,12.057305811192972,10.94314121142816,5.902899189903615
122,customer-122,220,274,31.60731379779654,32.7485809760747,29.367617613175934
123,customer-123,133,142,188.80573755331443,188.12728143846962,187.19348084912076
124,customer-124,64,68,152.363269524891,150.4308421003207,146.3303412167289
125,customer-125,44,109,186.5858383531653,184.65608529450654,188.18509672428831
126,customer-126,185,209,25.8993568109781,27.054299234446553,28.860346891033558
127,customer-127,137,223,0,0,0
128,customer-128,224,281,112.2320374426459,111.0159036694395,108.26472656157966
129,customer-129,99,190,37.90185728149458,33.488030580307594,31.11805631470746
130,customer-130,129,133,13.301778017125162,20.220669403923573,21.351305854762334
131,customer-131,97,154,0,0,0
132,customer-132,89,109,44.42601557413484,44.961515244925344,46.35351441852076
133,customer-133,188,227,0,0,0
134,customer-134,117,192,22.05998073302129,20.58136710422484,19.481957923840618
135,customer-135,131,224,89.7389989901693,89.65503463755638,95.58998629510339
136,customer-136,226,267,131.38300380767413,131.4038206620557,138.25374453880565
137,customer-137,156,225,67.71400740468536,59.65376688425432,66.27682201301924
138,customer-138,190,265,184.9626628326299,180.59930407180187,179.45990394549392
139,customer-139,116,159,135.18288011567816,141.74997182808622,140.69434585321045
140,customer-140,120,206,112.98816966546002,108.88963234098733,113.03040529129689
141,customer-141,196,203,158.10855521278276,163.45489977114596,155.38003098102376
142,customer-142,188,218,164.9405315429144,159.97576153229033,157.1517547060252
143,customer-143,116,170,0,0,0
144,customer-144,90,148,35.42966360513361,36.76617772769548,34.08666568215447
