id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,product-5682,0,196,53,55,150
2,product-3549,2,26,176,20,26
3,product-4765,2,43,122,75,74
4,product-3511,2,45,0,0,212
5,product-5711,2,91,23,24,181
6,product-727,3,61,0,0,210
7,product-5859,3,67,100,100,99
8,product-5387,3,71,212,0,0
9,product-1830,4,5,137,63,63
10,product-3932,4,42,61,142,143
11,product-5360,4,43,133,135,66
12,product-3270,4,46,105,101,95
13,product-5352,4,56,0,0,201
14,product-5592,4,67,4,0,201
15,product-160,4,94,4,10,192
16,product-1178,5,18,143,55,59
17,product-4914,5,46,116,81,89
18,product-3065,5,47,163,38,42
19,product-3419,5,47,45,160,160
20,product-3470,5,55,114,117,82
21,product-5067,5,69,59,146,53
22,product-1345,5,75,101,94,101
23,product-6247,5,86,128,122,77
24,product-464,5,90,227,0,0
25,product-587,5,95,100,103,95
26,product-2793,5,101,83,78,117
27,product-6326,6,32,12,184,189
28,product-3762,6,40,29,36,166
29,product-5793,6,40,162,161,35
30,product-614,6,59,50,51,147
31,product-966,6,75,0,0,211
32,product-1764,6,76,75,73,129
33,product-2225,6,79,82,88,113
34,product-5267,6,83,81,72,123
35,product-2322,6,96,17,182,184
36,product-430,6,101,137,67,138
37,product-747,7,8,55,147,144
38,product-3409,7,23,82,113,115
39,product-6225,7,24,0,3,200
40,product-4144,7,32,259,0,0
41,product-5942,7,52,59,67,138
42,product-4855,7,54,63,61,134
43,product-33,7,66,154,45,50
44,product-4287,7,78,132,134,71
45,product-2335,8,12,116,113,85
46,product-585,8,15,203,0,1
47,product-6621,8,20,203,1,0
48,product-3326,8,44,122,79,119
49,product-1592,8,48,41,163,154
50,product-1911,8,48,208,0,0
51,product-3160,8,53,101,98,100
52,product-2427,8,55,0,0,221
53,product-6286,8,57,144,53,61
54,product-111,8,70,136,62,141
55,product-5637,8,74,163,166,39
56,product-505,8,100,50,50,153
57,product-1996,9,12,42,162,162
58,product-6350,9,14,195,1,9
59,product-3517,9,30,152,47,53
60,product-99,9,31,143,145,57
61,product-5135,9,42,119,81,120
62,product-1192,9,57,29,172,175
63,product-2916,9,58,19,177,23
64,product-3183,9,64,120,83,83
65,product-6540,9,64,135,128,69
66,product-837,9,71,188,183,17
67,product-2797,9,74,0,0,240
68,product-643,9,75,0,0,222
69,product-4324,9,88,139,139,57
70,product-5731,9,89,92,94,104
71,product-3674,9,91,193,7,12
72,product-2896,9,95,99,106,96
73,product-1167,10,11,62,136,66
74,product-5480,10,21,114,86,87
75,product-1586,10,25,75,127,72
76,product-1438,10,29,159,39,42
77,product-3140,10,35,0,0,219
78,product-5048,10,36,101,99,98
79,product-1143,10,40,167,168,34
80,product-5537,10,51,227,0,0
81,product-3614,10,53,147,56,58
82,product-943,10,59,139,64,57
83,product-5142,10,61,108,110,90
84,product-4997,10,67,33,38,163
85,product-2292,10,76,129,125,75
86,product-1062,10,77,123,73,128
87,product-1980,10,81,96,106,99
88,product-3698,10,84,81,121,75
89,product-222,10,102,21,174,176
90,product-2875,10,105,76,126,128
91,product-2285,11,13,0,0,213
92,product-1967,11,14,0,200,0
93,product-3706,11,15,45,150,155
94,product-2928,11,23,95,110,100
95,product-6742,11,25,34,165,164
96,product-1787,11,32,86,109,87
97,product-849,11,39,57,146,55
98,product-6377,11,45,49,50,147
99,product-4227,11,47,58,52,144
100,product-5900,11,54,112,113,92
101,product-6648,11,82,158,43,42
102,product-5972,11,103,128,73,77
103,product-4515,12,16,180,22,25
104,product-892,12,19,13,9,187
105,product-6161,12,28,93,105,95
106,product-5080,12,39,46,44,156
107,product-1162,12,40,87,116,109
108,product-729,12,43,261,0,0
109,product-4004,12,44,128,124,72
110,product-1337,12,83,163,157,39
111,product-499,12,87,147,147,52
112,product-5829,12,103,66,66,135
113,product-238,12,108,152,157,46
114,product-6318,13,13,106,95,100
115,product-1793,13,14,29,34,168
116,product-5148,13,16,103,99,98
117,product-2802,13,19,119,120,81
118,product-3153,13,20,84,117,113
119,product-2069,13,21,0,0,218
120,product-2253,13,21,31,164,34
121,product-6229,13,22,0,220,0
122,product-3316,13,27,71,73,132
123,product-4822,13,33,118,77,122
124,product-702,13,47,172,25,178
125,product-6380,13,55,104,92,111
126,product-293,13,70,86,113,113
127,product-613,13,97,111,112,86
128,product-4426,13,102,94,108,101
129,product-2018,13,109,112,112,88
130,product-3710,14,24,42,155,161
131,product-6255,14,51,142,55,59
132,product-4634,14,58,156,40,164
133,product-4566,14,59,116,81,89
134,product-6953,14,61,0,214,0
135,product-581,14,64,142,59,57
136,product-3931,14,71,146,55,56
137,product-4381,14,72,39,160,43
138,product-4086,14,78,94,101,103
139,product-2377,14,97,87,97,108
140,product-5557,15,26,149,55,141
141,product-356,15,40,181,14,184
142,product-5175,15,47,172,33,24
143,product-4477,15,53,19,181,19
144,product-4076,15,55,36,33,163
145,product-3541,15,59,194,3,10
146,product-4158,15,72,88,108,88
147,product-4489,15,73,41,154,48
148,product-1440,15,77,145,54,59
149,product-802,15,79,3,0,202
150,product-4714,15,91,60,137,139
151,product-1186,16,17,0,0,263
152,product-3197,16,20,86,109,117
153,product-2128,16,23,170,29,27
154,product-233,16,30,82,87,116
155,product-4292,16,30,191,192,12
156,product-2226,16,34,35,168,27
157,product-1303,16,39,33,166,162
158,product-3105,16,53,60,61,137
159,product-196,16,55,74,127,123
160,product-375,16,64,139,58,140
161,product-5424,16,65,0,214,0
162,product-2472,16,66,57,148,54
163,product-1856,16,69,151,148,51
164,product-5847,16,73,145,60,59
165,product-6449,16,76,85,81,119
166,product-971,16,79,172,30,169
167,product-5296,16,79,46,46,156
168,product-6827,16,85,0,3,199
169,product-3410,16,92,207,0,0
170,product-2162,16,98,11,9,186
171,product-4319,16,98,181,19,15
172,product-2261,16,108,139,142,56
173,product-2653,17,17,124,77,125
174,product-2739,17,17,101,101,98
175,product-660,17,22,152,152,53
176,product-704,17,22,197,3,6
177,product-446,17,23,39,46,158
178,product-6453,17,24,189,14,16
179,product-4385,17,33,221,0,0
180,product-977,17,38,8,197,188
181,product-387,17,42,0,7,195
182,product-2768,17,43,0,233,0
183,product-1232,17,70,14,187,10
184,product-350,17,71,29,30,172
185,product-26,17,74,177,19,181
186,product-2120,17,79,111,92,85
187,product-1646,17,91,56,147,57
188,product-1964,17,101,31,171,165
189,product-5226,18,22,9,187,15
190,product-5729,18,40,190,10,6
191,product-6530,18,41,10,8,191
192,product-6104,18,46,189,192,7
193,product-5050,18,55,179,18,18
194,product-5644,18,64,83,114,117
195,product-6797,18,64,153,149,51
196,product-2114,18,81,107,93,112
197,product-2667,18,83,59,137,59
198,product-5957,18,85,160,43,45
199,product-1773,18,88,15,21,181
200,product-1849,18,89,60,57,145
201,product-3899,18,94,93,94,109
202,product-6542,19,21,61,144,141
203,product-5236,19,25,99,104,101
204,product-6672,19,39,90,111,94
205,product-2656,19,42,0,2,199
206,product-2897,19,48,167,166,36
207,product-4419,19,55,87,117,109
208,product-3122,19,62,41,154,163
209,product-3085,19,63,76,129,67
210,product-4780,19,66,195,1,196
211,product-6586,19,75,183,180,15
212,product-708,19,78,126,128,76
213,product-834,19,93,24,172,31
214,product-1142,19,95,170,26,34
215,product-6556,19,98,151,52,54
216,product-3310,19,103,26,177,23
217,product-6159,19,105,100,101,102
218,product-5732,19,106,0,230,0
219,product-1081,19,110,72,128,75
220,product-4607,20,24,65,63,132
221,product-5738,20,33,28,174,25
222,product-148,20,37,6,7,190
223,product-828,20,42,0,233,0
224,product-6275,20,43,80,120,76
225,product-6386,20,52,21,181,22
226,product-5730,20,53,15,17,181
227,product-1885,20,54,216,0,0
228,product-734,20,56,25,176,174
229,product-3496,20,57,161,41,35
230,product-4629,20,63,164,41,34
231,product-3073,20,65,93,112,109
232,product-316,20,66,133,63,141
233,product-4587,20,73,57,146,142
234,product-3083,20,81,239,0,0
235,product-666,20,94,0,0,207
236,product-3449,20,94,126,70,79
237,product-6287,20,98,94,104,111
238,product-6664,20,107,139,66,62
239,product-2024,20,110,76,120,127
240,product-5627,20,111,120,112,85
241,product-1629,21,42,182,16,185
242,product-3658,21,44,12,11,190
243,product-5460,21,49,111,90,91
244,product-4432,21,54,181,14,20
245,product-5625,21,55,204,0,1
246,product-2785,21,68,221,0,0
247,product-3063,21,68,135,67,64
248,product-1049,21,74,109,86,88
249,product-4863,21,79,215,0,0
250,product-3820,21,87,207,0,0
251,product-6508,21,87,65,60,136
252,product-5871,21,94,80,120,78
253,product-2998,21,99,50,44,155
254,product-2639,21,101,162,33,40
255,product-1615,21,108,76,119,77
256,product-399,21,118,17,20,185
257,product-4425,22,25,0,0,270
258,product-2725,22,32,190,6,10
259,product-5,22,38,16,187,18
260,product-3036,22,38,176,21,174
