id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-1741,0,77,143,146,55
2,customer-60,0,192,0,224,0
3,customer-14,2,71,194,184,11
4,customer-310,2,74,79,120,78
5,customer-1055,2,87,163,34,34
6,customer-1012,3,22,23,180,176
7,customer-289,3,52,43,38,160
8,customer-862,4,56,169,34,161
9,customer-49,4,57,188,186,15
10,customer-1162,5,29,15,188,17
11,customer-1849,5,67,41,44,159
12,customer-1930,5,82,155,46,50
13,customer-1378,5,86,103,97,105
14,customer-1239,5,91,74,127,130
15,customer-1097,6,39,54,51,146
16,customer-703,6,44,66,68,131
17,customer-799,6,65,181,22,23
18,customer-1039,6,72,23,174,31
19,customer-777,7,13,122,74,122
20,customer-949,7,43,69,69,130
21,customer-1159,7,57,118,122,82
22,customer-1978,7,86,67,66,131
23,customer-1009,8,8,66,132,132
24,customer-584,8,50,85,88,113
25,customer-1253,8,50,0,0,234
26,customer-1349,9,71,27,17,178
27,customer-1136,10,10,97,104,94
28,customer-1543,10,14,201,0,4
29,customer-495,10,50,80,119,118
30,customer-1773,10,65,105,110,93
31,customer-152,10,72,1,4,200
32,customer-551,10,92,129,72,75
33,customer-1920,11,22,216,0,0
34,customer-1124,11,69,98,104,105
35,customer-1794,11,69,0,197,6
36,customer-1844,12,53,158,165,38
37,customer-1250,12,59,152,46,158
38,customer-499,13,28,68,69,133
39,customer-1119,13,37,14,187,10
40,customer-1357,13,66,104,95,104
41,customer-735,14,30,71,81,124
42,customer-1296,14,77,2,3,195
43,customer-1644,14,101,63,132,71
44,customer-580,15,22,49,55,147
45,customer-1436,15,46,145,53,52
46,customer-734,15,53,58,143,61
47,customer-534,15,83,119,85,85
48,customer-1519,15,98,42,155,44
49,customer-193,16,34,77,119,78
50,customer-47,16,70,158,159,38
51,customer-39,16,76,20,181,183
52,customer-910,16,80,59,137,140
53,customer-1612,16,84,107,91,114
54,customer-846,16,85,54,143,59
55,customer-1169,16,95,86,109,96
56,customer-1647,17,59,174,25,23
57,customer-794,17,97,158,43,42
58,customer-636,17,113,8,196,190
59,customer-1635,18,19,28,173,28
60,customer-1146,18,53,110,95,90
61,customer-946,18,65,154,51,152
62,customer-10,18,78,82,80,120
63,customer-1996,19,68,28,167,167
64,customer-1103,19,71,47,45,152
65,customer-209,19,79,11,184,188
66,customer-1968,20,98,41,164,38
67,customer-33,20,101,157,39,163
68,customer-1152,20,112,139,60,60
69,customer-634,21,43,150,54,144
70,customer-1561,21,60,192,4,3
71,customer-327,21,63,183,16,182
72,customer-148,21,85,164,38,38
73,customer-1069,21,93,66,129,68
74,customer-1700,22,27,79,84,116
75,customer-100,22,40,12,193,4
76,customer-1797,22,57,81,118,114
77,customer-821,22,61,160,36,165
78,customer-969,22,67,159,41,46
79,customer-905,22,72,0,0,217
80,customer-367,22,77,67,134,130
81,customer-52,22,92,73,122,127
82,customer-1899,22,103,38,163,158
83,customer-1219,22,112,167,28,177
84,customer-1784,23,43,61,62,143
85,customer-562,23,58,20,175,181
86,customer-1446,23,60,187,11,191
87,customer-117,23,77,189,14,10
88,customer-538,23,110,177,27,19
89,customer-1197,23,110,171,173,31
90,customer-1200,24,47,103,108,95
91,customer-763,24,51,72,74,130
92,customer-1681,24,58,134,63,135
93,customer-293,24,62,59,58,138
94,customer-363,24,67,170,33,32
95,customer-296,25,25,5,8,195
96,customer-518,25,31,169,28,29
97,customer-849,25,102,0,0,211
98,customer-1555,25,102,154,51,49
99,customer-744,25,117,122,78,123
100,customer-765,26,54,74,125,131
101,customer-329,26,75,60,58,142
102,customer-1659,26,124,17,181,19
103,customer-489,27,108,158,40,37
104,customer-1110,27,110,0,198,0
105,customer-675,27,117,0,0,238
106,customer-1690,28,39,103,99,99
107,customer-1749,28,74,55,149,150
108,customer-1107,28,101,111,85,111
109,customer-439,28,108,130,69,70
110,customer-1208,29,43,142,60,62
111,customer-912,29,61,134,68,63
112,customer-704,29,101,0,0,233
113,customer-1628,29,107,17,186,10
114,customer-1522,30,30,34,167,34
115,customer-1044,30,60,111,91,111
116,customer-1212,30,72,64,136,141
117,customer-1615,30,84,203,1,0
118,customer-780,30,106,80,123,76
119,customer-1556,30,124,180,179,18
120,customer-1160,30,125,90,114,91
121,customer-43,31,31,63,138,133
122,customer-1937,31,38,220,0,0
123,customer-812,31,68,29,29,173
124,customer-1709,31,96,50,46,154
125,customer-772,31,97,0,215,0
126,customer-701,31,111,157,41,43
127,customer-173,31,114,29,172,33
128,customer-1843,32,52,85,116,85
129,customer-1527,32,58,64,141,139
130,customer-230,32,61,6,2,193
131,customer-517,32,61,120,76,121
132,customer-1951,32,64,120,80,120
133,customer-161,32,67,197,3,194
134,customer-1793,32,70,41,159,159
135,customer-1495,32,73,96,98,102
136,customer-1380,32,94,159,44,159
137,customer-622,32,103,0,253,0
