id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-4459,0,27,151,208,68
2,customer-12827,0,57,113,115,58
3,customer-3515,0,139,151,115,37
4,customer-6278,0,194,143,118,184
5,customer-6561,0,195,86,172,31
6,customer-10430,0,201,57,168,68
7,customer-8774,1,1,198,153,100
8,customer-2507,1,5,215,123,85
9,customer-5624,1,21,138,132,224
10,customer-3114,1,32,4,129,83
11,customer-9422,1,59,104,136,167
12,customer-13633,1,65,121,62,204
13,customer-7430,1,73,176,212,141
14,customer-6272,1,74,140,79,49
15,customer-6909,2,3,129,143,201
16,customer-12327,2,15,175,73,83
17,customer-3966,2,16,98,197,184
18,customer-10493,2,17,247,6,99
19,customer-11629,2,33,68,47,160
20,customer-7225,2,39,238,90,263
21,customer-12986,2,69,149,175,156
22,customer-92,2,84,171,129,102
23,customer-6964,2,85,70,187,29
24,customer-8944,2,87,144,150,141
25,customer-9832,2,91,21,177,138
26,customer-2944,3,11,181,199,193
27,customer-5096,3,13,89,193,256
28,customer-1005,3,16,143,205,60
29,customer-7193,3,21,188,42,202
30,customer-8345,3,33,43,102,62
31,customer-7355,3,38,64,102,39
32,customer-3739,3,61,64,236,199
33,customer-6500,3,65,192,84,127
34,customer-5660,3,76,101,61,39
35,customer-10167,3,76,211,166,137
36,customer-8365,3,88,102,185,43
37,customer-474,3,95,25,101,141
38,customer-2065,4,8,155,156,179
39,customer-8334,4,11,140,111,82
40,customer-13440,4,18,166,30,161
41,customer-6492,4,31,217,124,101
42,customer-6748,4,32,223,45,37
43,customer-10045,4,33,210,65,115
44,customer-3269,4,35,127,96,100
45,customer-5215,4,47,155,103,109
46,customer-10481,4,53,93,143,146
47,customer-11805,4,60,44,120,130
48,customer-5635,4,61,127,232,192
49,customer-8339,4,67,119,176,113
50,customer-10488,4,68,233,43,144
51,customer-5809,4,74,160,16,170
52,customer-8356,4,76,58,186,83
53,customer-6764,4,78,87,209,217
54,customer-5699,4,81,97,215,149
55,customer-8033,4,84,134,130,175
56,customer-7092,4,92,122,71,50
57,customer-6077,5,6,166,40,21
58,customer-4786,5,20,228,33,209
59,customer-9919,5,44,106,69,121
60,customer-9486,5,54,112,216,12
61,customer-9570,5,54,166,138,114
62,customer-3348,5,59,91,57,206
63,customer-13742,5,59,140,24,49
64,customer-14670,5,64,173,75,40
65,customer-7506,5,69,168,148,198
66,customer-11376,5,69,132,168,196
67,customer-13236,5,74,209,144,110
68,customer-3188,5,76,45,200,36
69,customer-4023,5,79,74,109,60
70,customer-6050,5,80,185,209,40
71,customer-9978,5,84,163,155,31
72,customer-12538,5,91,180,112,127
73,customer-2993,6,9,194,140,46
74,customer-13111,6,13,134,58,73
75,customer-1492,6,20,122,103,186
76,customer-7629,6,21,94,151,27
77,customer-8585,6,22,222,69,48
78,customer-14141,6,22,52,250,139
79,customer-8129,6,30,79,174,218
80,customer-14315,6,32,52,44,227
81,customer-7743,6,34,143,178,131
82,customer-8325,6,34,39,235,47
83,customer-687,6,38,54,82,161
84,customer-1540,6,43,58,106,199
85,customer-4095,6,53,163,266,100
86,customer-12318,6,55,181,123,166
87,customer-8247,6,61,61,53,166
88,customer-8636,6,64,92,189,149
89,customer-3428,6,72,103,78,197
90,customer-386,6,73,162,52,215
91,customer-4740,6,88,198,70,48
92,customer-8167,6,92,101,121,154
93,customer-11560,6,94,204,228,47
94,customer-2215,7,9,257,10,190
95,customer-8500,7,9,176,89,159
96,customer-6186,7,12,68,136,57
97,customer-14270,7,18,137,170,8
98,customer-6643,7,19,150,196,133
99,customer-9801,7,22,187,70,81
100,customer-11967,7,26,153,173,6
101,customer-774,7,35,86,103,123
102,customer-5505,7,35,111,46,71
103,customer-10903,7,44,26,47,172
104,customer-3743,7,47,118,142,21
105,customer-8471,7,47,216,106,40
106,customer-6802,7,48,255,90,82
107,customer-13558,7,54,91,178,174
108,customer-10067,7,56,106,196,172
109,customer-11688,7,57,78,31,26
110,customer-9877,7,58,142,47,51
111,customer-10489,7,60,173,37,96
112,customer-5322,7,87,108,177,132
113,customer-7005,7,97,86,76,171
114,customer-11252,7,100,166,79,201
115,customer-7332,7,102,131,41,43
116,customer-13397,8,14,207,68,169
117,customer-2115,8,22,242,90,117
118,customer-1240,8,29,66,90,21
119,customer-2312,8,31,171,210,154
120,customer-617,8,37,177,189,172
121,customer-8073,8,38,136,140,144
