id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-462,2,78,167,59,127
2,customer-56,4,19,190,208,88
3,customer-302,5,14,46,7,194
4,customer-115,8,15,147,87,127
5,customer-324,9,36,27,78,201
6,customer-166,9,79,65,39,143
7,customer-350,10,53,36,216,213
8,customer-49,12,27,55,141,142
9,customer-228,14,31,89,101,154
10,customer-397,14,59,155,192,58
11,customer-330,15,49,34,112,200
12,customer-431,16,22,222,222,40
13,customer-464,16,31,32,111,52
14,customer-332,17,107,240,114,134
15,customer-412,18,42,52,216,136
16,customer-83,19,47,236,116,188
17,customer-96,20,31,181,182,111
18,customer-260,20,56,169,98,196
19,customer-315,21,62,217,79,50
20,customer-165,23,67,87,169,50
21,customer-187,23,73,153,166,170
22,customer-255,23,75,31,232,145
23,customer-72,24,35,186,42,89
24,customer-295,25,55,189,71,210
25,customer-452,26,43,109,125,148
26,customer-356,26,100,28,76,153
27,customer-15,27,51,53,265,172
28,customer-270,27,64,117,153,199
29,customer-46,28,113,222,101,18
30,customer-416,29,54,167,204,156
31,customer-153,29,59,92,52,76
32,customer-496,29,81,214,188,212
33,customer-244,32,78,154,184,159
34,customer-18,33,37,168,186,96
35,customer-127,33,57,26,162,167
36,customer-98,33,81,38,45,202
37,customer-156,34,83,89,94,94
38,customer-128,35,61,37,40,226
39,customer-239,35,93,171,153,202
40,customer-499,36,97,58,116,84
41,customer-183,36,114,142,15,18
42,customer-68,37,56,158,106,74
43,customer-261,37,131,130,9,52
44,customer-254,38,39,100,199,41
45,customer-55,38,85,171,65,42
46,customer-478,38,106,266,121,79
47,customer-6,39,115,66,187,163
48,customer-63,40,82,130,152,71
49,customer-14,42,92,8,118,212
50,customer-236,42,93,219,77,43
51,customer-25,43,70,88,39,137
52,customer-151,43,72,129,200,67
53,customer-13,43,82,148,140,138
54,customer-468,43,95,91,60,108
55,customer-376,43,120,73,14,116
56,customer-50,43,127,77,183,137
57,customer-51,44,48,158,108,69
58,customer-447,44,77,54,128,136
59,customer-349,44,83,202,112,213
60,customer-439,44,96,98,113,163
61,customer-477,44,113,218,60,157
62,customer-1,47,123,19,185,126
63,customer-36,47,132,103,160,201
64,customer-269,48,75,166,180,234
65,customer-424,48,80,148,84,3
66,customer-352,48,109,130,245,81
67,customer-186,48,125,94,115,214
68,customer-146,49,64,60,46,130
69,customer-135,49,119,167,43,191
70,customer-311,49,136,89,14,91
71,customer-359,50,70,192,134,140
72,customer-485,50,91,85,190,187
73,customer-473,51,58,41,149,131
74,customer-375,52,122,149,56,70
75,customer-494,52,134,182,279,100
76,customer-42,53,78,8,231,77
77,customer-77,53,137,127,267,153
78,customer-360,55,103,143,233,135
79,customer-20,55,141,154,222,114
80,customer-53,56,69,211,190,60
81,customer-152,56,71,200,30,258
82,customer-76,56,132,6,151,198
83,customer-38,56,146,236,147,22
84,customer-444,56,150,216,234,49
85,customer-89,57,77,93,167,38
86,customer-79,57,122,204,131,193
87,customer-500,58,65,155,138,71
88,customer-113,58,135,28,86,65
89,customer-492,59,72,90,190,115
90,customer-232,59,140,120,242,51
91,customer-274,59,150,70,82,248
92,customer-415,60,76,155,9,134
93,customer-97,60,91,174,200,96
94,customer-387,60,101,134,115,77
95,customer-100,60,106,292,132,203
96,customer-369,60,132,37,223,141
97,customer-216,62,66,69,102,115
98,customer-179,62,85,58,76,89
99,customer-306,62,96,200,183,102
100,customer-469,63,74,24,149,201
101,customer-229,64,76,207,256,46
102,customer-371,64,94,138,165,209
103,customer-87,64,99,108,112,68
104,customer-495,64,125,84,119,81
105,customer-461,64,159,144,264,40
106,customer-185,65,79,39,29,176
107,customer-418,65,104,125,84,212
108,customer-208,65,106,166,91,167
109,customer-93,65,135,168,77,53
110,customer-297,65,147,98,181,170
111,customer-245,65,154,197,85,172
112,customer-105,66,85,120,167,237
113,customer-409,67,67,10,43,103
114,customer-280,67,77,237,61,135
115,customer-81,67,152,21,145,24
116,customer-268,68,116,191,180,155
117,customer-231,68,143,209,9,225
118,customer-487,68,152,195,38,113
119,customer-435,69,91,192,196,153
120,customer-448,69,98,151,14,125
121,customer-323,69,110,59,127,200
122,customer-290,69,143,233,243,73
