id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,product-1771,0,225,155,44,41
2,product-3354,1,16,74,64,131
3,product-3019,1,35,0,255,0
4,product-4810,1,37,26,176,176
5,product-4724,1,61,102,95,104
6,product-4428,2,13,66,136,137
7,product-3420,2,16,6,7,195
8,product-4257,2,24,0,0,209
9,product-2469,2,33,194,3,198
10,product-1831,2,44,155,146,50
11,product-2258,2,78,91,106,113
12,product-2050,3,65,0,205,0
13,product-4463,3,67,213,0,0
14,product-1544,4,51,134,62,71
15,product-2886,4,63,118,84,112
16,product-514,4,68,98,96,101
17,product-1279,4,100,197,6,0
18,product-4416,5,15,184,175,20
19,product-2026,5,44,166,168,30
20,product-4715,5,53,76,121,128
21,product-2116,5,64,114,108,90
22,product-1903,5,70,182,22,23
23,product-97,5,89,154,155,49
24,product-789,5,100,0,0,235
25,product-3511,6,27,19,13,183
26,product-297,6,53,79,124,125
27,product-3545,6,68,186,14,186
28,product-4310,6,77,213,0,0
29,product-2977,6,91,117,87,117
30,product-2162,6,92,75,72,124
31,product-3541,6,96,122,80,80
32,product-3653,7,21,7,7,193
33,product-2503,7,45,10,189,9
34,product-3500,7,79,158,37,158
35,product-1127,7,84,86,89,112
36,product-1572,7,100,0,224,0
37,product-2848,8,14,84,82,114
38,product-193,8,28,22,180,25
39,product-672,8,31,43,44,155
40,product-1239,8,36,77,119,127
41,product-2675,8,51,27,28,176
42,product-2874,8,84,55,57,148
43,product-4382,8,86,0,0,238
44,product-948,9,18,99,103,92
45,product-3095,9,23,6,9,195
46,product-4982,9,27,117,117,85
47,product-2460,9,36,51,52,152
48,product-4162,9,45,206,0,0
49,product-3575,9,52,53,147,56
50,product-4161,9,57,14,191,6
51,product-2568,9,62,127,127,68
52,product-2740,9,68,82,113,114
53,product-2643,9,70,135,142,62
54,product-3207,9,71,31,172,170
55,product-1860,9,76,231,0,0
56,product-2227,9,80,0,250,0
57,product-525,9,89,87,109,91
58,product-2810,9,92,86,118,80
59,product-2695,9,93,188,17,183
60,product-440,9,102,114,83,117
61,product-2405,10,21,172,24,180
62,product-3074,10,23,254,0,0
63,product-1331,10,27,112,113,92
64,product-488,10,31,122,122,80
65,product-930,10,45,77,127,75
66,product-1459,10,56,204,1,0
67,product-4507,10,57,58,58,141
68,product-1950,10,70,196,9,195
69,product-2064,10,72,91,106,92
70,product-2990,10,87,173,30,166
71,product-4763,10,95,80,80,123
72,product-2005,10,96,74,74,131
73,product-548,10,98,177,27,20
74,product-4880,10,107,96,96,104
75,product-3496,11,20,177,23,18
76,product-4681,11,21,94,106,103
77,product-632,11,34,148,145,52
78,product-1102,11,34,71,65,134
79,product-2864,11,41,145,50,60
80,product-4915,11,49,46,51,152
81,product-1879,11,66,183,21,182
82,product-1379,11,90,0,0,224
83,product-71,12,12,102,98,103
84,product-4281,12,14,125,72,71
85,product-1736,12,20,134,64,136
86,product-430,12,41,154,46,51
87,product-2683,12,57,87,115,113
88,product-579,12,65,207,0,0
89,product-227,12,67,3,2,198
90,product-4266,12,77,11,190,188
91,product-2233,12,84,147,55,149
92,product-2747,12,93,108,90,109
93,product-752,12,97,25,179,25
94,product-3816,13,13,74,124,76
95,product-4793,13,13,0,207,0
96,product-232,13,18,16,20,184
97,product-3664,13,37,97,106,92
98,product-4543,13,73,107,94,111
99,product-1729,13,81,139,141,58
100,product-4657,13,81,40,41,164
101,product-4288,13,85,141,64,141
102,product-1106,13,86,83,122,115
103,product-1035,13,89,131,132,71
104,product-3636,14,20,123,123,74
105,product-4577,14,20,72,129,130
106,product-1051,14,34,138,64,57
107,product-1132,14,35,130,73,130
108,product-4467,14,62,114,117,84
109,product-4243,14,97,128,67,69
110,product-4563,14,105,175,21,22
111,product-3655,15,16,92,93,111
112,product-3952,15,27,91,86,113
113,product-3509,15,35,49,148,57
114,product-3494,15,63,79,118,118
115,product-1523,15,65,40,160,158
116,product-1610,15,72,87,114,112
117,product-4439,16,22,62,65,135
118,product-1910,16,23,0,213,0
119,product-4978,16,32,4,194,196
120,product-4317,16,44,158,46,153
121,product-4907,16,46,61,138,63
122,product-3423,16,54,0,0,227
123,product-778,16,55,32,36,163
124,product-881,16,59,127,71,125
125,product-4492,16,62,32,169,167
126,product-1401,16,67,174,28,25
127,product-1520,16,73,108,87,108
128,product-1718,16,73,105,91,112
129,product-1935,16,75,138,142,61
130,product-1995,16,83,64,141,141
131,product-3298,16,88,23,22,177
132,product-4935,16,88,187,185,11
133,product-4556,16,90,83,82,122
134,product-1646,16,93,26,179,171
135,product-3687,17,25,0,0,214
136,product-4010,17,27,84,117,87
137,product-4471,17,27,114,110,91
138,product-2439,17,35,0,211,0
139,product-597,17,38,0,0,199
140,product-4133,17,38,221,0,0
141,product-3513,17,39,25,178,178
142,product-4805,17,56,229,0,0
143,product-759,17,78,141,145,54
144,product-1160,17,80,164,31,169
145,product-1865,17,89,174,171,28
146,product-126,17,108,91,112,92
147,product-2488,18,18,50,145,50
148,product-4381,18,18,48,147,55
149,product-1346,18,21,0,232,0
150,product-1049,18,30,193,10,9
151,product-4979,18,37,7,191,4
152,product-163,18,38,181,23,20
153,product-1880,18,57,114,117,88
154,product-2586,18,58,0,228,0
155,product-1719,18,64,127,125,72
156,product-4335,18,81,170,29,167
157,product-3713,18,89,183,13,12
158,product-4700,18,99,2,0,196
159,product-1717,19,26,0,0,245
160,product-1118,19,37,30,175,170
161,product-1343,19,39,0,217,0
162,product-3297,19,44,210,0,0
163,product-2358,19,82,166,164,32
164,product-4789,19,95,152,44,50
165,product-1857,19,112,114,118,85
166,product-2222,20,20,38,163,35
167,product-1943,20,22,213,0,0
168,product-4451,20,25,178,173,24
169,product-1662,20,29,0,0,232
170,product-4942,20,37,52,55,146
171,product-4082,20,60,135,68,60
172,product-802,20,66,217,0,0
173,product-1735,20,66,0,239,0
174,product-2546,20,87,116,82,123
175,product-4585,20,96,73,76,126
176,product-1836,20,108,0,0,207
177,product-2436,21,32,176,20,181
178,product-3512,21,40,13,10,186
179,product-592,21,43,57,146,59
180,product-544,21,49,11,193,10
181,product-4871,21,52,35,166,38
182,product-716,21,64,177,26,178
183,product-3466,21,84,78,117,125
184,product-2368,21,87,30,28,175
185,product-465,21,89,148,50,155
186,product-284,21,93,35,162,33
187,product-1782,21,93,0,205,0
188,product-11,21,94,142,53,143
189,product-3642,21,105,23,25,179
190,product-932,21,106,96,105,97
191,product-706,21,111,66,136,63
192,product-1292,22,25,220,0,0
193,product-2000,22,25,2,200,200
194,product-2160,22,32,62,136,141
195,product-2363,22,37,48,155,148
196,product-4337,22,42,0,195,1
197,product-2997,22,48,34,161,170
198,product-3313,22,50,132,69,66
199,product-1824,22,57,129,138,67
200,product-810,22,63,7,10,190
201,product-4854,22,66,119,119,82
202,product-1387,22,75,154,44,45
203,product-4487,22,76,166,160,35
204,product-3454,22,80,89,108,94
205,product-3161,22,92,185,16,17
206,product-2541,22,93,152,159,43
207,product-710,22,97,104,97,95
208,product-4178,22,100,123,78,75
209,product-4151,22,113,89,99,106
210,product-742,23,25,25,180,16
211,product-1391,23,25,77,118,119
212,product-4272,23,25,130,68,132
213,product-358,23,28,196,1,9
214,product-3916,23,28,31,33,165
215,product-2081,23,31,179,16,25
216,product-4294,23,32,0,212,0
217,product-2669,23,35,137,60,67
218,product-4146,23,35,190,14,14
219,product-4950,23,40,42,47,158
220,product-3099,23,44,78,71,126
221,product-4638,23,44,128,70,135
222,product-1260,23,52,156,39,46
223,product-1326,23,56,114,117,84
224,product-1378,23,66,66,65,132
225,product-3421,23,71,45,152,50
226,product-455,23,77,66,69,129
227,product-2124,23,80,172,23,33
228,product-4904,23,80,64,134,131
229,product-2605,23,82,7,196,9
230,product-530,23,92,131,141,64
231,product-2589,23,97,83,113,115
232,product-2954,23,111,0,0,223
233,product-1449,23,116,101,103,99
234,product-1293,24,26,107,108,97
235,product-4555,24,36,46,158,157
236,product-4197,24,49,74,130,121
237,product-2733,24,57,149,47,49
238,product-4502,24,61,183,20,19
239,product-4666,24,65,32,166,31
240,product-3684,24,77,119,85,115
241,product-1152,24,89,112,87,111
242,product-235,24,97,157,158,44
243,product-629,24,97,157,163,41
244,product-353,24,100,158,37,37
245,product-2391,25,26,112,83,113
246,product-4461,25,28,198,0,2
247,product-804,25,30,2,197,2
248,product-1409,25,34,86,111,115
249,product-3605,25,36,248,0,0
250,product-3693,25,36,125,78,122
251,product-2883,25,37,40,161,163
252,product-50,25,45,105,98,100
253,product-2080,25,65,95,106,100
254,product-1453,25,75,129,125,74
255,product-1660,25,78,196,8,1
256,product-1484,25,82,118,86,84
257,product-1927,25,88,0,249,0
258,product-2668,25,88,0,0,260
259,product-733,25,93,152,49,152
260,product-4293,25,97,189,7,9
261,product-929,25,114,120,77,119
262,product-4488,26,28,114,90,89
263,product-3887,26,40,78,127,75
264,product-2744,26,77,105,105,94
265,product-3114,26,94,64,135,138
266,product-3361,26,108,57,142,146
267,product-2212,26,109,103,112,93
268,product-907,26,116,60,138,61
269,product-610,26,117,87,108,95
270,product-743,27,30,183,13,19
271,product-3158,27,32,111,87,92
272,product-2523,27,34,0,0,242
273,product-64,27,39,112,84,85
274,product-2679,27,51,68,66,133
275,product-4709,27,51,103,95,102
276,product-375,27,61,33,172,32
277,product-4072,27,65,21,179,179
278,product-4384,27,70,89,106,114
279,product-3537,27,78,31,171,166
280,product-2443,27,87,41,164,36
281,product-1364,27,92,81,118,119
282,product-615,27,97,143,151,53
283,product-3073,27,105,153,52,151
284,product-2894,27,107,171,164,31
285,product-363,28,42,117,117,85
286,product-2816,28,58,166,38,39
287,product-2776,28,59,79,86,116
288,product-2314,28,71,88,80,116
289,product-17,28,79,70,125,131
290,product-3613,28,85,33,165,39
291,product-3662,28,91,86,118,82
292,product-1172,28,99,124,71,78
293,product-520,28,100,57,58,138
294,product-1031,28,107,152,51,147
295,product-2410,28,110,16,180,23
296,product-2968,28,112,41,163,154
297,product-1694,28,116,52,54,145
298,product-2338,28,121,0,0,250
299,product-3069,29,33,160,37,165
300,product-3415,29,34,95,107,92
301,product-2509,29,39,58,141,63
302,product-1301,29,44,0,202,0
303,product-4643,29,66,0,211,0
304,product-1582,29,75,0,0,216
305,product-3493,29,75,0,0,226
306,product-754,29,84,93,110,103
307,product-211,29,88,54,150,143
308,product-4602,29,89,223,0,0
309,product-3016,29,91,47,154,41
310,product-4399,29,91,0,246,0
311,product-995,29,94,94,101,111
312,product-2090,29,94,101,98,94
313,product-3219,29,97,105,96,90
314,product-1492,29,115,82,123,116
315,product-853,29,119,113,120,83
316,product-2711,29,119,14,189,189
317,product-279,29,121,40,38,157
318,product-4091,29,121,47,154,155
319,product-2210,30,33,73,126,129
320,product-4201,30,38,101,98,101
321,product-432,30,42,12,15,189
322,product-1790,30,48,83,117,120
323,product-2423,30,50,6,198,0
324,product-2693,30,52,160,38,158
325,product-3633,30,53,66,65,139
326,product-4209,30,56,17,18,185
327,product-4985,30,56,12,184,191
328,product-4482,30,57,25,172,29
329,product-4826,30,72,63,134,141
330,product-961,30,75,156,48,147
331,product-2155,30,93,38,160,164
332,product-4442,30,96,32,170,32
333,product-2787,30,100,94,109,87
334,product-4342,30,120,135,61,136
335,product-3807,30,126,5,196,3
336,product-3060,31,39,104,106,96
337,product-2246,31,42,5,196,1
338,product-670,31,58,68,128,77
339,product-3326,31,60,75,70,126
340,product-361,31,78,33,167,28
341,product-457,31,78,12,184,11
342,product-4641,31,81,104,100,100
343,product-3871,31,115,88,115,107
344,product-2474,31,121,86,116,82
345,product-2625,31,123,169,168,32
346,product-4560,32,33,120,82,77
347,product-3351,32,34,214,0,0
348,product-917,32,38,52,56,149
349,product-2239,32,43,124,129,75
350,product-1422,32,55,102,97,103
351,product-2001,32,55,0,0,217
352,product-3332,32,57,30,23,175
353,product-4432,32,58,37,32,165
354,product-1550,32,60,0,212,0
355,product-229,32,65,87,78,117
356,product-3670,32,71,136,132,68
357,product-758,32,72,56,149,141
358,product-2850,32,74,130,66,65
359,product-1399,32,75,96,107,107
360,product-1042,32,79,64,134,62
361,product-3769,32,80,191,198,4
362,product-3154,32,84,108,100,96
363,product-4441,32,84,141,146,59
364,product-2361,32,93,73,130,74
365,product-4557,32,112,120,75,77
366,product-2559,32,116,93,92,107
367,product-2750,32,116,148,54,151
368,product-1653,32,124,125,72,123
369,product-3242,33,36,109,94,109
370,product-4796,33,36,130,66,136
371,product-1072,33,40,125,74,129
372,product-890,33,43,111,93,108
373,product-809,33,45,276,0,0
374,product-287,33,51,0,253,0
375,product-3751,33,54,202,3,0
376,product-3503,33,56,30,172,24
377,product-4080,33,68,112,91,93
378,product-4196,33,70,105,97,103
379,product-3473,33,85,24,16,180
380,product-3680,33,90,102,97,102
381,product-3860,33,93,74,122,130
382,product-650,33,95,174,25,178
383,product-776,33,101,164,171,31
384,product-3641,33,114,0,0,202
385,product-4633,33,126,16,16,189
386,product-3291,34,42,128,72,123
387,product-2765,34,46,89,116,115
388,product-2515,34,67,90,107,105
389,product-3792,34,76,43,50,155
390,product-439,34,92,120,81,124
391,product-2512,34,93,58,63,142
392,product-2084,34,94,137,61,60
393,product-1516,34,96,167,37,165
394,product-1681,34,102,0,226,0
395,product-2899,34,110,110,89,112
396,product-3913,34,114,113,85,114
397,product-186,34,116,172,29,28
398,product-2398,34,116,34,34,166
399,product-2768,35,39,102,101,95
400,product-3384,35,44,40,161,41
401,product-4953,35,63,116,88,112
402,product-2245,35,73,121,81,118
