id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,product-13865,0,9,135,68,133
2,product-17098,0,9,58,141,61
3,product-152,0,73,71,70,128
4,product-1375,0,79,125,77,124
5,product-10545,0,113,199,6,0
6,product-7506,0,176,65,130,130
7,product-19992,0,206,207,0,0
8,product-9365,1,17,84,112,87
9,product-16310,1,21,0,0,238
10,product-11363,1,23,0,220,0
11,product-621,1,27,96,103,95
12,product-11308,1,34,26,178,20
13,product-13322,1,44,137,139,66
14,product-15304,1,53,162,159,38
15,product-5296,1,76,143,57,146
16,product-7889,1,83,10,190,7
17,product-13939,2,13,106,97,104
18,product-17837,2,21,14,187,18
19,product-11134,2,27,119,81,122
20,product-7385,2,34,68,127,129
21,product-19189,2,34,0,205,0
22,product-14997,2,44,94,108,108
23,product-8029,2,46,91,84,114
24,product-9072,2,48,125,131,71
25,product-4546,2,54,52,146,50
26,product-18341,2,62,155,155,43
27,product-17090,2,93,233,0,0
28,product-11028,3,11,0,0,214
29,product-14359,3,12,23,25,172
30,product-14230,3,22,137,137,68
31,product-3310,3,32,68,136,67
32,product-10077,3,40,86,77,119
33,product-19718,3,40,60,143,135
34,product-12910,3,43,51,152,152
35,product-7169,3,50,179,20,26
36,product-10973,3,54,66,135,65
37,product-19985,3,55,18,179,25
38,product-10127,3,70,49,42,153
39,product-10150,3,71,128,132,70
40,product-10472,3,72,138,63,141
41,product-11121,3,76,146,51,53
42,product-6551,3,84,103,92,107
43,product-4929,4,8,34,163,40
44,product-15682,4,15,77,122,120
45,product-12161,4,17,103,92,104
46,product-12679,4,39,34,33,170
47,product-7958,4,41,17,26,179
48,product-8521,4,42,57,147,144
49,product-8426,4,45,28,34,170
50,product-6943,4,61,206,0,0
51,product-6937,4,69,150,53,46
52,product-10719,4,69,182,18,181
53,product-17190,4,74,88,117,81
54,product-11549,4,78,77,122,123
55,product-13275,4,80,88,107,97
56,product-6991,4,81,31,32,171
57,product-17033,4,85,6,5,191
58,product-812,4,92,102,103,95
59,product-13224,5,7,88,117,115
60,product-12324,5,9,191,10,9
61,product-14202,5,9,115,81,118
62,product-9733,5,22,190,189,15
63,product-19808,5,28,7,197,197
64,product-15147,5,33,122,83,76
65,product-3986,5,40,59,146,138
66,product-6361,5,48,174,175,21
67,product-17340,5,52,10,10,193
68,product-5471,5,58,67,58,137
69,product-13442,5,59,0,0,223
70,product-8538,5,62,74,75,122
71,product-8879,5,62,179,26,23
72,product-10103,5,63,52,50,152
73,product-16329,5,64,161,38,36
74,product-8725,5,65,0,0,212
75,product-1485,5,73,125,76,120
76,product-17952,5,73,47,158,43
77,product-11920,5,75,0,0,231
78,product-12486,5,85,143,56,142
79,product-12401,5,90,186,11,15
80,product-2483,5,95,134,61,137
81,product-15441,6,7,65,136,68
82,product-14023,6,9,110,89,108
83,product-1141,6,10,118,82,82
84,product-6643,6,12,69,134,65
85,product-4143,6,17,140,58,58
86,product-7581,6,20,193,9,10
87,product-18222,6,24,54,150,49
88,product-7441,6,25,125,71,127
89,product-10057,6,29,42,158,38
90,product-4884,6,31,109,92,91
91,product-8960,6,39,69,129,135
92,product-277,6,41,73,130,69
93,product-9178,6,42,76,80,124
94,product-16225,6,43,107,89,94
95,product-7775,6,54,236,0,0
96,product-11349,6,54,156,42,155
97,product-13084,6,60,93,106,106
98,product-18962,6,63,131,65,140
99,product-16184,6,69,35,44,160
100,product-6328,6,74,156,161,40
101,product-7558,6,75,61,142,135
102,product-7413,6,79,0,218,0
103,product-1825,6,81,8,8,196
104,product-14284,6,83,8,11,187
105,product-19318,6,83,62,135,136
106,product-2216,6,93,156,154,48
107,product-7660,6,93,14,14,185
108,product-10751,6,93,167,30,31
109,product-12201,7,9,0,2,195
110,product-7880,7,11,94,101,109
111,product-11063,7,13,122,76,122
112,product-19571,7,15,234,0,0
113,product-3484,7,18,105,92,96
114,product-9939,7,29,54,150,148
115,product-8198,7,31,12,192,3
116,product-12395,7,32,144,55,141
117,product-9153,7,39,84,88,115
118,product-13712,7,41,126,71,73
119,product-10517,7,42,116,87,110
120,product-10040,7,59,0,0,219
121,product-16699,7,61,45,41,155
122,product-5656,7,65,28,169,167
123,product-9778,7,69,108,87,118
124,product-4550,7,73,96,105,103
125,product-10837,7,74,79,83,120
126,product-13110,7,74,0,222,0
127,product-18242,7,84,114,82,90
128,product-3718,7,88,0,198,0
129,product-10794,7,92,32,165,37
130,product-11978,8,8,39,162,37
131,product-9750,8,9,167,28,174
132,product-12947,8,9,113,90,86
133,product-435,8,13,27,175,23
134,product-9911,8,13,0,208,0
135,product-4359,8,16,0,205,0
136,product-17615,8,18,116,119,80
137,product-13019,8,20,86,116,114
138,product-1512,8,23,15,183,16
139,product-12794,8,28,188,186,13
140,product-5956,8,30,187,187,8
141,product-6965,8,30,205,0,0
142,product-17239,8,32,149,145,51
143,product-7457,8,33,68,75,130
144,product-5980,8,35,252,0,0
145,product-10270,8,36,195,3,200
146,product-8961,8,39,112,83,92
147,product-9516,8,44,22,183,19
148,product-18324,8,49,58,144,141
149,product-17788,8,57,0,0,240
150,product-15963,8,58,25,172,28
151,product-16414,8,58,111,85,114
152,product-12066,8,66,179,20,20
153,product-3622,8,69,91,108,108
154,product-15399,8,69,82,115,119
155,product-10405,8,70,174,27,169
156,product-6038,8,72,53,150,143
157,product-8362,8,76,8,197,0
158,product-2693,8,78,88,110,112
159,product-4066,8,81,124,81,72
160,product-12842,8,82,191,13,14
161,product-7442,8,83,93,104,107
162,product-19151,8,83,65,138,130
163,product-14075,8,85,157,160,44
164,product-14403,8,89,180,177,18
165,product-17276,8,91,112,84,91
166,product-17840,8,94,79,117,119
167,product-11650,8,95,94,103,94
168,product-12060,8,95,184,14,11
169,product-13265,8,96,43,154,45
170,product-7059,8,98,0,0,217
171,product-7687,8,100,0,0,207
172,product-14007,8,102,16,8,188
173,product-10789,8,104,36,29,168
174,product-13404,9,10,147,48,151
175,product-19693,9,11,61,54,142
176,product-11747,9,17,180,175,23
177,product-1216,9,20,182,16,18
178,product-12309,9,20,179,26,20
179,product-5321,9,22,196,0,9
180,product-9284,9,24,76,120,76
181,product-18303,9,25,26,177,175
182,product-11179,9,27,80,77,121
183,product-16651,9,27,157,158,45
184,product-12023,9,29,104,110,94
185,product-13545,9,29,177,185,18
186,product-5816,9,33,101,99,96
