id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,product-2914,0,10,62,131,95
2,product-7663,0,26,227,42,148
3,product-8607,0,32,214,42,82
4,product-305,0,70,53,77,178
5,product-13291,0,169,196,253,186
6,product-3799,0,188,132,194,146
7,product-9593,0,195,167,54,253
8,product-16423,0,204,62,147,28
9,product-14172,0,220,99,155,34
10,product-11567,0,251,148,194,88
11,product-16260,1,11,98,169,160
12,product-1067,1,24,109,56,153
13,product-13600,1,45,48,95,145
14,product-7100,1,74,84,151,49
15,product-13282,1,84,180,274,74
16,product-12418,2,5,218,192,46
17,product-655,2,20,112,162,109
18,product-4228,2,40,106,102,137
19,product-11453,2,76,249,108,213
20,product-5401,2,77,211,34,206
21,product-13530,2,78,95,47,152
22,product-8612,2,96,24,58,204
23,product-6343,3,7,24,113,118
24,product-11633,3,14,96,120,125
25,product-19480,3,14,123,219,201
26,product-2958,3,21,137,48,218
27,product-9883,3,23,36,133,113
28,product-807,3,25,127,38,217
29,product-7649,3,26,38,78,252
30,product-6243,3,27,33,204,196
31,product-10807,3,43,197,201,61
32,product-12503,3,52,143,156,126
33,product-5747,3,60,140,54,208
34,product-15474,3,65,68,103,159
35,product-3813,3,66,125,177,152
36,product-10410,3,73,67,138,202
37,product-19908,4,9,142,20,235
38,product-13721,4,10,106,132,214
39,product-6008,4,12,146,82,207
40,product-12959,4,24,81,82,100
41,product-7143,4,37,60,128,188
42,product-19074,4,38,102,147,19
43,product-4554,4,51,98,78,143
44,product-137,4,52,149,84,182
45,product-2221,4,54,87,158,168
46,product-25,4,55,52,27,100
47,product-12398,4,61,175,158,168
48,product-13806,4,62,196,71,112
49,product-4557,4,66,196,99,56
50,product-8228,4,68,63,59,116
51,product-10398,4,73,56,118,196
52,product-15056,4,78,158,65,84
53,product-19931,4,89,204,24,153
54,product-6350,5,6,30,165,235
55,product-4052,5,8,38,100,196
56,product-1508,5,9,79,64,172
57,product-14527,5,12,184,121,137
58,product-7205,5,15,37,140,97
59,product-1436,5,25,192,126,127
60,product-14486,5,25,112,107,154
61,product-9497,5,28,126,166,108
62,product-15317,5,38,102,116,104
63,product-12316,5,54,179,101,151
64,product-15456,5,54,133,80,97
65,product-18905,5,60,186,148,176
66,product-4623,5,75,76,142,122
67,product-2185,5,81,8,211,162
68,product-214,5,83,139,169,190
69,product-3068,5,90,48,11,170
70,product-12429,5,92,78,104,25
71,product-13890,5,93,98,121,106
72,product-5624,6,7,130,139,220
73,product-17933,6,7,256,13,79
74,product-13972,6,9,72,28,258
75,product-17022,6,12,73,120,149
76,product-19046,6,13,12,261,164
77,product-7242,6,29,59,141,194
78,product-9359,6,41,98,249,109
79,product-18963,6,50,14,235,145
80,product-13007,6,51,69,136,139
81,product-1573,6,55,115,215,30
82,product-17572,6,60,109,229,186
83,product-19163,6,62,196,176,46
84,product-7666,6,65,137,158,31
85,product-17284,6,69,57,53,149
86,product-7895,6,71,186,197,80
87,product-11892,6,72,93,175,204
88,product-16295,6,76,26,169,200
89,product-1346,6,78,78,27,114
