id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-3676,0,6,48,146,104
2,customer-3079,1,69,99,72,151
3,customer-2095,2,60,179,97,186
4,customer-2049,2,71,229,193,78
5,customer-1004,3,13,75,198,135
6,customer-5467,3,14,132,119,159
7,customer-902,3,42,49,189,149
8,customer-6449,3,49,159,164,43
9,customer-6949,3,52,117,143,90
10,customer-1094,3,79,162,20,144
11,customer-1200,3,88,100,83,193
12,customer-2753,3,102,140,192,147
13,customer-2288,4,7,141,173,96
14,customer-1480,4,26,102,176,4
15,customer-5497,4,33,249,113,190
16,customer-2467,4,56,70,38,179
17,customer-502,4,57,44,170,114
18,customer-5327,4,80,201,241,105
19,customer-851,5,5,70,124,75
20,customer-1309,5,8,188,183,91
21,customer-6200,5,9,68,187,71
22,customer-971,5,12,133,223,16
23,customer-449,5,20,242,151,48
24,customer-744,5,25,105,101,85
25,customer-3862,5,29,120,55,80
26,customer-6205,5,36,92,238,131
27,customer-1483,5,50,199,94,161
28,customer-6839,5,59,204,65,263
29,customer-1471,5,70,15,75,7
30,customer-2796,5,70,137,176,168
31,customer-1085,5,93,263,136,178
32,customer-1214,6,6,195,190,174
33,customer-299,6,8,105,154,170
34,customer-5002,6,34,160,224,247
35,customer-6397,6,58,194,129,56
36,customer-1684,6,59,187,123,199
37,customer-2438,6,69,85,62,168
38,customer-3758,6,73,140,176,160
39,customer-4468,6,87,188,64,107
40,customer-750,6,104,185,60,196
41,customer-6712,7,9,195,185,198
42,customer-2771,7,22,25,121,29
43,customer-5445,7,29,217,66,121
44,customer-6488,7,36,210,32,29
45,customer-6767,7,78,79,113,146
46,customer-5902,7,91,94,156,169
47,customer-2778,7,98,75,197,73
48,customer-4041,8,17,20,99,229
49,customer-6119,8,19,216,91,223
50,customer-103,8,21,107,212,131
51,customer-3765,8,25,79,214,178
52,customer-1898,8,30,68,189,84
53,customer-6091,8,34,73,133,12
54,customer-2004,8,44,132,33,173
55,customer-4877,8,58,156,91,167
56,customer-4623,8,59,139,4,27
57,customer-51,8,85,64,100,244
