id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-655,0,119,0,0,208
2,customer-1389,1,32,180,24,172
3,customer-4035,2,2,134,137,65
4,customer-4208,2,6,127,118,77
5,customer-140,2,36,0,0,217
6,customer-450,2,64,34,163,32
7,customer-232,3,38,135,68,67
8,customer-4048,3,75,70,128,130
9,customer-25,3,92,9,196,0
10,customer-1277,3,93,6,10,194
11,customer-84,3,96,30,166,172
12,customer-3481,4,42,158,160,45
13,customer-3002,4,51,141,63,139
14,customer-1382,4,52,0,202,0
15,customer-1870,4,101,80,116,89
16,customer-3522,5,46,7,8,193
17,customer-4860,5,60,41,159,39
18,customer-1778,5,66,245,0,0
19,customer-3702,5,74,68,59,137
20,customer-4012,5,76,83,114,86
21,customer-209,5,87,0,0,218
22,customer-4631,6,13,179,17,21
23,customer-1188,6,43,164,172,33
24,customer-2755,6,64,0,207,0
25,customer-4240,6,69,4,197,6
26,customer-1538,6,87,60,142,144
27,customer-1671,6,87,55,148,56
28,customer-2144,7,20,137,62,63
29,customer-2611,7,72,0,206,0
30,customer-3176,7,88,37,44,161
31,customer-2750,8,8,5,0,197
32,customer-3011,8,8,179,26,17
33,customer-711,8,30,113,110,91
34,customer-4458,8,72,0,0,205
35,customer-4845,8,81,186,9,16
36,customer-2323,8,82,88,117,115
37,customer-2341,8,90,164,161,36
38,customer-1445,9,16,47,152,43
39,customer-2806,9,78,0,239,0
40,customer-778,9,93,0,261,0
41,customer-1828,9,94,142,63,53
42,customer-763,9,95,12,186,192
43,customer-1201,9,102,108,109,91
44,customer-1948,10,15,167,167,29
45,customer-4686,10,18,41,36,162
46,customer-3640,10,35,96,109,99
47,customer-4943,10,35,85,112,89
48,customer-2655,10,52,123,80,125
49,customer-171,10,56,58,56,139
50,customer-301,10,62,160,157,41
51,customer-1455,10,78,114,83,114
52,customer-2805,10,99,164,41,164
53,customer-430,11,12,2,194,3
54,customer-2998,11,29,125,124,79
55,customer-1750,11,54,80,124,121
56,customer-821,11,63,189,9,12
57,customer-1967,11,77,128,128,70
58,customer-2600,11,79,123,74,123
59,customer-716,11,88,31,29,168
60,customer-4640,11,111,171,170,29
61,customer-727,12,12,116,89,86
62,customer-429,12,21,101,95,102
63,customer-3551,12,34,73,125,131
64,customer-2411,12,35,86,81,116
65,customer-3339,12,38,54,146,51
66,customer-186,12,39,145,53,58
67,customer-3772,12,50,135,127,69
68,customer-31,12,51,118,118,86
69,customer-1504,12,62,43,47,153
70,customer-1305,12,70,205,0,0
71,customer-2909,12,87,70,71,128
72,customer-4396,12,101,215,0,0
73,customer-1661,13,13,168,29,35
74,customer-545,13,14,83,118,85
75,customer-1814,13,44,48,148,155
76,customer-92,13,98,164,32,41
77,customer-3878,13,98,125,75,79
78,customer-2227,13,100,0,229,0
79,customer-1830,13,102,85,91,113
80,customer-1767,14,14,199,4,0
81,customer-4875,14,31,15,23,181
82,customer-480,14,33,39,37,165
83,customer-2052,14,68,190,191,5
84,customer-2241,14,69,27,168,31
85,customer-1806,14,72,103,106,96
86,customer-1641,14,84,79,81,122
87,customer-1533,14,91,175,25,28
88,customer-4164,14,101,63,134,71
89,customer-1055,14,107,200,0,0
90,customer-4054,15,21,83,82,118
91,customer-4707,15,28,58,141,142
92,customer-4831,15,44,9,186,194
93,customer-2910,15,56,45,157,154
94,customer-1883,15,63,69,129,69
95,customer-3366,15,68,137,62,63
96,customer-4892,15,73,84,111,94
97,customer-1268,15,80,42,158,157
98,customer-3140,15,108,53,53,147
99,customer-2320,16,31,132,64,66
100,customer-3605,16,42,119,128,77
101,customer-3122,16,49,95,100,102
102,customer-1517,16,57,27,27,168
103,customer-1368,16,65,8,9,191
104,customer-3824,16,65,228,0,0
105,customer-1985,16,68,134,70,62
106,customer-3614,16,73,8,193,12
107,customer-440,16,85,37,160,42
108,customer-4772,16,90,134,62,61
109,customer-4109,16,94,181,15,16
110,customer-2415,16,103,180,18,180
111,customer-3927,16,109,17,182,183
112,customer-2714,17,18,48,154,50
113,customer-3369,17,18,117,120,80
114,customer-2733,17,20,184,16,182
115,customer-3835,17,23,102,103,101
116,customer-4883,17,24,144,57,144
117,customer-3046,17,28,15,24,180
118,customer-4257,17,73,155,48,45
119,customer-3566,17,75,0,0,213
120,customer-572,17,88,140,59,60
121,customer-294,17,89,4,0,200
122,customer-4842,17,89,42,156,153
123,customer-3607,17,90,128,74,76
124,customer-1158,17,96,191,12,9
125,customer-602,18,30,9,192,10
126,customer-1769,18,53,160,40,162
127,customer-2424,18,54,63,55,141
128,customer-420,18,63,50,150,147
129,customer-1384,18,66,135,67,64
130,customer-2203,18,73,63,140,63
131,customer-1406,18,75,158,41,155
132,customer-4733,18,77,157,154,45
133,customer-3248,18,80,86,110,93
134,customer-3316,18,81,88,116,107
135,customer-781,18,82,183,17,184
136,customer-1066,18,82,36,30,169
137,customer-3257,18,82,110,92,104
138,customer-2877,18,97,127,72,132
139,customer-2548,18,110,85,110,88
140,customer-599,19,29,121,118,77
141,customer-544,19,30,169,173,30
142,customer-2130,19,55,189,9,16
143,customer-3495,19,61,129,69,69
144,customer-1782,19,64,84,87,114
145,customer-922,19,70,101,103,98
146,customer-431,19,79,100,95,105
147,customer-4530,19,88,42,156,41
148,customer-2764,19,89,114,115,90
149,customer-3186,19,89,13,18,187
150,customer-4697,19,97,78,119,77
151,customer-1207,19,98,203,0,2
152,customer-2164,19,99,35,36,160
153,customer-1359,19,116,67,136,66
154,customer-3890,20,21,186,187,15
155,customer-4529,20,25,38,35,160
