id,label,ts_in,ts_out,attr_1,attr_2,attr_3
1,customer-3181,1,35,38,167,167
2,customer-1598,1,46,47,47,148
3,customer-1892,1,51,0,0,210
4,customer-2731,1,72,104,98,98
5,customer-3668,1,90,101,103,96
6,customer-3331,2,53,133,65,64
7,customer-4222,2,83,76,129,120
8,customer-4269,3,8,130,67,129
9,customer-1111,3,16,142,53,151
10,customer-4564,3,19,83,74,122
11,customer-4668,3,36,177,23,20
12,customer-6362,3,37,93,95,109
13,customer-6165,3,49,0,251,0
14,customer-53,3,65,114,85,88
15,customer-5682,3,65,81,122,76
16,customer-475,3,70,145,58,137
17,customer-5202,4,32,88,109,92
18,customer-5138,4,37,13,12,185
19,customer-4901,4,59,61,66,136
20,customer-5666,4,60,73,127,126
21,customer-4789,4,102,128,69,71
22,customer-4896,5,61,99,96,99
23,customer-1338,5,79,28,29,175
24,customer-4305,5,82,62,52,143
25,customer-5556,6,12,123,78,127
26,customer-2833,6,25,25,175,24
27,customer-4819,6,25,0,238,0
28,customer-6206,6,29,111,93,110
29,customer-1674,6,52,99,101,101
30,customer-4680,6,73,209,0,0
31,customer-5253,6,81,55,150,48
32,customer-6047,6,85,193,10,189
33,customer-1983,7,11,169,29,35
34,customer-2920,7,21,29,167,34
35,customer-3112,7,22,204,0,0
36,customer-4577,7,23,113,110,89
37,customer-5275,7,32,132,64,63
38,customer-4758,7,43,146,52,146
39,customer-4695,7,57,15,181,20
40,customer-827,7,64,78,122,117
41,customer-3433,7,66,0,0,206
42,customer-769,7,81,106,112,91
43,customer-5964,7,97,162,162,35
44,customer-3998,7,106,107,96,97
45,customer-2387,8,15,111,89,116
46,customer-6860,8,26,79,126,122
47,customer-3005,8,31,0,223,0
48,customer-6807,8,36,34,171,25
49,customer-4647,8,45,184,13,187
50,customer-3401,8,49,150,49,45
51,customer-407,8,52,124,122,80
52,customer-1162,8,60,10,187,17
53,customer-3073,8,64,114,119,83
54,customer-2612,8,76,151,49,149
55,customer-5972,8,86,107,98,95
56,customer-1234,8,97,0,205,0
57,customer-113,8,102,178,182,21
58,customer-6387,9,15,17,183,180
59,customer-5667,9,56,42,42,162
60,customer-3325,9,58,162,154,41
61,customer-4712,9,78,74,74,122
62,customer-6525,9,91,165,37,159
63,customer-3289,10,19,4,1,195
64,customer-1175,10,24,0,211,0
65,customer-4847,10,24,60,145,144
66,customer-1521,10,38,133,71,63
67,customer-4470,10,40,17,14,185
68,customer-5892,10,53,97,107,88
69,customer-2562,10,61,42,158,45
70,customer-5102,10,76,101,101,94
71,customer-4274,10,83,157,45,42
72,customer-6389,10,86,149,49,148
73,customer-6927,11,18,147,144,57
74,customer-460,11,27,43,42,154
75,customer-3388,11,37,162,42,34
76,customer-5835,11,55,42,157,48
77,customer-1896,11,66,66,66,136
78,customer-1970,11,69,80,125,72
79,customer-4726,11,78,128,68,69
80,customer-1244,11,87,57,145,57
81,customer-1815,11,89,198,1,7
82,customer-425,11,91,178,18,179
83,customer-823,11,93,13,186,18
84,customer-4952,11,97,26,169,176
85,customer-6711,11,97,34,35,169
86,customer-6801,12,20,143,147,57
87,customer-3088,12,21,226,0,0
88,customer-686,12,26,32,166,39
89,customer-3534,12,29,4,196,1
90,customer-3575,12,33,142,143,54
91,customer-2711,12,51,138,59,142
92,customer-6666,12,61,35,34,168
93,customer-3987,12,64,235,0,0
94,customer-3911,12,68,62,52,143
95,customer-1603,12,73,50,155,154
96,customer-1245,12,82,91,105,99
97,customer-5358,12,88,2,202,0
98,customer-1796,12,101,209,0,0
99,customer-1202,13,30,116,86,89
100,customer-4448,13,47,149,142,55
101,customer-6190,13,47,137,61,65
102,customer-3706,13,54,71,74,126
103,customer-2716,13,66,92,108,90
104,customer-4262,13,90,0,231,0
105,customer-4288,13,104,138,145,57
106,customer-2362,14,19,99,98,103
107,customer-849,14,26,54,147,144
108,customer-5583,14,29,2,0,202
109,customer-1950,14,50,67,133,69
110,customer-1881,14,59,239,0,0
111,customer-1440,14,62,152,51,144
112,customer-5390,14,63,29,166,31
113,customer-4006,14,74,159,156,43
114,customer-3296,14,76,0,226,0
115,customer-2425,14,80,79,116,80
116,customer-4091,14,81,34,163,165
117,customer-5371,14,88,122,75,76
118,customer-1402,14,89,156,48,45
119,customer-4987,14,95,0,238,0
120,customer-6036,14,96,88,107,92
121,customer-4189,14,104,112,91,114
122,customer-844,14,105,37,40,165
123,customer-3604,15,22,91,106,110
124,customer-5049,15,22,12,184,18
125,customer-4956,15,23,61,136,64
126,customer-2622,15,33,101,98,102
127,customer-4725,15,36,14,12,187
128,customer-1726,15,40,146,53,56
129,customer-2684,15,42,86,116,87
130,customer-4162,15,44,182,182,20
131,customer-1434,15,46,61,142,136
132,customer-4109,15,47,56,57,148
133,customer-4527,15,51,166,36,30
134,customer-1834,15,53,252,0,0
135,customer-5770,15,53,119,81,79
136,customer-1309,15,57,175,30,30
137,customer-6049,15,57,5,193,7
138,customer-4406,15,62,156,47,157
139,customer-1045,15,77,102,103,101
140,customer-6510,15,79,151,44,54
141,customer-6928,15,82,151,51,146
142,customer-3193,15,85,165,33,36
143,customer-1760,15,88,0,233,0
144,customer-1127,15,92,167,34,165
145,customer-1826,15,97,70,130,72
146,customer-1159,15,101,146,137,59
147,customer-5073,16,22,120,77,126
148,customer-5054,16,38,60,60,142
149,customer-5753,16,50,116,81,114
150,customer-4667,16,53,23,178,25
151,customer-1517,16,54,16,15,187
152,customer-1765,16,56,72,124,76
153,customer-954,16,62,190,11,14
154,customer-2965,16,66,85,115,118
155,customer-2621,16,69,90,112,87
156,customer-1450,16,73,231,0,0
157,customer-4412,16,79,61,143,136
158,customer-3252,16,90,153,52,147
159,customer-4997,16,98,45,154,48
160,customer-5636,16,102,7,195,6
161,customer-6229,16,107,149,49,50
162,customer-6665,16,107,97,104,102
163,customer-4545,17,19,140,57,60
164,customer-5099,17,22,123,75,129
165,customer-3974,17,26,202,2,0
166,customer-4730,17,26,130,65,70
167,customer-3092,17,31,190,13,192
168,customer-22,17,34,31,36,164
169,customer-1056,17,36,11,192,10
170,customer-49,17,39,159,165,38
171,customer-4302,17,39,66,60,139
172,customer-5066,17,46,24,178,27
173,customer-3495,17,59,54,151,142
174,customer-2260,17,64,56,145,145
175,customer-833,17,67,162,41,34
176,customer-2908,17,69,204,0,0
177,customer-5588,17,74,88,86,116
178,customer-5717,17,79,45,158,152
179,customer-5105,17,81,200,0,1
180,customer-4778,17,92,41,162,162
181,customer-5878,17,92,31,27,169
182,customer-588,17,94,118,84,83
183,customer-3282,17,109,0,0,202
184,customer-255,17,114,195,7,4
185,customer-797,18,19,124,124,79
186,customer-5236,18,20,232,0,0
187,customer-3827,18,21,146,58,140
188,customer-1015,18,23,174,24,174
189,customer-2242,18,24,50,44,152
190,customer-1980,18,25,28,21,174
191,customer-424,18,32,0,224,0
192,customer-3385,18,34,77,124,72
193,customer-3923,18,38,160,38,38
194,customer-3113,18,39,0,243,0
195,customer-6480,18,40,104,101,98
196,customer-5231,18,41,196,1,1
197,customer-4910,18,46,122,123,75
198,customer-1388,18,47,27,172,32
199,customer-314,18,48,161,38,39
200,customer-116,18,84,2,195,9
201,customer-1946,18,91,70,128,69
202,customer-4648,18,94,186,9,14
203,customer-5823,18,96,0,225,0
204,customer-4055,18,99,121,76,79
205,customer-6241,18,103,50,151,153
206,customer-3790,18,105,85,117,86
207,customer-1087,18,108,97,97,98
208,customer-2395,18,108,163,165,39
209,customer-5715,19,20,77,80,118
210,customer-4082,19,28,123,77,74
211,customer-1675,19,30,102,102,95
212,customer-2536,19,37,176,22,27
213,customer-1288,19,46,148,54,53
214,customer-3262,19,48,142,134,61
215,customer-4669,19,50,134,64,141
216,customer-4677,19,53,0,0,242
217,customer-5092,19,63,179,21,19
218,customer-4211,19,68,175,24,172
219,customer-299,19,74,0,0,227
220,customer-1078,19,79,149,147,51
221,customer-5645,19,79,0,0,234
222,customer-1019,19,88,34,31,165
223,customer-2736,19,92,8,195,196
224,customer-4163,19,92,175,26,176
225,customer-4698,19,93,180,17,18
226,customer-3986,19,97,50,151,145
227,customer-4724,19,108,215,0,0
228,customer-6123,20,20,23,20,179
229,customer-1100,20,32,119,114,82
230,customer-387,20,34,189,9,188
231,customer-6893,20,35,18,14,187
232,customer-1438,20,40,0,220,0
233,customer-1493,20,49,199,0,6
234,customer-2884,20,50,0,0,262
235,customer-6942,20,51,125,73,131
236,customer-3467,20,58,120,81,84
237,customer-591,20,70,68,131,133
238,customer-5654,20,70,111,92,89
239,customer-1095,20,72,91,108,113
240,customer-4646,20,77,121,78,77
241,customer-916,20,78,143,56,146
242,customer-1947,20,83,167,31,166
243,customer-6762,20,92,147,55,48
244,customer-6021,20,106,46,45,158
245,customer-6532,21,26,73,72,123
246,customer-536,21,27,142,141,62
247,customer-1629,21,31,32,167,30
